49636.744689 	 0.000000
48673.601768 	 -13627.974315
45755.142502 	 -27427.525382
40775.388659 	 -41674.945625
33480.359434 	 -56914.140858
23280.440831 	 -74304.705113
8712.462841 	 -96570.341315
-14508.030196 	 -131401.636250
-64492.904763 	 -210672.761784
-413391.843257 	 -809933.388557
196539.811616 	 267038.615695
84818.046507 	 85179.772514
49754.444666 	 38377.502144
29546.850750 	 18461.349004
14927.660815 	 9062.302845
3143.147983 	 5271.520483
-6937.750695 	 5139.408164
-15923.314726 	 7821.588784
-24267.145238 	 13059.282978
-32462.983888 	 21095.854223
-41260.851497 	 32909.135154
-52145.819135 	 51083.870662
-68971.807885 	 83066.301434
-106885.660518 	 159170.089452
-361234.372462 	 673801.880656
146374.935889 	 -349863.700666
44380.508199 	 -141089.973551
19392.262008 	 -87167.792580
8700.288345 	 -61541.474545
3327.044950 	 -46192.278908
610.975071 	 -35850.120181
-528.910876 	 -28432.532918
-623.270296 	 -22969.154779
29.500952 	 -18964.675888
1241.885078 	 -16158.519149
2884.035906 	 -14421.352737
4858.780858 	 -13707.534742
7090.751762 	 -14035.048077
9524.969253 	 -15483.656179
12135.175785 	 -18212.199707
14947.719209 	 -22506.939249
18098.815881 	 -28895.813290
21979.328237 	 -38430.162533
27656.708724 	 -53476.641773
38420.908604 	 -80500.225920
68202.983292 	 -144624.697751
269887.209917 	 -504798.914041
-330847.531570 	 443840.728098
-305071.748131 	 228866.764789
698138.732782 	 -212072.426424
112470.374501 	 -4489.467672
53358.942548 	 5212.048629
29660.165931 	 5393.079977
14946.893702 	 4843.051904
3220.840003 	 5321.116102
-7720.558476 	 7571.007873
-19148.745983 	 12328.936855
-32401.735776 	 20848.347424
-49914.521997 	 35904.239405
-78229.440311 	 65346.143377
-145403.582118 	 143205.682153
-819641.901802 	 960057.212105
199942.819687 	 -280847.332992
78934.640635 	 -134427.942898
43399.129195 	 -91040.531324
26137.067190 	 -69121.410075
16013.484737 	 -55262.132780
9550.323104 	 -45367.136315
5282.397658 	 -37788.616094
2461.470780 	 -31746.343150
646.890252 	 -26825.386898
-450.944343 	 -22781.767684
-1038.409079 	 -19456.791129
-1270.675731 	 -16735.922472
-1267.826746 	 -14528.087202
-1123.473156 	 -12755.174900
-909.754494 	 -11346.957860
-680.627095 	 -10238.973656
-474.408830 	 -9372.014290
-316.069294 	 -8692.416704
-219.494280 	 -8152.653996
-189.809388 	 -7711.907956
-225.771272 	 -7336.422314
-322.207202 	 -6999.516743
-472.499234 	 -6681.193991
-671.181098 	 -6367.294437
-916.894086 	 -6048.122723
-1216.375792 	 -5716.323910
-1591.304014 	 -5363.305359
-2093.451718 	 -4971.832508
-2848.033147 	 -4495.443112
-4225.968967 	 -3774.489835
-8131.399872 	 -1876.463117
43147.879845 	 -29645.404222
-806.486728 	 -8135.787785
-34335.195064 	 -12022.927742
11837.330912 	 -3504.234688
6134.682832 	 -4049.258080
4360.579247 	 -4056.126858
3454.723982 	 -3979.371906
2887.134937 	 -3878.972507
2488.686754 	 -3767.472881
2189.643462 	 -3647.658430
1957.265311 	 -3520.475229
1775.039512 	 -3387.243018
1634.114159 	 -3250.274666
1529.186367 	 -3112.897023
1456.322537 	 -2979.189574
1411.760423 	 -2853.577318
1391.289269 	 -2740.361907
1390.013171 	 -2643.254647
1402.385180 	 -2564.964352
1422.433347 	 -2506.883402
1444.112214 	 -2468.902556
1461.718466 	 -2449.371969
1470.314353 	 -2445.211589
1466.107559 	 -2452.159546
1446.744535 	 -2465.133987
1411.485342 	 -2478.674112
1361.240518 	 -2487.418567
1298.464788 	 -2486.576276
1226.916226 	 -2472.346184
1151.302647 	 -2442.246968
1076.847242 	 -2395.326413
1008.813921 	 -2332.231576
952.036073 	 -2255.133214
910.492985 	 -2167.511466
886.974846 	 -2073.822250
882.870396 	 -1979.074336
898.103046 	 -1888.354587
931.233269 	 -1806.343256
979.740466 	 -1736.860271
1040.503728 	 -1682.478421
1110.535636 	 -1644.228021
1188.136149 	 -1621.396663
1274.997991 	 -1611.385698
1381.153815 	 -1609.472080
1541.225764 	 -1607.880733
1901.378448 	 -1590.560951
4412.550888 	 -1439.888812
-359.618647 	 -1627.595512
915.092292 	 -1234.144633
-759.097394 	 -2797.637416
164.910107 	 -2013.918283
304.864544 	 -1853.063506
352.721796 	 -1747.062487
