番号,元信号,観測信号d(n),疑似エコーy(n),誤差,誤差10log10(e^2),,,
1053,0.329532,-0.548219,-0.548219,0,-141.426577,,,-860.991
1054,-1.481629,0.229412,0.229412,0,-137.840568,,,155.088
1055,-0.213193,-0.896155,-0.896154,0,-127.89208,,,-127.603
1056,0.243222,-0.041497,-0.041497,0,-126.953111,,,871.157
1057,-0.212128,-0.023504,-0.023504,0,-140.067156,,,615.196
1058,-0.095891,0.267327,0.267327,0,-126.855993,,,-425.93
1059,0.805459,-1.231277,-1.231277,0,-127.158999,,,-139.885
1060,0.019861,0.479586,0.479586,0,-129.636671,,,-1064.927
1061,0.335839,0.092794,0.092794,0,-138.785137,,,1061.015
1062,1.45838,-0.083945,-0.083945,0,-134.319611,,,-0.392
1063,1.340692,-0.089735,-0.089735,0,-160.474832,,,-298.913
1064,-0.332949,0.805286,0.805286,0,-151.428878,,,1326.369
1065,-1.281665,-0.531923,-0.531923,0,-129.297283,,,-444.764
1066,2.024888,0.625299,0.625298,0,-138.980764,,,962.69
1067,-2.076187,0.838522,0.838522,0,-140.678542,,,1823.6
1068,-1.302018,0.530778,0.530778,0,-131.018833,,,96.795
1069,0.226112,-0.963714,-0.963713,0,-137.085476,,,347.281
1070,-1.108126,-0.408228,-0.408228,0,-158.118326,,,341.432
1071,2.000499,1.610535,1.610535,0,-132.495343,,,1596.44
1072,0.270121,-2.302608,-2.302608,0,-151.695318,,,1073.981
1073,-0.927003,-0.023912,-0.023912,0,-130.106495,,,1622.135
1074,0.226456,0.535681,0.535681,0,-129.93487,,,85.756
1075,-0.934421,-0.807813,-0.807813,0,-129.954155,,,-406.211
1076,-0.446624,1.961277,1.961277,0,-131.627285,,,-1522.845
1077,0.839148,-0.724311,-0.724311,0,-130.445968,,,25.223
1078,-1.584753,-0.588841,-0.588841,0,-138.18179,,,-951.057
1079,0.18962,0.351945,0.351945,0,-171.596101,,,1888.986
1080,0.962326,-0.739774,-0.739774,0,-171.977372,,,-92.242
1081,-0.324128,0.170274,0.170274,0,-173.410165,,,958.699
1082,-1.037488,0.50099,0.50099,0,-134.451505,,,620.343
1083,0.372997,-1.507377,-1.507377,0,-132.832726,,,254.207
1084,-0.928233,1.14812,1.14812,0,-135.716986,,,1453.34
1085,0.688965,0.205035,0.205036,0,-126.633006,,,-85.313
1086,-2.02543,-0.449899,-0.449899,0,-142.52152,,,1517.922
1087,1.285388,-0.558828,-0.558828,0,-143.360564,,,534.44
1088,-0.334661,0.623906,0.623906,0,-134.745383,,,51.702
1089,-0.630694,-0.823195,-0.823195,0,-132.356783,,,1111.884
1090,-1.399133,0.917415,0.917415,0,-145.66565,,,281.09
1091,-0.688881,-1.890635,-1.890635,0,-133.490421,,,327.217
1092,1.292194,2.004888,2.004888,0,-135.12718,,,-456.707
1093,-1.803025,-1.255328,-1.255328,0,-137.992794,,,-371.355
1094,0.553966,0.158377,0.158377,0,-137.505062,,,-608.086
1095,0.251511,-1.284024,-1.284023,0,-131.487148,,,-410.773
1096,-0.018554,0.462974,0.462974,0,-129.701041,,,181.813
1097,-0.738251,0.757394,0.757394,0,-145.631305,,,425.907
1098,0.935747,-1.456288,-1.456288,0,-143.755265,,,-697.407
1099,1.520986,0.933902,0.933902,0,-147.877107,,,-783.943
1100,0.839157,0.050264,0.050264,0,-139.194002,,,-292.076
1101,2.603361,-0.257472,-0.257472,0,-149.145806,,,704.862
1102,1.874717,-0.36661,-0.36661,0,-137.688304,,,-402.591
1103,3.001966,1.032536,1.032536,0,-142.853024,,,-228.716
1104,0.226548,0.764351,0.764351,0,-137.951174,,,95.009
1105,-1.694876,0.308086,0.308086,0,-131.68129,,,226.025
1106,0.81732,1.639898,1.639898,0,-132.979847,,,-2100.735
1107,0.248073,0.614238,0.614238,0,-152.321407,,,198.638
1108,-1.898724,1.646809,1.646809,0,-142.578976,,,-639.711
1109,-0.682696,-1.273465,-1.273465,0,-134.253459,,,1267.069
1110,1.230952,-0.79112,-0.79112,0,-142.100344,,,-784.4
1111,0.959745,0.952254,0.952254,0,-152.269861,,,515.578
1112,1.317642,-0.064794,-0.064795,0,-131.841863,,,-422.084
1113,0.558803,-1.568241,-1.568241,0,-150.238358,,,-430.287
1114,0.314388,0.42892,0.42892,0,-157.779375,,,-2199.932
1115,0.907326,1.021781,1.021781,0,-146.162071,,,427.446
1116,-1.132853,0.45987,0.45987,0,-154.934804,,,-1569.002
1117,-0.226248,0.430027,0.430027,0,-145.886343,,,1624.374
1118,0.312392,0.101915,0.101915,0,-143.542145,,,494.984
1119,-1.329957,-0.057277,-0.057277,0,-133.673156,,,-228.07
1120,0.179273,0.622878,0.622878,0,-152.84289,,,-353.807
1121,0.113971,-1.357999,-1.357999,0,-138.794542,,,-1948.261
1122,1.745978,0.524683,0.524683,0,-133.873171,,,-775.87
1123,0.168048,-0.120461,-0.120461,0,-131.077389,,,-1147.633
1124,-0.525323,-0.829737,-0.829737,0,-157.525338,,,-50.957
1125,-3.201633,0.452727,0.452727,0,-135.438523,,,-834.958
1126,-0.752985,0.218377,0.218377,0,-144.141864,,,425.398
1127,-0.079664,1.08386,1.08386,0,-144.461127,,,-127.468
1128,-0.5554,-0.469832,-0.469832,0,-133.526973,,,2205.238
1129,-1.012825,-0.740522,-0.740521,0,-131.321113,,,-278.061
1130,2.361797,-2.06168,-2.06168,0,-135.336156,,,-1475.895
1131,1.010145,0.619139,0.619139,0,-144.50223,,,278.468
1132,-0.90949,-0.067505,-0.067505,0,-135.223513,,,50.42
1133,-0.13209,-0.328635,-0.328635,0,-149.887335,,,1930.964
1134,0.006834,-0.556849,-0.556849,0,-143.309375,,,637.39
1135,-0.345513,2.352425,2.352426,0,-137.866955,,,417.519
1136,0.65769,-0.634143,-0.634143,0,-146.312753,,,1369.823
1137,1.256247,-0.625013,-0.625013,0,-136.452349,,,-415.603
1138,-0.485708,-0.050229,-0.050229,0,-131.604011,,,1016.338
1139,1.165725,0.279724,0.279724,0,-133.791952,,,-1749.616
1140,1.120916,-0.460292,-0.460292,0,-146.54934,,,-858.44
1141,-0.987131,0.867322,0.867322,0,-146.476572,,,-387.649
1142,-0.602543,0.264903,0.264903,0,-136.400258,,,75.999
1143,-0.376688,-0.647868,-0.647868,0,-137.514454,,,-591.735
1144,0.319803,1.09974,1.09974,0,-136.529442,,,-524.931
1145,1.083139,0.333769,0.333769,0,-135.405593,,,1798.413
1146,-0.651213,-1.258416,-1.258416,0,-132.051912,,,519.19
1147,-1.926813,-0.02478,-0.02478,0,-137.333877,,,-802.341
1148,0.018746,-0.008642,-0.008642,0,-135.130357,,,1248.736
1149,-1.038879,0.581574,0.581573,0,-130.736078,,,-789.514
1150,0.568061,0.376416,0.376416,0,-155.237099,,,895.58
1151,-0.249315,-0.839638,-0.839638,0,-136.402698,,,1251.384
1152,-2.533099,-1.288115,-1.288115,0,-139.856937,,,-517.532
1153,-1.558046,0.786997,0.786996,0,-131.564722,,,221.867
1154,0.084672,-0.929189,-0.92919,0,-142.899068,,,2606.266
1155,-0.919183,1.116003,1.116003,0,-140.362427,,,1034.272
1156,-0.11092,-0.960234,-0.960234,0,-131.861,,,-153.277
1157,1.180488,-1.591575,-1.591574,0,-134.967071,,,-60.869
1158,0.302883,-0.246146,-0.246146,0,-161.803809,,,-1297.916
1159,0.073763,0.651165,0.651165,0,-136.921589,,,2097.666
1160,0.136995,-0.981417,-0.981418,0,-138.974013,,,-230.541
1161,0.239182,0.695748,0.695748,0,-148.32849,,,412.077
1162,2.014879,0.590321,0.590321,0,-139.35497,,,-1794.237
1163,0.401025,0.013748,0.013748,0,-139.790378,,,341.904
1164,-0.050258,-0.220286,-0.220286,0,-142.718986,,,-111.909
1165,-0.817796,0.33114,0.33114,0,-136.245274,,,-607.482
1166,0.668279,0.096448,0.096447,0,-135.072543,,,-206.131
1167,0.314603,1.577694,1.577694,0,-141.198412,,,-1004.327
1168,3.147568,-0.551047,-0.551047,0,-138.844675,,,-1483.282
1169,-0.050686,-0.049524,-0.049524,0,-136.55651,,,835.177
1170,-0.021231,-0.815218,-0.815218,0,-142.329772,,,113.086
1171,1.539232,1.144688,1.144688,0,-147.491932,,,-468.94
1172,0.959305,0.074679,0.074679,0,-136.933181,,,279.497
1173,-0.435966,2.329267,2.329267,0,-140.40076,,,1005.528
1174,0.026527,-1.566599,-1.566599,0,-149.865835,,,483.642
1175,0.404895,0.573442,0.573442,0,-137.603205,,,1259.922
1176,0.785396,0.809522,0.809522,0,-136.472215,,,1224.114
1177,0.054593,0.340239,0.340239,0,-140.755795,,,-644.834
1178,0.81434,-0.802278,-0.802278,0,-139.001651,,,1008.785
1179,-0.631966,0.402272,0.402272,0,-154.400727,,,158.921
1180,-0.801095,0.085809,0.085809,0,-173.741153,,,1171.674
1181,-1.513354,0.641596,0.641596,0,-142.846953,,,-906.4
1182,0.106249,-0.373935,-0.373935,0,-141.229668,,,1224.691
1183,1.16937,0.747954,0.747954,0,-152.029469,,,-935.029
1184,1.059681,-1.081105,-1.081105,0,-136.99294,,,-81.219
1185,0.206527,-0.148888,-0.148888,0,-142.747123,,,-109.411
1186,0.737196,-1.020456,-1.020456,0,-147.190455,,,155.835
1187,0.2613,1.006692,1.006692,0,-149.654137,,,-666.751
1188,0.062848,0.434744,0.434744,0,-138.884942,,,994.833
1189,-1.176825,0.753279,0.753279,0,-151.155873,,,777.77
1190,0.059603,-0.597836,-0.597836,0,-157.456936,,,-1924.101
1191,-0.968637,0.762715,0.762715,0,-142.389895,,,-1497.16
1192,2.595684,-0.343381,-0.343381,0,-145.945079,,,-1233.617
1193,-0.486308,0.151813,0.151813,0,-145.610154,,,674.17
1194,-0.608355,-1.106541,-1.106541,0,-144.634717,,,1009.951
1195,-0.470803,0.690166,0.690166,0,-140.944703,,,-610.754
1196,1.148844,-0.823666,-0.823666,0,-143.178638,,,-365.496
1197,-0.255484,2.432182,2.432182,0,-140.159932,,,557.007
1198,0.273631,-1.919115,-1.919115,0,-171.18732,,,195.841
1199,0.317745,0.339178,0.339178,0,-154.393178,,,824.041
1200,-0.339841,-0.58428,-0.58428,0,-144.463798,,,642.889
1201,0.520823,1.437741,1.437741,0,-162.147673,,,870.692
1202,0.328707,-1.226576,-1.226576,0,-147.406486,,,-389.4
1203,0.467814,0.88361,0.88361,0,-138.614544,,,584.158
1204,1.450189,-0.488513,-0.488513,0,-159.704024,,,917.297
1205,-0.7031,0.169143,0.169143,0,-139.215265,,,-90.652
1206,-0.377738,0.045717,0.045717,0,-142.313708,,,-451.317
1207,1.726679,0.440404,0.440404,0,-164.833867,,,672.538
1208,-0.027685,-0.174197,-0.174197,0,-138.858068,,,2246.596
1209,1.468518,1.310466,1.310466,0,-143.071419,,,2979.955
1210,-0.195756,-1.556642,-1.556642,0,-148.513233,,,-665.703
1211,-0.937521,0.669808,0.669808,0,-151.410459,,,-12.582
1212,0.796839,0.735508,0.735508,0,-167.376993,,,-1658.43
1213,1.658318,-0.059331,-0.059331,0,-151.517919,,,1290.148
1214,-1.073039,0.679411,0.679411,0,-153.876609,,,2303.231
1215,1.493032,-0.526039,-0.526039,0,-159.58092,,,-410.112
1216,0.042022,-0.768489,-0.768489,0,-153.457612,,,713.769
1217,-1.483433,1.286975,1.286975,0,-155.453685,,,-393.274
1218,0.890264,0.47112,0.47112,0,-147.133478,,,-1041.484
1219,0.430652,-0.993575,-0.993575,0,-147.706244,,,212.209
1220,-0.470828,1.401888,1.401888,0,-156.721607,,,298.166
1221,0.189337,-0.637195,-0.637195,0,-166.302165,,,-2541.994
1222,2.442041,-1.045446,-1.045446,0,-148.55534,,,-1503.971
1223,-1.099991,1.281017,1.281017,0,-154.135395,,,-1284.112
1224,-0.069411,-0.271964,-0.271964,0,-150.790731,,,1071.723
1225,-0.661045,-0.261198,-0.261198,0,-165.176744,,,249.759
1226,-1.365471,0.291209,0.291209,0,-153.75683,,,276.967
1227,-1.434469,1.659653,1.659653,0,-151.612454,,,-802.954
1228,0.024907,-1.885355,-1.885355,0,-175.45238,,,-1801.292
1229,-2.86765,0.510502,0.510502,0,-164.937307,,,-349.279
1230,0.702611,-0.751855,-0.751855,0,-155.730472,,,-1004.806
1231,-0.71766,-0.614626,-0.614626,0,-155.665949,,,138.68
1232,-0.116568,-0.828866,-0.828866,0,-145.520325,,,111.483
1233,-1.259625,0.535743,0.535743,0,-151.537376,,,1184.422
1234,-0.635914,-2.271922,-2.271922,0,-152.938101,,,-2437.265
1235,0.207742,1.818007,1.818007,0,-148.616267,,,-262.484
1236,0.012187,-1.262043,-1.262043,0,-148.294955,,,423.338
1237,0.384807,0.55239,0.55239,0,-155.100862,,,1483.115
1238,0.308696,-1.445128,-1.445128,0,-149.405479,,,-2162.441
1239,0.381115,0.415924,0.415924,0,-161.904704,,,1215.724
1240,1.680016,0.109933,0.109933,0,-163.557545,,,774.076
1241,1.11738,0.192815,0.192815,0,-149.254021,,,-288.336
1242,2.429289,-0.007574,-0.007574,0,-141.291742,,,803.547
1243,0.190368,0.318648,0.318648,0,-159.4372,,,-405.568
1244,0.128494,0.07665,0.07665,0,-142.807699,,,-181.02
1245,0.380518,1.287242,1.287242,0,-148.822581,,,511.783
1246,-0.465647,0.28533,0.285329,0,-146.185964,,,-101.873
1247,-1.547699,1.455433,1.455433,0,-170.941191,,,-708.593
1248,-0.508083,-0.949189,-0.949189,0,-153.199712,,,649.816
1249,-0.901864,0.366621,0.366621,0,-153.101407,,,-274.722
1250,-0.221792,-0.032677,-0.032677,0,-146.037901,,,917.106
1251,-0.233545,-0.306364,-0.306364,0,-153.48421,,,-1352.419
1252,-1.074552,-1.328171,-1.328171,0,-191.192849,,,278.06
1253,-1.648964,0.554211,0.554211,0,-150.461709,,,537.519
1254,0.130133,-0.848695,-0.848695,0,-166.684151,,,-311.786
1255,2.045019,0.427887,0.427887,0,-149.660762,,,-443.716
1256,-0.461017,-0.392365,-0.392365,0,-156.641393,,,-377.969
1257,-0.350676,-0.56883,-0.56883,0,-159.30104,,,717.891
1258,0.914023,-1.041515,-1.041515,0,-152.283232,,,-946.041
1259,1.191857,1.246498,1.246498,0,-150.715795,,,46.789
1260,0.683481,0.942013,0.942013,0,-165.229431,,,1466.135
1261,0.878718,-0.798434,-0.798434,0,-149.525308,,,1394.552
1262,-1.633109,-0.402378,-0.402378,0,-147.211523,,,255.004
1263,-0.360765,1.380663,1.380663,0,-157.962635,,,-902.379
1264,0.31289,0.069869,0.069869,0,-155.824792,,,746.835
1265,-1.23596,0.540232,0.540231,0,-167.514485,,,389.863
1266,1.966931,0.016172,0.016172,0,-160.096477,,,247.011
1267,0.021193,-1.297712,-1.297712,0,-157.690825,,,833.023
1268,-0.701323,0.323229,0.323229,0,-148.732265,,,-1596.882
1269,0.387628,0.397677,0.397677,0,-147.981831,,,80.727
1270,1.833888,-1.01394,-1.01394,0,-148.367912,,,-473.681
1271,-0.05133,2.103753,2.103753,0,-203.624669,,,1910.189
1272,0.305497,-1.156832,-1.156832,0,-152.246972,,,-469.329
1273,-0.2999,0.051162,0.051162,0,-173.339804,,,1500.983
1274,-0.82885,0.235879,0.235879,0,-160.307188,,,1459.698
1275,0.241733,1.388753,1.388753,0,-152.606243,,,887.802
1276,-0.888392,-0.903731,-0.903731,0,-151.717544,,,-689.111
1277,-0.12905,0.515024,0.515024,0,-153.299499,,,-456.591
1278,0.726341,-0.690017,-0.690017,0,-148.801135,,,-158.422
1279,0.267158,-0.180592,-0.180592,0,-155.63846,,,-494.358
1280,-0.24906,0.122562,0.122562,0,-171.404648,,,-1053.145
1281,0.110198,-0.625715,-0.625715,0,-169.376495,,,1019.615
1282,-1.577014,0.210306,0.210306,0,-178.477413,,,998.303
1283,-1.749889,0.654741,0.654741,0,-156.281103,,,134.598
1284,0.114727,-0.249049,-0.249049,0,-169.848093,,,867.997
1285,-1.061209,-0.195233,-0.195233,0,-158.521275,,,1247.467
1286,-0.477407,-0.042408,-0.042408,0,-189.388911,,,-973.751
1287,-2.216944,-1.213812,-1.213812,0,-161.674817,,,119.974
1288,0.141155,-0.625169,-0.625169,0,-162.935786,,,80.696
1289,-1.607721,0.614574,0.614574,0,-160.776866,,,-82.739
1290,-0.287246,-0.936626,-0.936626,0,-156.81614,,,-2572.225
1291,2.642106,-0.007292,-0.007292,0,-152.723286,,,-321.277
1292,1.658488,-1.415847,-1.415847,0,-158.337179,,,-954.802
1293,1.192984,0.961614,0.961614,0,-156.564948,,,-455.017
1294,-0.033704,-1.505406,-1.505407,0,-151.860307,,,25.411
1295,-1.028866,0.855153,0.855153,0,-142.716815,,,-387.796
1296,-0.168074,1.817671,1.817671,0,-152.773985,,,-1243.164
1297,-1.36456,0.474776,0.474776,0,-147.066977,,,-332.439
1298,-0.670634,0.116169,0.116169,0,-169.13025,,,1044.594
1299,-0.219077,-0.439756,-0.439756,0,-150.91077,,,-1602.604
1300,0.402206,-0.834487,-0.834487,0,-154.025023,,,-537.745
1301,0.019127,0.248647,0.248647,0,-146.115882,,,1444.072
1302,1.069006,-0.948515,-0.948515,0,-179.870076,,,488.362
1303,-1.207003,0.073942,0.073942,0,-163.178609,,,638.929
1304,-0.852385,0.028675,0.028675,0,-174.48836,,,956.814
1305,0.326816,0.476611,0.476611,0,-159.732577,,,288.049
1306,0.058209,-0.222431,-0.222431,0,-153.739525,,,-509.59
1307,0.824952,0.943898,0.943898,0,-205.602748,,,-2393.245
1308,-0.601116,-1.645739,-1.645739,0,-173.796364,,,-190.557
1309,-0.837502,0.36246,0.36246,0,-158.498019,,,1500.48
1310,0.084415,0.075934,0.075934,0,-155.480196,,,680.249
1311,-0.749065,0.296238,0.296238,0,-156.794815,,,-423.313
1312,-2.781181,0.251274,0.251274,0,-153.88831,,,1186.597
1313,0.784554,-0.589153,-0.589153,0,-151.395204,,,408.003
1314,0.349542,-0.464834,-0.464834,0,-149.851203,,,212.379
1315,-0.322755,0.453828,0.453828,0,-154.102776,,,447.971
1316,-0.928807,-0.915301,-0.915301,0,-193.463991,,,298.825
1317,-1.410599,-1.395825,-1.395825,0,-158.324747,,,1048.867
1318,1.487339,1.487965,1.487965,0,-191.003312,,,-971.34
1319,-1.083813,0.01125,0.01125,0,-154.365337,,,1147.301
1320,-0.296297,-0.410651,-0.410651,0,-164.19695,,,-462.77
1321,-0.673711,-0.77588,-0.77588,0,-170.260336,,,247.651
1322,1.807322,-0.392074,-0.392074,0,-155.152031,,,-1109.891
1323,0.031342,1.458099,1.458099,0,-180.860009,,,817.338
1324,-0.305249,-1.398849,-1.398849,0,-170.44148,,,1425.335
1325,-0.144955,0.32003,0.32003,0,-160.098651,,,54.576
1326,-0.370051,-0.419966,-0.419966,0,-164.841812,,,283.426
1327,-0.180178,1.846325,1.846325,0,-157.128136,,,-469.977
1328,0.779318,-0.997577,-0.997577,0,-166.35462,,,-52.641
1329,-0.86433,0.297403,0.297403,0,-172.413984,,,-554.518
1330,-0.692643,-0.48935,-0.48935,0,-165.672856,,,-1496.177
1331,-0.38069,0.14875,0.14875,0,-174.900545,,,-679.269
1332,-1.045039,-0.198342,-0.198342,0,-176.989112,,,-2043.288
1333,-1.071193,0.759174,0.759174,0,-154.659736,,,1100.325
1334,0.792554,-1.1336,-1.1336,0,-152.317271,,,-186.466
1335,1.732626,0.025655,0.025655,0,-156.919199,,,-1436.967
1336,1.232552,-0.251826,-0.251826,0,-162.255414,,,858.315
1337,-0.235466,-0.566052,-0.566052,0,-172.304376,,,2600.563
1338,-0.426475,-0.452993,-0.452993,0,-178.361298,,,1631.467
1339,-0.36902,1.307577,1.307577,0,-160.879297,,,415.88
1340,-1.15043,0.773895,0.773895,0,-176.052698,,,-648.92
1341,-0.173583,0.542707,0.542707,0,-184.499519,,,414.396
1342,2.086972,-0.877754,-0.877754,0,-169.882864,,,-283.858
1343,1.136493,0.084191,0.084191,0,-171.738494,,,424.381
1344,-1.158039,-0.42418,-0.42418,0,-165.480883,,,-187.062
1345,-0.046517,-0.507767,-0.507767,0,-193.952185,,,642.251
1346,0.288633,0.432496,0.432496,0,-161.001411,,,-133.699
1347,0.467208,1.667394,1.667394,0,-160.432232,,,614.937
1348,1.134864,-0.233226,-0.233226,0,-176.701971,,,-56.792
1349,0.230606,-0.949559,-0.949559,0,-168.471613,,,750.198
1350,-0.023233,0.256866,0.256866,0,-166.719776,,,2081.805
1351,0.85563,0.432005,0.432005,0,-169.838498,,,85.172
1352,-1.282122,0.245586,0.245586,0,-177.090773,,,-1776.741
1353,0.824532,0.767344,0.767344,0,-179.864552,,,-359.828
1354,-0.297143,-0.399407,-0.399407,0,-156.418029,,,-2343.505
1355,-1.98598,0.091253,0.091253,0,-156.790317,,,1153.543
1356,-0.359444,0.468136,0.468136,0,-168.616225,,,876.652
1357,-1.568771,-1.09642,-1.09642,0,-163.024371,,,1560.571
1358,-0.842867,0.986434,0.986434,0,-169.841638,,,-160.834
1359,0.041539,-0.632846,-0.632846,0,-167.2379,,,1027.153
1360,-0.983966,-1.273443,-1.273443,0,-163.375277,,,-718.716
1361,-0.125666,0.408302,0.408302,0,-163.128684,,,499.751
1362,0.269668,-1.319441,-1.319441,0,-190.233456,,,549.769
1363,0.484258,0.30534,0.30534,0,-179.295222,,,157.826
1364,1.876677,-0.001807,-0.001807,0,-164.096289,,,-547.57
1365,0.114004,-0.644176,-0.644176,0,-163.804685,,,1583.267
1366,2.260753,0.251855,0.251855,0,-193.081064,,,93.564
1367,-1.369449,0.220495,0.220495,0,-160.144703,,,-1996.526
1368,-0.865639,0.34405,0.34405,0,-167.958944,,,-322.615
1369,-0.378617,1.207102,1.207102,0,-169.945028,,,748.534
1370,0.206597,-0.425454,-0.425454,0,-169.880595,,,-46.469
1371,0.042777,1.537803,1.537803,0,-174.083076,,,392.718
1372,0.558638,-1.983938,-1.983938,0,-166.621306,,,-186.836
1373,0.527014,0.08785,0.08785,0,-174.305643,,,-397.277
1374,0.987168,-0.076775,-0.076775,0,-181.436682,,,657.371
1375,-1.189225,0.40465,0.40465,0,-163.949497,,,626.195
1376,0.088407,-0.178857,-0.178857,0,-163.542934,,,-654.554
1377,1.452877,0.657896,0.657896,0,-168.989374,,,-1103.181
1378,-1.834208,-0.045846,-0.045846,0,-192.981063,,,-44.448
1379,-0.654066,0.653741,0.653741,0,-161.920028,,,2733.649
1380,0.069753,-1.387136,-1.387136,0,-159.535564,,,196.629
1381,0.589844,0.872811,0.872811,0,-167.380771,,,739.409
1382,-0.110111,0.575005,0.575005,0,-196.650369,,,-43.308
1383,0.218493,-1.808238,-1.808238,0,-183.13465,,,102.688
1384,-0.653692,0.310293,0.310293,0,-164.97541,,,299.298
1385,-0.157496,0.284109,0.284109,0,-163.621435,,,712.792
1386,0.205962,0.281908,0.281908,0,-162.087316,,,-1744.001
1387,-0.674313,-0.109978,-0.109978,0,-168.306741,,,-1123.893
1388,0.388838,-0.012853,-0.012853,0,-167.632201,,,-1564.978
1389,0.337276,-0.466786,-0.466786,0,-174.303737,,,-160.788
1390,-0.665583,0.137127,0.137127,0,-161.677981,,,436.814
1391,0.761701,0.138265,0.138265,0,-162.664852,,,967.562
1392,0.008393,-0.4418,-0.4418,0,-163.463794,,,786.471
1393,0.950795,0.441824,0.441824,0,-168.697106,,,212.164
1394,-1.06998,0.003827,0.003827,0,-162.347726,,,-162.319
1395,-1.267643,-0.374742,-0.374742,0,-187.792027,,,1191.415
1396,1.109814,0.553991,0.553991,0,-167.178394,,,-1437.297
1397,0.810307,0.04267,0.04267,0,-173.414353,,,1141.535
1398,-1.31192,0.524081,0.524081,0,-173.486018,,,1100.516
1399,-0.506246,-1.184048,-1.184048,0,-169.157499,,,-173.488
1400,0.835636,-0.326683,-0.326683,0,-183.863054,,,284.873
1401,-0.099671,1.280679,1.280679,0,-174.199679,,,1970.328
1402,0.319047,0.049419,0.049419,0,-166.595002,,,642.236
1403,0.084839,-1.323096,-1.323096,0,-180.555755,,,369.435
1404,-0.124417,0.270152,0.270152,0,-185.730875,,,337.429
1405,-0.657651,0.70296,0.70296,0,-191.652807,,,-255.038
1406,0.8438,-0.499144,-0.499144,0,-182.627494,,,598.882
1407,-1.450711,0.441758,0.441758,0,-168.564739,,,-88.674
1408,0.527822,-0.187352,-0.187352,0,-169.331284,,,-147.009
1409,-0.3436,-0.076959,-0.076959,0,-177.954722,,,64.023
1410,-0.512635,-0.412052,-0.412052,0,-168.305536,,,-2041.085
1411,0.109506,0.76342,0.76342,0,-191.721019,,,317.438
1412,0.894161,-1.366627,-1.366627,0,-195.454832,,,-968.138
1413,-0.268651,0.951544,0.951544,0,-164.333728,,,951.121
1414,2.510207,-0.5174,-0.5174,0,-177.257396,,,531.158
1415,-0.338568,-0.062705,-0.062705,0,-168.069329,,,-351.792
1416,-1.239706,0.096915,0.096915,0,-185.005848,,,1614.085
1417,1.564487,0.678663,0.678663,0,-174.107841,,,849.688
1418,0.98912,-0.339165,-0.339165,0,-168.521082,,,106.609
1419,0.043473,1.975519,1.975519,0,-169.104715,,,-296.557
1420,-0.632495,-1.508227,-1.508227,0,-172.649261,,,76.237
1421,-1.426607,-0.337477,-0.337477,0,-169.382335,,,-1038.998
1422,-0.394488,1.468965,1.468965,0,-177.474741,,,736.328
1423,0.07728,0.130211,0.130211,0,-173.843153,,,786.017
1424,3.083171,-0.204828,-0.204828,0,-184.690726,,,811.142
1425,0.134721,-0.624404,-0.624404,0,-176.635339,,,1439.083
1426,-0.583055,-0.88124,-0.88124,0,-185.143072,,,-793.626
1427,0.023506,0.3785,0.3785,0,-168.14288,,,875.029
1428,-1.326957,0.266846,0.266846,0,-179.455437,,,1342.182
1429,0.880267,2.365276,2.365276,0,-178.889231,,,704.942
1430,-1.458867,-1.392411,-1.392411,0,-169.004315,,,-1442.89
1431,0.085078,-0.085422,-0.085422,0,-176.845995,,,-1284.401
1432,-0.454484,-0.224702,-0.224702,0,-183.681362,,,-744.025
1433,0.865798,-0.59971,-0.59971,0,-165.042871,,,-888.634
1434,-0.486183,0.759432,0.759432,0,-182.751435,,,575.077
1435,-1.326991,-1.137868,-1.137868,0,-167.917599,,,477.643
1436,1.40425,0.409949,0.409949,0,-174.110813,,,-152.908
1437,-0.172628,-0.276057,-0.276057,0,-178.730481,,,450.789
1438,2.3736,0.779863,0.779863,0,-173.388778,,,-929.31
1439,-0.423871,-0.89837,-0.89837,0,-170.241242,,,-1540.604
1440,0.865805,-0.473832,-0.473832,0,-176.817452,,,396.098
1441,0.634238,1.376531,1.376531,0,-170.055611,,,-330.091
1442,1.940224,-0.428928,-0.428928,0,-163.241045,,,11.357
1443,0.994192,1.795451,1.795451,0,-173.75527,,,-256.881
1444,-0.505208,-1.523498,-1.523498,0,-182.761057,,,-697.964
1445,0.800908,1.386562,1.386562,0,-163.69978,,,1891.182
1446,0.140524,-0.251071,-0.251071,0,-175.719477,,,620.366
1447,0.738898,1.761381,1.761381,0,-175.463186,,,142.556
1448,-0.615507,-0.626239,-0.626239,0,-170.847843,,,-870.388
1449,0.662939,-0.147851,-0.147851,0,-199.079286,,,-939.419
1450,-1.188899,0.45976,0.45976,0,-174.315424,,,908.54
1451,-1.306444,0.104297,0.104297,0,-194.63135,,,275.572
1452,-1.14247,0.283621,0.283621,0,-173.660716,,,901.151
1453,-0.579153,-0.584167,-0.584167,0,-219.025343,,,1322.657
1454,0.855116,0.412376,0.412376,0,-170.022316,,,-416.099
1455,0.058421,-1.01241,-1.01241,0,-175.215057,,,-848.651
1456,-1.062057,-0.670619,-0.670619,0,-173.628428,,,138.413
1457,0.611256,-0.395758,-0.395758,0,-175.765416,,,358.055
1458,-0.299179,-0.029334,-0.029334,0,-172.227772,,,-435.371
1459,-0.165747,0.831394,0.831394,0,-170.979618,,,1459.331
1460,-1.615449,-0.434727,-0.434727,0,-170.223583,,,-293.606
