番号,元信号,観測信号d(n),疑似エコーy(n),誤差,誤差10log10(e^2),,,
5516,-0.068196,0.307439,0.307439,0,-319.091795,,,-628.78
5517,-0.766137,-1.883867,-1.883867,0,-313.071195,,,-946.671
5518,-1.051515,-0.51822,-0.51822,0,-313.071195,,,1035.08
5519,-0.314652,0.271785,0.271785,0,-307.050596,,,-775.59
5520,0.612065,0.573957,0.573957,0,-313.071195,,,630.745
5521,-0.275508,-0.45333,-0.45333,0,-307.050596,,,677.233
5522,1.444769,-0.478671,-0.478671,0,-325.112395,,,-1941.352
5523,0.061603,-0.687029,-0.687029,0,-319.091795,,,826.185
5524,-1.462116,0.349779,0.349779,0,-311.132995,,,313.394
5525,-1.018635,0.380102,0.380102,0,-319.091795,,,1374.892
5526,1.039424,-0.246708,-0.246708,0,-331.132995,,,89.375
5527,2.812311,1.110609,1.110609,0,-331.132995,,,-2036.235
5528,-0.858548,-0.770924,-0.770924,0,-319.091795,,,-844.02
5529,1.069503,-0.754754,-0.754754,0,-319.091795,,,200.017
5530,0.021218,-0.465914,-0.465914,0,-319.091795,,,-228.904
5531,0.229854,1.557345,1.557345,0,-313.071195,,,-1156.407
5532,0.433821,1.360865,1.360865,0,-307.050596,,,1225.266
5533,-0.011323,-1.457892,-1.457892,0,-307.050596,,,-394.309
5534,-2.718774,1.147479,1.147479,0,-299.091795,,,313.358
5535,0.98259,-0.528131,-0.528131,0,-309.54937,,,345.167
5536,-0.04382,0.379235,0.379235,0,-304.284542,,,-37.802
5537,-0.946011,0.131974,0.131974,0,-312.048145,,,1123.547
5538,-1.170637,-0.298632,-0.298632,0,-309.54937,,,1636.164
5539,-1.361963,-1.856342,-1.856342,0,-309.54937,,,-746.109
5540,-0.322747,1.763534,1.763534,0,-301.029996,,,187.401
5541,1.484368,-0.667924,-0.667924,0,-313.071195,,,-532.828
5542,0.015975,-0.571945,-0.571945,0,-305.112395,,,-53.768
5543,0.037375,-0.685238,-0.685238,0,-305.112395,,,149.819
5544,-0.340694,-0.432251,-0.432251,0,-305.112395,,,-2769.681
5545,0.825783,0.266066,0.266066,0,-305.112395,,,709.073
5546,-0.276173,1.180938,1.180938,0,-303.52877,,,-981.762
5547,-0.008158,-0.716445,-0.716445,0,-307.050596,,,-250.575
5548,-1.30605,0.314227,0.314227,0,-325.112395,,,1352.421
5549,0.208919,-0.475593,-0.475593,0,-313.071195,,,1019.12
5550,0.205438,0.896187,0.896187,0,-319.091795,,,-201.182
5551,-0.36695,-0.741022,-0.741022,0,-319.091795,,,91.924
5552,-1.293043,0.189693,0.189693,0,-321.59057,,,-1107.574
5553,1.546297,-1.032885,-1.032885,0,-313.071195,,,1416.435
5554,-1.546436,0.984821,0.984821,0,-313.071195,,,-764.373
5555,1.148143,-0.315664,-0.315664,0,-307.050596,,,74.775
5556,-1.567462,-0.199071,-0.199071,0,-313.071195,,,2196.327
5557,-0.729436,-0.911436,-0.911436,0,-301.029996,,,191.986
5558,-0.06977,1.846935,1.846935,0,-301.029996,,,-2190.408
5559,0.077484,-2.001763,-2.001763,0,-301.029996,,,1446.709
5560,-0.529631,1.812898,1.812898,0,-313.071195,,,299.175
5561,1.026574,-2.218933,-2.218933,0,-307.050596,,,1959.325
5562,0.842804,0.598362,0.598362,0,-301.029996,,,1378.182
5563,0.321131,-0.288745,-0.288745,0,-325.112395,,,616.68
5564,0.214191,0.653759,0.653759,0,-313.071195,,,3.478
5565,0.523586,-0.930314,-0.930314,0,-319.091795,,,-1099.547
5566,-0.478887,1.513764,1.513764,0,-313.071195,,,616.023
5567,0.528223,-0.370923,-0.370923,0,-309.54937,,,1255.724
5568,-0.929892,0.620125,0.620125,0,-309.54937,,,-1562.181
5569,1.194728,-0.486836,-0.486836,0,-319.091795,,,-1247.665
5570,-0.000119,0.7925,0.7925,0,-307.050596,,,1079.744
5571,-0.83334,-0.969613,-0.969613,0,-319.091795,,,436.586
5572,-1.174574,0.945119,0.945119,0,-313.071195,,,-131.856
5573,-0.295265,-1.265571,-1.265571,0,-313.071195,,,-539.619
5574,-1.032656,1.889592,1.889592,0,-301.029996,,,-158.678
5575,-0.494022,-1.350597,-1.350597,0,-307.050596,,,1566.666
5576,-0.402452,0.189732,0.189732,0,-319.091795,,,1352.465
5577,0.410139,-1.225732,-1.225732,0,-319.091795,,,-1844.893
5578,-0.156711,0.833152,0.833152,0,-313.071195,,,592.244
5579,-0.224168,-1.249331,-1.249331,0,-313.071195,,,-321.963
5580,-0.496439,0.572649,0.572649,0,-319.091795,,,-355.566
5581,-0.391171,-0.645042,-0.645042,0,-313.071195,,,-1309.835
5582,1.852524,0.954956,0.954956,0,-313.071195,,,189.035
5583,1.005661,-0.811886,-0.811886,0,-319.091795,,,381.897
5584,-1.582317,0.397537,0.397537,0,-319.091795,,,12.851
5585,0.084072,-0.904346,-0.904346,0,-319.091795,,,116.957
5586,-0.370083,0.672612,0.672612,0,-313.071195,,,-1722.693
5587,0.359307,1.00733,1.00733,0,-301.029996,,,-455.478
5588,1.395317,0.386852,0.386852,0,-319.091795,,,-1804.729
5589,-0.337819,-1.95081,-1.95081,0,-319.091795,,,1497.261
5590,-0.313025,1.144253,1.144253,0,-303.52877,,,-1426.18
5591,-0.971245,-0.764892,-0.764892,0,-313.071195,,,1296.852
5592,-0.04813,1.034277,1.034277,0,-307.050596,,,491.261
5593,-1.387171,0.30263,0.30263,0,-311.132995,,,-397.326
5594,-0.159892,-0.254302,-0.254302,0,-301.59057,,,1417.797
5595,-0.099789,-0.637989,-0.637989,0,-313.071195,,,-1533.781
5596,-1.393826,-0.077232,-0.077232,0,-308.210435,,,806.012
5597,-0.307676,-0.21205,-0.21205,0,-317.153595,,,782.232
5598,1.191237,-0.588433,-0.588433,0,-313.071195,,,859.857
5599,0.115343,0.074172,0.074172,0,-325.112395,,,2328.655
5600,-0.704561,0.13801,0.13801,0,-307.050596,,,-81.138
5601,0.320021,-1.191856,-1.191856,0,-307.050596,,,-334.204
5602,-0.125152,0.512676,0.512676,0,-307.050596,,,-170.534
5603,0.018224,0.83557,0.83557,0,-307.050596,,,-821.752
5604,0.80832,-0.300125,-0.300125,0,-319.091795,,,895.918
5605,0.721553,-0.583139,-0.583139,0,-319.091795,,,-376.235
5606,0.381611,0.626239,0.626239,0,-319.091795,,,-402.1
5607,-0.153769,-0.435761,-0.435761,0,-315.56997,,,451.466
5608,2.090488,0.379081,0.379081,0,-325.112395,,,32.924
5609,0.166528,0.375376,0.375376,0,-319.091795,,,-716.666
5610,0.363646,0.501086,0.501086,0,-313.071195,,,-1047.618
5611,-1.618186,-0.160483,-0.160483,0,-331.132995,,,570.314
5612,0.203987,0.028394,0.028394,0,-313.926235,,,1034.308
5613,1.226464,1.558297,1.558297,0,-303.52877,,,-374.489
5614,-0.76597,-0.609612,-0.609612,0,-313.071195,,,-1336.645
5615,-0.924839,0.156181,0.156181,0,-306.524017,,,-384.994
5616,0.515884,-1.247929,-1.247929,0,-306.524017,,,189.747
5617,-0.463112,0.930985,0.930985,0,-319.091795,,,2237.915
5618,1.089223,0.530378,0.530378,0,-307.050596,,,665.097
5619,0.184574,-0.890826,-0.890826,0,-309.54937,,,1428.6
5620,0.552078,-0.359476,-0.359476,0,-302.833528,,,285.171
5621,-0.111931,0.713611,0.713611,0,-302.833528,,,261.507
5622,-0.677674,-0.652221,-0.652221,0,-305.112395,,,939.637
5623,-0.600627,1.218524,1.218524,0,-307.050596,,,3072.961
5624,2.997619,-0.483002,-0.483002,0,-325.112395,,,573.915
5625,-1.677558,0.505134,0.505134,0,-307.050596,,,-263.634
5626,0.884227,-0.396034,-0.396034,0,-311.132995,,,-258.275
5627,1.272253,-0.414904,-0.414904,0,-313.071195,,,-431.791
5628,0.627922,-0.132674,-0.132674,0,-306.027545,,,1395.315
5629,1.271647,2.42483,2.42483,0,-307.050596,,,300.897
5630,-0.339907,-2.576787,-2.576787,0,-307.050596,,,169.061
5631,1.455512,1.958114,1.958114,0,-307.050596,,,984.308
5632,0.027696,-0.053601,-0.053601,0,-316.325741,,,505.207
5633,-0.94515,0.684304,0.684304,0,-302.189835,,,-1947.676
5634,0.683121,0.113844,0.113844,0,-327.61117,,,-840.328
5635,0.044773,-0.141794,-0.141794,0,-319.091795,,,276.927
5636,-0.990521,0.905245,0.905245,0,-305.112395,,,-1453.076
5637,0.754829,-0.363172,-0.363172,0,-305.112395,,,45.967
5638,-0.599042,-0.924719,-0.924719,0,-305.112395,,,-2566.276
5639,-0.312077,1.14411,1.14411,0,-313.071195,,,-2067.132
5640,-0.892115,-0.684575,-0.684575,0,-303.52877,,,-271.257
5641,-1.978798,-0.311555,-0.311555,0,-303.52877,,,1380.071
5642,-0.80768,0.608938,0.608938,0,-303.52877,,,1751.187
5643,-1.289042,-0.684811,-0.684811,0,-307.050596,,,1515.462
5644,1.169244,-0.177251,-0.177251,0,-302.833528,,,1098.648
5645,-1.059029,-0.550479,-0.550479,0,-309.54937,,,2085.816
5646,1.109368,-1.303777,-1.303777,0,-313.071195,,,-680.945
5647,1.947851,0.225339,0.225339,0,-319.091795,,,935.765
5648,-0.431278,-0.881731,-0.881731,0,-319.091795,,,-902.567
5649,-0.263903,1.472851,1.472851,0,-313.071195,,,923.846
5650,0.208763,-1.518076,-1.518076,0,-303.52877,,,-952.538
5651,-1.115213,1.752267,1.752267,0,-313.071195,,,854.542
5652,0.788005,0.512908,0.512908,0,-313.071195,,,-171.731
5653,-0.616139,-0.734749,-0.734749,0,-313.071195,,,1004.405
5654,-0.337128,-0.30655,-0.30655,0,-315.56997,,,-813.835
5655,-0.63841,0.549354,0.549354,0,-303.52877,,,715.985
5656,0.335041,-1.167445,-1.167445,0,-313.071195,,,66.761
5657,0.250056,1.291684,1.291684,0,-313.071195,,,1219.163
5658,0.137203,-1.153811,-1.153811,0,-313.071195,,,-505.655
5659,-0.493675,0.255946,0.255946,0,-313.071195,,,-874.638
5660,0.124194,-0.593545,-0.593545,0,-303.52877,,,-2093.997
5661,-0.860919,0.704262,0.704262,0,-319.091795,,,429.911
5662,0.848901,-0.070686,-0.070686,0,-308.52632,,,894.19
5663,-1.59564,0.147809,0.147809,0,-314.231034,,,1483.993
5664,0.512556,-0.773343,-0.773343,0,-307.050596,,,913.553
5665,-0.677827,0.729377,0.729377,0,-307.050596,,,-1046.942
5666,-0.663703,-1.120872,-1.120872,0,-303.52877,,,553.798
5667,-1.28213,1.164153,1.164153,0,-313.071195,,,328.431
5668,0.882312,-1.735079,-1.735079,0,-301.029996,,,-32.384
5669,-0.216338,1.227697,1.227697,0,-307.050596,,,372.741
5670,1.890165,-1.035956,-1.035956,0,-313.071195,,,909.088
5671,-1.065471,-0.040058,-0.040058,0,-326.272234,,,397.641
5672,-0.356716,-0.851215,-0.851215,0,-307.050596,,,-259.64
5673,0.230568,1.407776,1.407776,0,-313.071195,,,-1340.133
5674,0.088376,-0.768338,-0.768338,0,-319.091795,,,-1316.652
5675,-0.378991,1.914,1.914,0,-319.091795,,,-231.127
5676,1.374887,-2.087374,-2.087374,0,-307.050596,,,2445.625
5677,-0.877408,0.729185,0.729185,0,-307.050596,,,1336.273
5678,-2.005905,-0.155842,-0.155842,0,-315.56997,,,1217.363
5679,0.614651,0.36645,0.36645,0,-315.56997,,,-997.434
5680,0.846924,-0.498053,-0.498053,0,-306.027545,,,476.907
5681,0.426991,1.51111,1.51111,0,-313.071195,,,638.895
5682,0.943141,-1.828529,-1.828529,0,-307.050596,,,-206.004
5683,0.240789,-0.355331,-0.355331,0,-311.132995,,,-549.153
5684,-2.032315,0.589922,0.589922,0,-313.071195,,,447.959
5685,-0.133355,1.039028,1.039028,0,-313.071195,,,-576.161
5686,-0.700025,-0.531935,-0.531935,0,-313.071195,,,1399.902
5687,-0.344884,1.094262,1.094262,0,-313.071195,,,-1287.472
5688,-0.389052,-0.842088,-0.842088,0,-305.112395,,,332.924
5689,-0.341423,-1.074409,-1.074409,0,-303.52877,,,-1840.43
5690,1.151127,0.22217,0.22217,0,-321.59057,,,-1225.169
5691,0.701022,-0.11408,-0.11408,0,-323.174195,,,-625.397
5692,-0.442741,-0.385058,-0.385058,0,-323.174195,,,-211.668
5693,-1.103695,0.153308,0.153308,0,-310.305142,,,-728.655
5694,-1.256905,-0.332111,-0.332111,0,-311.132995,,,2183.549
5695,-0.239943,1.351146,1.351146,0,-307.050596,,,-124.171
5696,0.21809,-0.363202,-0.363202,0,-309.54937,,,2438.764
5697,2.040878,-0.165721,-0.165721,0,-308.854128,,,840.828
5698,1.130043,-1.032947,-1.032947,0,-313.071195,,,-1627.747
5699,1.844266,-0.189899,-0.189899,0,-314.231034,,,1624.373
5700,-0.334531,-0.046028,-0.046028,0,-317.153595,,,499.326
5701,0.31821,0.773818,0.773818,0,-301.029996,,,-252.711
5702,1.469356,1.05113,1.05113,0,-301.029996,,,215.917
5703,-0.46232,0.516717,0.516717,0,-301.029996,,,-239.227
5704,-0.075707,0.675371,0.675371,0,-303.52877,,,-1720.1
5705,-1.053758,-0.762011,-0.762011,0,-309.54937,,,224.405
5706,-0.220275,0.464843,0.464843,0,-307.050596,,,-793.387
5707,1.378793,1.008053,1.008053,0,-313.071195,,,-2048.125
5708,-1.10207,-0.89413,-0.89413,0,-309.54937,,,-208.772
5709,-0.216715,0.146809,0.146809,0,-311.132995,,,-878.285
5710,-0.332648,-0.986495,-0.986495,0,-307.050596,,,-2119.297
5711,0.883468,0.642874,0.642874,0,-319.091795,,,-1155.405
5712,0.656452,0.652105,0.652105,0,-305.112395,,,93.144
5713,-2.33679,-1.138939,-1.138939,0,-313.071195,,,-856.151
5714,0.051043,0.259316,0.259316,0,-315.56997,,,971.34
5715,0.376191,-0.184805,-0.184805,0,-321.59057,,,1190.805
5716,0.428687,0.872194,0.872194,0,-313.071195,,,1601.249
5717,-0.143474,-0.194941,-0.194941,0,-311.132995,,,146.032
5718,0.151734,-1.661452,-1.661452,0,-313.071195,,,1214.592
5719,1.074154,0.754691,0.754691,0,-313.071195,,,-1468.224
5720,-0.079172,0.346416,0.346416,0,-306.027545,,,-93.529
5721,-0.00558,0.035221,0.035221,0,-323.174195,,,512.52
5722,-1.974135,-0.29485,-0.29485,0,-325.112395,,,348.046
5723,0.359194,0.343327,0.343327,0,-315.56997,,,-387.511
5724,1.170063,0.697012,0.697012,0,-302.189835,,,-1085.363
5725,-0.780074,-0.414989,-0.414989,0,-302.189835,,,445.64
5726,0.355767,-0.107375,-0.107375,0,-305.789561,,,-2619.784
5727,0.025814,-1.54007,-1.54007,0,-313.071195,,,-2218.649
5728,-0.573747,1.364945,1.364945,0,-307.050596,,,779.232
5729,-0.162372,0.261037,0.261037,0,-309.54937,,,-1600.853
5730,0.891507,-0.602837,-0.602837,0,-301.029996,,,1861.453
5731,1.357438,0.22173,0.22173,0,-304.688609,,,1237.912
5732,-1.541073,-0.038089,-0.038089,0,-312.048145,,,-1669.492
5733,1.2185,-0.395703,-0.395703,0,-302.833528,,,-229
5734,1.026646,0.124751,0.124751,0,-307.61117,,,-1158.056
5735,-0.402767,0.907151,0.907151,0,-319.091795,,,-1076.338
5736,-0.789878,0.320993,0.320993,0,-325.112395,,,1340.733
5737,-0.707471,-1.47296,-1.47296,0,-325.112395,,,36.722
5738,1.49371,1.668167,1.668167,0,-313.071195,,,-1427.015
5739,0.907104,-0.072355,-0.072355,0,-320.251634,,,-292.318
5740,-1.351245,-0.362247,-0.362247,0,-319.091795,,,110.254
5741,-0.667318,-0.860765,-0.860765,0,-319.091795,,,-264.058
5742,-0.657687,0.236395,0.236395,0,-325.112395,,,2227.292
5743,0.21784,1.167657,1.167657,0,-313.071195,,,-2057.984
5744,-0.23476,0.003686,0.003686,0,-307.971402,,,-1965.405
5745,-1.211725,-1.270194,-1.270194,0,-301.029996,,,485.472
5746,0.368965,-0.075484,-0.075484,0,-319.091795,,,314.301
5747,-0.305529,-0.200156,-0.200156,0,-306.524017,,,-840.56
5748,-0.335004,0.467746,0.467746,0,-315.56997,,,1111.854
5749,-0.720027,-0.467989,-0.467989,0,-315.56997,,,-632.573
5750,0.285004,-0.639518,-0.639518,0,-319.091795,,,-466.803
5751,-1.341213,0.49204,0.49204,0,-319.091795,,,-983.984
5752,-0.108038,-0.107699,-0.107699,0,-304.089345,,,760.325
5753,-0.944045,-0.43514,-0.43514,0,-307.050596,,,-5.76
5754,1.481341,-0.218352,-0.218352,0,-314.231034,,,-1122.869
5755,-0.092989,0.290029,0.290029,0,-305.112395,,,-1010.519
5756,0.411497,-1.063216,-1.063216,0,-305.112395,,,-847.625
5757,1.09637,0.477306,0.477306,0,-307.050596,,,-540.086
5758,-1.626809,-0.772372,-0.772372,0,-307.050596,,,-91.968
5759,-0.164203,1.628232,1.628232,0,-307.050596,,,-138.385
5760,-1.258256,-0.915574,-0.915574,0,-309.54937,,,-1344.931
5761,-0.231436,0.751752,0.751752,0,-313.071195,,,39.186
5762,-1.127891,0.367543,0.367543,0,-311.132995,,,1296.357
5763,1.018505,-1.600448,-1.600448,0,-307.050596,,,14.456
5764,-0.05406,0.471835,0.471835,0,-306.027545,,,1135.23
5765,0.01978,-0.861639,-0.861639,0,-319.091795,,,235.964
5766,1.63635,0.258317,0.258317,0,-313.071195,,,-858.261
5767,-0.146267,-0.665,-0.665,0,-313.071195,,,449.278
5768,-0.196449,1.180979,1.180979,0,-307.050596,,,-277.394
5769,0.308799,-0.554022,-0.554022,0,-309.54937,,,429.931
5770,-2.235809,0.28233,0.28233,0,-313.071195,,,1498.541
5771,-0.137547,1.054307,1.054307,0,-301.029996,,,544.298
5772,-0.117232,-0.586596,-0.586596,0,-309.54937,,,2122.21
5773,-0.373273,-0.120416,-0.120416,0,-310.305142,,,1584.571
5774,0.130657,0.129793,0.129793,0,-311.132995,,,32.671
5775,-1.013874,-1.661522,-1.661522,0,-313.071195,,,-58.466
5776,-0.155048,0.774669,0.774669,0,-319.091795,,,-572.363
5777,-0.979452,-0.189225,-0.189225,0,-317.153595,,,-1280.194
5778,1.976099,-0.073892,-0.073892,0,-312.048145,,,1082.408
5779,1.117444,0.022971,0.022971,0,-308.366941,,,-1084.56
5780,0.644447,-0.621443,-0.621443,0,-307.050596,,,-803.343
5781,0.179703,0.135162,0.135162,0,-306.027545,,,-1271.216
5782,-0.523762,-0.392135,-0.392135,0,-305.112395,,,-1393.367
5783,0.21841,1.821203,1.821203,0,-307.050596,,,582.786
5784,0.102699,0.039265,0.039265,0,-337.153595,,,156.494
5785,0.808352,0.286275,0.286275,0,-304.284542,,,2425.124
5786,-1.164993,-0.445408,-0.445408,0,-313.071195,,,228.825
5787,0.041996,-0.091174,-0.091174,0,-337.153595,,,1565.408
5788,0.973104,0.188777,0.188777,0,-307.050596,,,-145.409
5789,-0.092263,0.212686,0.212686,0,-321.59057,,,-1183.962
5790,-0.505726,0.417149,0.417149,0,-315.56997,,,39.465
5791,1.039837,-1.105623,-1.105623,0,-313.071195,,,-96.785
5792,0.768591,0.68691,0.68691,0,-309.54937,,,1631.138
5793,0.300046,0.495557,0.495557,0,-309.54937,,,-2509.523
5794,0.324665,-0.378341,-0.378341,0,-319.091795,,,-146.973
5795,0.699267,-0.209791,-0.209791,0,-325.112395,,,-303.637
5796,-1.561438,0.898188,0.898188,0,-309.54937,,,187.878
5797,0.028955,0.247417,0.247417,0,-321.59057,,,-1227.762
5798,-0.040465,-0.112913,-0.112913,0,-319.091795,,,-747.041
5799,0.274429,0.214698,0.214698,0,-331.132995,,,170.537
5800,0.569723,0.327752,0.327752,0,-311.132995,,,781.355
5801,0.226665,-1.497664,-1.497664,0,-311.132995,,,-909.058
5802,1.475781,0.918592,0.918592,0,-307.050596,,,191.866
5803,-0.458111,-0.437091,-0.437091,0,-307.050596,,,2343.164
5804,0.143091,0.661904,0.661904,0,-313.071195,,,1470.77
5805,1.581363,-0.045049,-0.045049,0,-318.565217,,,-623.112
5806,-0.690783,0.377335,0.377335,0,-315.56997,,,-315.953
5807,0.664557,0.759408,0.759408,0,-313.071195,,,-1095.866
5808,0.851106,-0.933734,-0.933734,0,-307.050596,,,-736.981
5809,0.986782,0.54298,0.54298,0,-307.050596,,,-544.367
5810,-0.857283,0.921262,0.921262,0,-307.050596,,,18.756
5811,-0.386302,-1.061892,-1.061892,0,-301.029996,,,-1175.901
5812,-0.393127,0.912916,0.912916,0,-307.050596,,,190.691
5813,-0.737293,0.296785,0.296785,0,-319.091795,,,291.218
5814,0.354283,0.40808,0.40808,0,-319.091795,,,-310.745
5815,2.995163,-1.111281,-1.111281,0,-313.071195,,,455.461
5816,-0.945333,0.320194,0.320194,0,-315.56997,,,-2985.495
5817,-1.8343,-0.488848,-0.488848,0,-319.091795,,,207.573
5818,-1.093842,-0.26835,-0.26835,0,-313.071195,,,-1692.623
5819,-0.037698,0.691883,0.691883,0,-313.071195,,,384.006
5820,-0.435016,1.929857,1.929857,0,-301.029996,,,-439.998
5821,-0.808511,-2.130855,-2.130855,0,-307.050596,,,-1473.14
5822,1.009446,-0.790175,-0.790175,0,-307.050596,,,3263.41
5823,0.060216,-0.284497,-0.284497,0,-311.132995,,,157.76
5824,0.147275,0.412093,0.412093,0,-308.210435,,,-714.431
5825,1.055243,-0.648584,-0.648584,0,-309.54937,,,488.207
5826,1.053366,0.10005,0.10005,0,-319.091795,,,-205.65
5827,0.402178,0.559771,0.559771,0,-309.54937,,,-637.937
5828,0.88101,-0.064953,-0.064953,0,-305.112395,,,592.949
5829,-0.11666,-0.071903,-0.071903,0,-319.091795,,,-220.079
5830,-0.410495,1.030663,1.030663,0,-307.050596,,,-2148.777
5831,-0.173107,0.081451,0.081451,0,-325.112395,,,-1598.551
5832,0.67107,0.16679,0.16679,0,-321.59057,,,-468.048
5833,-0.144958,0.463387,0.463387,0,-325.112395,,,797.611
5834,-0.403395,-0.524788,-0.524788,0,-313.071195,,,252.183
5835,0.316486,-0.369319,-0.369319,0,-307.050596,,,1070.277
5836,-0.055165,0.339583,0.339583,0,-319.091795,,,908.891
5837,-1.841653,0.289027,0.289027,0,-309.54937,,,-667.842
5838,-0.705993,-0.231239,-0.231239,0,-315.56997,,,194.997
5839,-1.070189,-0.410151,-0.410151,0,-305.112395,,,91.158
5840,-0.427673,0.60737,0.60737,0,-313.071195,,,1179.641
5841,0.382032,-0.516525,-0.516525,0,-313.071195,,,952.323
5842,0.690679,-1.247279,-1.247279,0,-313.071195,,,510.918
5843,2.186109,0.228944,0.228944,0,-315.56997,,,483.992
5844,0.008128,-0.767937,-0.767937,0,-309.54937,,,-1020.362
5845,1.407093,0.112251,0.112251,0,-308.52632,,,-1299.638
5846,-0.421698,0.466619,0.466619,0,-325.112395,,,-931.351
5847,0.512755,0.51583,0.51583,0,-309.54937,,,-668.176
5848,1.659888,1.233496,1.233496,0,-313.071195,,,-1874.626
5849,-0.720369,-0.762017,-0.762017,0,-309.54937,,,-688.243
5850,1.541651,1.228749,1.228749,0,-313.071195,,,-655.994
5851,1.05343,-1.037198,-1.037198,0,-313.071195,,,326.27
5852,0.558809,0.943785,0.943785,0,-303.52877,,,-1.929
5853,-0.916086,0.746981,0.746981,0,-307.050596,,,-1023.622
5854,-0.647528,-0.862878,-0.862878,0,-305.112395,,,-522.931
5855,1.60707,1.263528,1.263528,0,-305.112395,,,-62.156
5856,0.980994,0.344387,0.344387,0,-306.027545,,,996.119
5857,0.241278,-0.02085,-0.02085,0,-304.637061,,,-499.903
5858,-0.926283,-0.97469,-0.97469,0,-300.006945,,,1503.303
5859,-0.94284,0.141929,0.141929,0,-312.048145,,,693.767
5860,0.467107,1.371884,1.371884,0,-307.050596,,,-319.205
5861,-1.456038,0.15307,0.15307,0,-307.050596,,,-332.887
5862,1.617009,-0.35387,-0.35387,0,-305.112395,,,-784.014
5863,0.504616,-0.746737,-0.746737,0,-305.112395,,,-1241.018
5864,-1.285922,-0.270341,-0.270341,0,-307.050596,,,1856.708
5865,1.553745,0.420009,0.420009,0,-302.833528,,,573.93
5866,-0.076913,-1.031523,-1.031523,0,-303.52877,,,-818.939
5867,0.030031,1.756934,1.756934,0,-301.029996,,,1847.624
5868,0.955095,-0.642998,-0.642998,0,-301.029996,,,120.038
5869,-1.225274,-0.634611,-0.634611,0,-319.091795,,,-1447.462
5870,0.406168,1.291709,1.291709,0,-303.52877,,,-177.419
5871,1.015374,-0.531704,-0.531704,0,-309.54937,,,-397.905
5872,-0.110239,0.026601,0.026601,0,-313.777755,,,122.881
5873,0.237451,0.655832,0.655832,0,-313.071195,,,-1424.986
5874,1.680448,-1.237866,-1.237866,0,-307.050596,,,1075.702
5875,2.003868,0.81255,0.81255,0,-307.050596,,,706.674
5876,-0.957557,0.527548,0.527548,0,-309.54937,,,-1126.16
5877,0.012306,-0.459569,-0.459569,0,-313.071195,,,460.967
5878,2.160672,0.387209,0.387209,0,-302.189835,,,321.906
5879,-0.042038,1.322001,1.322001,0,-303.52877,,,-343.779
5880,0.403108,0.550594,0.550594,0,-307.050596,,,660.752
5881,-1.921865,-1.272763,-1.272763,0,-307.050596,,,699.623
5882,-0.295726,0.390165,0.390165,0,-313.071195,,,290.959
5883,-0.702221,1.608492,1.608492,0,-313.071195,,,1511.156
5884,-0.037156,-0.822191,-0.822191,0,-313.071195,,,-1852.09
5885,-1.002505,0.031,0.031,0,-324.585817,,,151.576
5886,0.688461,-1.431909,-1.431909,0,-307.050596,,,1770.045
5887,1.498603,0.310273,0.310273,0,-302.833528,,,-322.61
5888,1.020629,-0.434178,-0.434178,0,-319.091795,,,-151.751
5889,1.82831,0.297359,0.297359,0,-315.56997,,,698.062
5890,1.008744,-0.994638,-0.994638,0,-305.112395,,,-108.117
5891,-0.919072,1.299305,1.299305,0,-313.071195,,,-583.764
5892,0.631149,0.380751,0.380751,0,-311.132995,,,2110.556
5893,-1.60887,0.793799,0.793799,0,-299.091795,,,-885.874
5894,-1.255886,0.604225,0.604225,0,-299.091795,,,-890.443
5895,-0.329075,0.067363,0.067363,0,-300.503417,,,-573.179
5896,-1.413623,-0.946231,-0.946231,0,-313.071195,,,571.898
5897,0.622025,0.687382,0.687382,0,-309.54937,,,-244.711
5898,-0.349307,-1.624787,-1.624787,0,-307.050596,,,-1872.485
5899,1.27109,-0.014284,-0.014284,0,-319.508798,,,-930.822
5900,-1.413573,-0.280484,-0.280484,0,-313.071195,,,-256.209
5901,0.849524,-0.4375,-0.4375,0,-313.071195,,,-1572.687
5902,0.144319,0.472788,0.472788,0,-306.027545,,,594.371
5903,0.556654,-0.027556,-0.027556,0,-308.056698,,,233.255
5904,-0.603661,0.584447,0.584447,0,-307.050596,,,-1987.028
5905,-0.367189,-1.294616,-1.294616,0,-299.091795,,,1647.995
5906,1.347566,1.240605,1.240605,0,-299.091795,,,-395.529
5907,-1.683259,-0.446477,-0.446477,0,-307.050596,,,796.332
5908,-1.083986,0.456042,0.456042,0,-307.050596,,,1116.769
5909,-0.736322,-0.905132,-0.905132,0,-301.029996,,,-661.406
5910,-1.251526,0.268189,0.268189,0,-315.56997,,,-149.065
5911,-1.135091,0.809287,0.809287,0,-313.071195,,,-1815.812
5912,-0.476563,-1.7832,-1.7832,0,-301.029996,,,-298.554
5913,0.156094,0.009335,0.009335,0,-306.428741,,,61.653
5914,-0.895951,-0.534547,-0.534547,0,-319.091795,,,1919.897
5915,0.474409,-0.466992,-0.466992,0,-325.112395,,,1788.482
5916,-0.121533,-0.500798,-0.500798,0,-319.091795,,,595.163
5917,1.005002,0.127051,0.127051,0,-305.557923,,,1228.933
5918,-0.624549,0.045609,0.045609,0,-302.917451,,,1481.422
5919,0.992235,-0.670388,-0.670388,0,-302.917451,,,980.456
5920,-2.068417,0.687329,0.687329,0,-305.112395,,,709.273
5921,-1.022726,-0.217266,-0.217266,0,-321.59057,,,-334.729
