番号,元信号,観測信号d(n),疑似エコーy(n),誤差,誤差10log10(e^2)
5434,0.831001,-0.176171,-0.176284,0.000113,-78.949301
5435,-0.654114,-0.493378,-0.493345,-0.000033,-89.573546
5436,0.663673,-0.291722,-0.291532,-0.00019,-74.419772
5437,-1.615747,-0.579749,-0.580016,0.000268,-71.451861
5438,-2.017882,0.064177,0.064394,-0.000217,-73.275038
5439,-1.969775,0.05254,0.052248,0.000292,-70.692878
5440,-1.356497,-0.993849,-0.993559,-0.00029,-70.742447
5441,-2.232176,0.23804,0.237825,0.000216,-73.326925
5442,-2.242291,-1.96418,-1.963992,-0.000188,-74.523083
5443,-2.415441,-1.139786,-1.139948,0.000162,-75.812234
5444,-0.568261,-1.175489,-1.17517,-0.000318,-69.949603
5445,-0.504456,-0.543519,-0.543727,0.000208,-73.644725
5446,0.081005,-1.756477,-1.756365,-0.000113,-78.946383
5447,0.548553,-1.005873,-1.005854,-0.000019,-94.522412
5448,1.196864,-1.373915,-1.373776,-0.000138,-77.172733
5449,1.66965,0.387676,0.387676,0,-131.689279
5450,1.829444,-0.53011,-0.530122,0.000012,-98.502517
5451,2.150038,0.22923,0.229068,0.000162,-75.831122
5452,1.62398,0.146132,0.146315,-0.000184,-74.727227
5453,2.116715,0.667075,0.667021,0.000054,-85.367223
5454,0.912839,0.688239,0.688171,0.000068,-83.317432
5455,0.438168,0.877399,0.877447,-0.000048,-86.446887
5456,0.858254,0.734771,0.734706,0.000065,-83.753793
5457,0.552793,0.687497,0.687635,-0.000139,-77.159926
5458,2.450086,0.889344,0.889433,-0.000089,-81.021386
5459,2.973154,-0.011213,-0.011297,0.000084,-81.499947
5460,2.402304,0.059936,0.060137,-0.000201,-73.924133
5461,4.621871,0.534893,0.534859,0.000033,-89.620151
5462,6.034452,0.337254,0.337343,-0.00009,-80.951845
5463,7.296993,1.819044,1.819126,-0.000082,-81.733144
5464,5.981225,1.305262,1.305111,0.000151,-76.423499
5465,5.591932,1.106931,1.107049,-0.000118,-78.526469
5466,7.448684,2.787816,2.787888,-0.000072,-82.833481
5467,7.170492,3.341583,3.341462,0.00012,-78.39435
5468,6.180051,3.3635,3.363496,0.000004,-107.756293
5469,5.40842,2.126151,2.126015,0.000136,-77.301915
5470,5.499666,2.41506,2.415262,-0.000203,-73.869226
5471,6.270965,3.937551,3.937541,0.00001,-100.048427
5472,4.151766,2.862044,2.861885,0.000159,-75.961903
5473,2.69454,2.273994,2.273887,0.000108,-79.34486
5474,3.631266,2.009245,2.009481,-0.000235,-72.568023
5475,3.135502,2.523714,2.523566,0.000148,-76.623609
5476,3.109914,2.634351,2.634475,-0.000125,-78.083275
5477,4.387095,0.993821,0.993823,-0.000001,-118.321984
5478,4.101361,0.5447,0.54462,0.00008,-81.897349
5479,4.189186,1.904642,1.904814,-0.000172,-75.298516
5480,4.176278,0.892775,0.892684,0.000091,-80.800025
5481,4.27917,1.431076,1.43107,0.000006,-104.798587
5482,3.635156,2.032461,2.032612,-0.000151,-76.392423
5483,4.016715,1.44899,1.448826,0.000164,-75.704316
5484,3.127811,1.665338,1.665298,0.00004,-87.945078
5485,2.657334,1.568247,1.56827,-0.000024,-92.568235
5486,1.398197,1.525642,1.525541,0.000101,-79.933219
5487,2.658488,1.145253,1.145522,-0.000269,-71.41736
5488,2.714276,1.458954,1.458535,0.000419,-67.563337
5489,2.530856,0.733437,0.733615,-0.000178,-75.005685
5490,2.391027,0.575282,0.575282,0,-129.422646
5491,3.200784,-0.19214,-0.192157,0.000017,-95.500037
5492,3.510479,1.405172,1.405097,0.000075,-82.522887
5493,4.079216,0.573269,0.573296,-0.000027,-91.296125
5494,3.890142,0.877902,0.877793,0.000109,-79.256025
5495,1.870331,0.513391,0.51345,-0.000059,-84.589895
5496,3.502677,1.452105,1.452166,-0.00006,-84.395054
5497,4.184587,1.142062,1.141965,0.000097,-80.291315
5498,2.423898,1.675082,1.675046,0.000036,-88.787943
5499,3.903623,0.981242,0.981354,-0.000112,-78.982827
5500,1.708585,-0.087156,-0.087516,0.00036,-68.873572
5501,1.979811,1.726506,1.726868,-0.000362,-68.835562
5502,2.590704,1.492528,1.492199,0.000329,-69.66201
5503,1.789587,0.070444,0.070525,-0.000081,-81.88185
5504,1.586338,1.750624,1.750491,0.000133,-77.52605
5505,1.365101,-0.581667,-0.581644,-0.000023,-92.598594
5506,1.052031,0.818192,0.81816,0.000032,-89.762737
5507,1.00517,0.606304,0.606293,0.000011,-98.823054
5508,0.03802,0.256413,0.25626,0.000153,-76.318009
5509,-0.955154,0.076675,0.07668,-0.000005,-106.913835
5510,-0.336785,0.23171,0.231693,0.000016,-95.736499
5511,-0.928621,-0.193643,-0.193615,-0.000029,-90.86924
5512,-1.128393,0.20386,0.203862,-0.000003,-111.74835
5513,-1.296379,-0.946168,-0.946222,0.000054,-85.404748
5514,0.237872,-0.840346,-0.840262,-0.000083,-81.576337
5515,0.93074,-0.255604,-0.255477,-0.000127,-77.915846
5516,0.30576,-0.871655,-0.871882,0.000227,-72.889805
5517,0.451235,-0.915757,-0.91552,-0.000236,-72.524389
5518,1.357159,-0.67653,-0.676536,0.000006,-104.044609
5519,1.137512,0.348802,0.348691,0.000111,-79.071971
5520,0.03822,0.425041,0.425101,-0.00006,-84.486045
5521,0.427313,-0.470798,-0.47084,0.000042,-87.571823
5522,-0.437712,0.165384,0.165263,0.000121,-78.366325
5523,-1.329506,0.487493,0.487633,-0.00014,-77.081611
5524,-2.85502,0.134847,0.134523,0.000324,-69.799871
5525,-2.30638,-0.521809,-0.521515,-0.000295,-70.611223
5526,-1.862153,0.093903,0.093707,0.000196,-74.139524
5527,0.594344,-0.811737,-0.811456,-0.00028,-71.042407
5528,0.096476,-1.040695,-1.040974,0.000278,-71.103534
5529,-0.45838,-1.98161,-1.9815,-0.00011,-79.206288
5530,-1.295075,-0.712917,-0.712952,0.000035,-89.171913
5531,-0.481855,-0.751559,-0.751394,-0.000165,-75.672004
5532,0.845171,1.125783,1.125592,0.00019,-74.420039
5533,-0.277411,-0.559066,-0.559051,-0.000016,-96.049413
5534,2.103849,-0.430415,-0.430203,-0.000212,-73.479309
5535,1.691495,-1.027976,-1.028169,0.000193,-74.278616
5536,3.135494,0.228827,0.229056,-0.000229,-72.789173
5537,3.702615,0.480442,0.480217,0.000225,-72.96996
5538,4.219112,-0.293638,-0.293533,-0.000105,-79.537702
5539,4.029549,1.554181,1.554209,-0.000028,-90.942191
5540,2.883719,0.659346,0.659237,0.000109,-79.212601
5541,2.029403,1.836511,1.836563,-0.000052,-85.635268
5542,1.876894,1.759015,1.759007,0.000008,-102.135227
5543,1.502305,2.03759,2.037528,0.000063,-84.06723
5544,1.844669,1.512685,1.512646,0.000039,-88.225456
5545,2.278811,0.853637,0.853695,-0.000059,-84.629199
5546,2.237646,0.595552,0.595597,-0.000045,-87.01283
5547,2.818041,0.73591,0.735949,-0.000039,-88.258129
5548,0.949577,0.514692,0.514558,0.000134,-77.443107
5549,1.859526,1.035777,1.035863,-0.000085,-81.367454
5550,0.755755,1.087229,1.087183,0.000047,-86.598293
5551,1.141473,0.994307,0.994463,-0.000156,-76.156982
5552,-0.796403,1.21963,1.219388,0.000242,-72.310923
5553,-0.645203,-0.125898,-0.125692,-0.000206,-73.722758
5554,1.120557,1.026689,1.026628,0.000061,-84.303778
5555,-0.272685,-0.053081,-0.052986,-0.000096,-80.374989
5556,-1.001735,0.514413,0.514335,0.000078,-82.133578
5557,0.805575,-1.246598,-1.2465,-0.000098,-80.175388
5558,1.533588,0.003561,0.003687,-0.000126,-78.023511
5559,1.231576,0.742187,0.742122,0.000065,-83.77112
5560,0.954565,-0.634788,-0.634843,0.000054,-85.315342
5561,0.714367,-0.776967,-0.776929,-0.000038,-88.399203
5562,1.068839,1.078559,1.078684,-0.000126,-77.999982
5563,0.43301,0.693639,0.693719,-0.00008,-81.950427
5564,0.951764,0.390084,0.389989,0.000095,-80.402709
5565,-0.490754,0.197323,0.197375,-0.000052,-85.708329
5566,0.590636,0.186016,0.186093,-0.000077,-82.290573
5567,0.63231,0.344924,0.344914,0.00001,-99.928182
5568,0.963694,-0.008825,-0.008739,-0.000085,-81.394838
5569,-0.454277,0.28037,0.2802,0.000171,-75.363877
5570,-2.094511,-0.654255,-0.654111,-0.000144,-76.812075
5571,-0.616502,0.485706,0.485731,-0.000026,-91.82173
5572,-0.54234,0.236699,0.236666,0.000033,-89.515908
5573,-0.634708,0.358078,0.358147,-0.000069,-83.274377
5574,0.039974,-1.172709,-1.17274,0.000032,-89.992954
5575,-0.378849,-1.226157,-1.226138,-0.000019,-94.292113
5576,-0.436701,-0.007624,-0.007655,0.000031,-90.311567
5577,0.542382,-0.307608,-0.307592,-0.000016,-95.733863
5578,0.38753,-0.470227,-0.470205,-0.000022,-93.081981
5579,-1.105462,0.047913,0.047713,0.0002,-73.962304
5580,-1.346739,-0.498291,-0.498205,-0.000085,-81.399963
5581,0.24031,-0.2851,-0.285063,-0.000037,-88.656247
5582,0.810131,0.562519,0.562586,-0.000067,-83.455375
5583,0.226835,-0.202091,-0.20224,0.000149,-76.529537
5584,-0.300077,-1.127073,-1.12716,0.000086,-81.261661
5585,-1.695241,-0.495874,-0.495827,-0.000047,-86.501568
5586,-0.667499,0.633326,0.633391,-0.000064,-83.819151
5587,-1.754725,0.382083,0.38204,0.000042,-87.483265
5588,-2.273857,-0.197557,-0.197628,0.000072,-82.904826
5589,-1.717507,-0.498597,-0.498675,0.000079,-82.089172
5590,-1.270132,-1.082023,-1.081948,-0.000075,-82.454616
5591,-0.804322,-0.097072,-0.097022,-0.00005,-86.040338
5592,-0.864293,-1.121331,-1.121332,0.000001,-121.458047
5593,0.386677,-1.114082,-1.114073,-0.000009,-101.071406
5594,0.800748,-0.588497,-0.588456,-0.000041,-87.799962
5595,0.411779,-0.188547,-0.188458,-0.000089,-81.032846
5596,0.605277,-0.29482,-0.294793,-0.000027,-91.266814
5597,1.098887,-0.261505,-0.261434,-0.000071,-82.943768
5598,1.575314,0.513814,0.513873,-0.000058,-84.678172
5599,1.468276,0.582505,0.582466,0.000039,-88.185756
5600,3.507371,0.05545,0.055643,-0.000193,-74.281273
5601,3.113939,0.369788,0.369678,0.00011,-79.193408
5602,2.8907,0.697901,0.698194,-0.000293,-70.670057
5603,3.583967,0.829266,0.829065,0.000201,-73.944598
5604,2.956152,0.739638,0.739705,-0.000067,-83.422603
5605,3.736254,2.388424,2.388529,-0.000105,-79.543768
5606,4.138433,0.966649,0.966554,0.000095,-80.457237
5607,5.576356,1.489972,1.490029,-0.000057,-84.837505
5608,4.729816,1.550813,1.550729,0.000084,-81.522982
5609,4.803704,1.404922,1.405025,-0.000103,-79.780376
5610,4.777244,1.89023,1.890224,0.000006,-104.407802
5611,5.050385,2.11827,2.118282,-0.000013,-97.984376
5612,4.662332,2.870725,2.870723,0.000002,-114.338372
5613,5.026762,1.668589,1.668608,-0.000019,-94.275994
5614,4.494538,2.183065,2.18309,-0.000025,-92.08327
5615,2.929392,2.048175,2.048122,0.000053,-85.550532
5616,2.443651,2.27144,2.271462,-0.000022,-93.137246
5617,2.437784,1.829327,1.829372,-0.000046,-86.802022
5618,2.74312,2.311263,2.311366,-0.000103,-79.724533
5619,4.825212,1.585209,1.585322,-0.000112,-78.978256
5620,4.459529,0.61332,0.613111,0.000209,-73.578965
5621,2.628532,0.843784,0.843883,-0.000099,-80.059972
5622,1.975467,0.961585,0.961526,0.000059,-84.562463
5623,0.747595,1.295533,1.295544,-0.000011,-99.046716
5624,0.583296,2.722196,2.722306,-0.00011,-79.153357
5625,0.418065,1.413016,1.412892,0.000125,-78.095635
5626,-1.010397,0.30171,0.301767,-0.000057,-84.82633
5627,-2.201642,0.332081,0.332128,-0.000047,-86.589603
5628,-2.57986,-0.242835,-0.242773,-0.000062,-84.16887
5629,-2.4804,0.038197,0.038221,-0.000023,-92.633884
5630,-4.848245,-0.257116,-0.257226,0.00011,-79.176734
5631,-4.584153,-1.192894,-1.192658,-0.000235,-72.562068
5632,-1.832754,-1.584961,-1.584931,-0.00003,-90.336309
5633,-3.20721,-1.527842,-1.527907,0.000065,-83.699566
5634,-1.772821,-1.403037,-1.40288,-0.000157,-76.075032
5635,-1.02287,-3.240388,-3.240514,0.000127,-77.949297
5636,-0.41553,-1.73504,-1.735023,-0.000018,-94.982657
5637,0.752565,-0.362632,-0.362583,-0.000049,-86.244115
5638,0.157266,-1.986715,-1.986826,0.00011,-79.157846
5639,2.028461,-0.514867,-0.514788,-0.000079,-82.012782
5640,2.48041,-0.537014,-0.537075,0.000061,-84.224862
5641,4.740703,-0.046223,-0.046133,-0.00009,-80.887192
5642,3.711833,0.32285,0.322573,0.000277,-71.142146
5643,4.991486,-0.18998,-0.189733,-0.000247,-72.163134
5644,4.078955,1.312562,1.312356,0.000206,-73.707675
5645,5.491658,1.19204,1.192283,-0.000243,-72.298284
5646,4.159476,2.599401,2.59906,0.000341,-69.342378
5647,3.86626,1.044873,1.045103,-0.00023,-72.748379
5648,4.86987,2.558692,2.558659,0.000033,-89.7081
5649,3.550776,1.077649,1.077551,0.000097,-80.221729
5650,3.658318,3.033495,3.03355,-0.000055,-85.195017
5651,2.647208,0.784108,0.783928,0.00018,-74.885876
5652,2.156349,1.879337,1.879303,0.000034,-89.471722
5653,2.412713,2.003256,2.003401,-0.000146,-76.742266
5654,1.995501,1.104141,1.103817,0.000324,-69.794059
5655,1.395552,1.384105,1.384242,-0.000138,-77.222857
5656,1.257044,0.716113,0.716013,0.0001,-79.985152
5657,1.834615,0.741749,0.741756,-0.000007,-103.408506
5658,0.274585,1.066523,1.066275,0.000248,-72.126904
5659,-0.29083,0.440923,0.440968,-0.000045,-86.945408
5660,-1.213952,0.453174,0.453085,0.000089,-81.014507
5661,-1.24956,0.33191,0.331991,-0.000081,-81.829274
5662,-0.708551,0.872,0.871921,0.000079,-82.063704
5663,-0.317957,-0.627016,-0.627049,0.000033,-89.586729
5664,0.551784,-0.376245,-0.37628,0.000035,-89.104606
5665,1.355185,-1.106947,-1.106962,0.000014,-96.880753
5666,2.732388,-0.387787,-0.387808,0.000021,-93.543958
5667,3.663044,-0.291731,-0.291796,0.000064,-83.822677
5668,4.119165,0.119991,0.119859,0.000132,-77.560675
5669,4.997506,0.40529,0.405509,-0.000219,-73.191057
5670,4.837342,1.058725,1.058446,0.000279,-71.10237
5671,4.173382,1.47717,1.477275,-0.000105,-79.566365
5672,4.503997,1.922566,1.922541,0.000025,-92.022321
5673,2.75223,1.793843,1.793762,0.000082,-81.776143
5674,3.200965,2.428745,2.428882,-0.000138,-77.210012
5675,3.358761,1.704529,1.704477,0.000052,-85.646849
5676,3.402613,1.606204,1.606297,-0.000093,-80.626099
5677,2.868271,1.6215,1.621561,-0.00006,-84.36811
5678,3.614902,0.538841,0.538927,-0.000086,-81.280021
5679,2.718986,1.334919,1.334897,0.000022,-93.171406
5680,4.018037,1.356908,1.357029,-0.00012,-78.38172
5681,2.797164,1.13437,1.134323,0.000048,-86.448701
5682,2.631366,0.985607,0.985698,-0.000091,-80.790214
5683,1.761052,1.387502,1.387504,-0.000001,-117.500525
5684,2.435501,0.796905,0.79695,-0.000045,-86.914701
5685,1.639045,1.789197,1.789233,-0.000036,-88.956449
5686,1.127279,0.490762,0.490747,0.000015,-96.280504
5687,3.600843,0.779236,0.779356,-0.00012,-78.418685
5688,1.83027,0.180168,0.180065,0.000103,-79.706972
5689,2.289363,1.108784,1.108861,-0.000078,-82.194524
5690,3.229766,-0.001625,-0.001579,-0.000047,-86.609559
5691,3.02038,0.517375,0.517337,0.000038,-88.36463
5692,1.664903,1.900664,1.900654,0.00001,-100.180568
5693,0.797972,0.079384,0.079369,0.000015,-96.551757
5694,0.79008,0.995222,0.995285,-0.000063,-84.044398
5695,-0.714833,1.546887,1.546794,0.000093,-80.622122
5696,-1.191167,0.840905,0.840992,-0.000087,-81.226955
5697,-1.41972,-0.034927,-0.035051,0.000125,-78.082149
5698,-0.612863,-0.095022,-0.09494,-0.000082,-81.757125
5699,0.037016,-0.005447,-0.005476,0.000029,-90.786131
5700,0.710227,-1.064248,-1.064236,-0.000012,-98.091245
5701,-1.457608,-0.849409,-0.849617,0.000208,-73.650332
5702,0.128134,-0.879365,-0.879209,-0.000157,-76.107711
5703,-1.011325,-0.015674,-0.015837,0.000163,-75.748725
5704,-2.21705,-0.071465,-0.071407,-0.000058,-84.67105
5705,-3.152139,0.273724,0.273584,0.00014,-77.092967
5706,-2.948912,-1.680152,-1.680001,-0.000151,-76.430906
5707,-1.373449,0.475502,0.475447,0.000055,-85.151277
5708,-3.26526,-1.407477,-1.407468,-0.000009,-100.823846
5709,-4.084531,-1.516718,-1.516786,0.000067,-83.421578
5710,-3.942611,-2.197659,-2.19753,-0.000129,-77.758603
5711,-3.521561,-1.094823,-1.094772,-0.000051,-85.852058
5712,-4.140666,-0.664323,-0.664268,-0.000055,-85.206147
5713,-3.517271,-2.18835,-2.188405,0.000055,-85.23273
5714,-3.223724,-2.433423,-2.433366,-0.000057,-84.925299
5715,-2.543166,-1.55689,-1.556816,-0.000074,-82.63765
5716,-2.07596,-1.7197,-1.71972,0.00002,-93.927843
5717,-0.592583,-1.982139,-1.982204,0.000065,-83.693934
5718,-1.168807,-1.391784,-1.391727,-0.000057,-84.94426
5719,-0.902092,-1.345516,-1.345587,0.000071,-82.998207
5720,-1.50121,-1.023162,-1.023179,0.000017,-95.209585
5721,-2.151029,-0.615673,-0.615699,0.000026,-91.598272
5722,-2.95618,0.022856,0.022796,0.000061,-84.352705
5723,-3.404882,-0.685218,-0.685171,-0.000047,-86.469316
5724,-3.270311,-0.435017,-0.43503,0.000013,-97.488398
5725,-2.628267,-0.750231,-0.750249,0.000018,-94.950544
5726,-1.828338,-1.204528,-1.204451,-0.000077,-82.234405
5727,-1.475147,-1.594566,-1.594497,-0.000069,-83.247633
5728,-3.464877,-1.385805,-1.385889,0.000084,-81.498317
5729,-4.081264,-1.363589,-1.363558,-0.000031,-90.146144
5730,-3.573612,-0.699954,-0.699936,-0.000018,-94.901454
5731,-3.902508,-0.458107,-0.458033,-0.000075,-82.540009
5732,-2.033082,-0.551927,-0.551937,0.00001,-100.212077
5733,-2.724112,-2.220287,-2.220417,0.00013,-77.718415
5734,-3.467439,-1.704868,-1.704821,-0.000047,-86.534625
5735,-3.39033,-1.226608,-1.226581,-0.000027,-91.30991
5736,-3.069164,-1.472891,-1.472872,-0.000019,-94.59216
5737,-1.688957,-0.108622,-0.108579,-0.000043,-87.40157
5738,-1.338712,-1.31205,-1.312105,0.000055,-85.220268
5739,-2.286503,-1.558984,-1.559032,0.000048,-86.452118
5740,-1.45163,-1.214831,-1.214706,-0.000125,-78.073961
5741,-1.167134,-0.824183,-0.82428,0.000096,-80.320328
5742,-1.255178,-0.035223,-0.035186,-0.000037,-88.656799
5743,-1.318003,-0.28877,-0.288814,0.000045,-87.026916
5744,-0.554026,-1.03491,-1.034864,-0.000046,-86.772158
5745,2.189613,0.055109,0.055263,-0.000154,-76.25239
5746,1.975302,-0.297008,-0.297129,0.000121,-78.340369
5747,3.475062,-0.355124,-0.35501,-0.000114,-78.872986
5748,2.813312,-0.195867,-0.196027,0.00016,-75.913633
5749,1.320568,0.469325,0.46929,0.000035,-89.101717
5750,0.251217,2.202614,2.202561,0.000053,-85.530784
5751,0.694057,1.024538,1.024639,-0.000101,-79.943254
5752,-0.444158,2.341533,2.341323,0.00021,-73.561144
5753,-1.09953,0.955529,0.955683,-0.000154,-76.270963
5754,0.239731,0.377248,0.377191,0.000056,-84.988898
5755,0.038641,-0.030932,-0.030939,0.000007,-102.92863
5756,-0.477634,0.732009,0.732051,-0.000042,-87.590517
5757,-1.875687,-0.686494,-0.686551,0.000057,-84.877185
5758,-1.867609,-0.142316,-0.142264,-0.000052,-85.67524
5759,-3.178986,0.548553,0.548505,0.000048,-86.454681
5760,-3.815787,0.151545,0.15156,-0.000015,-96.263984
5761,-2.498029,-0.430889,-0.430729,-0.00016,-75.924678
5762,-2.298752,-1.139107,-1.139247,0.00014,-77.09713
5763,-2.196283,-0.66549,-0.665394,-0.000096,-80.333906
5764,-0.73583,-1.771997,-1.772003,0.000006,-104.618357
5765,-1.832947,-1.545431,-1.545536,0.000105,-79.559664
5766,-2.774775,-0.487038,-0.486933,-0.000105,-79.535372
5767,-2.736196,-0.966114,-0.966152,0.000038,-88.314816
5768,-4.46019,-0.604356,-0.604406,0.00005,-86.077005
5769,-3.196565,0.206777,0.206898,-0.000121,-78.339555
5770,-3.107959,-1.207876,-1.208031,0.000154,-76.239869
5771,-2.650972,-1.355605,-1.35555,-0.000055,-85.187055
5772,-1.74683,-1.248549,-1.248548,-0.000001,-122.655337
5773,-2.649442,-2.22403,-2.2241,0.00007,-83.128454
5774,-3.048681,-0.804841,-0.80476,-0.000081,-81.780137
5775,-4.195252,-1.261544,-1.261568,0.000024,-92.376242
5776,-4.594344,-0.737924,-0.737957,0.000033,-89.627454
5777,-3.393567,-0.605981,-0.605938,-0.000043,-87.273478
5778,-3.860665,-1.411792,-1.41191,0.000118,-78.555038
5779,-3.708135,-1.425567,-1.425543,-0.000024,-92.428294
5780,-4.182406,-2.15872,-2.158831,0.000111,-79.089319
5781,-2.60904,-1.937629,-1.937584,-0.000045,-86.87459
5782,-1.733766,-0.882119,-0.882099,-0.00002,-94.102517
5783,-2.322294,-1.754249,-1.754273,0.000024,-92.383328
5784,-2.405333,-1.537805,-1.537877,0.000072,-82.872125
5785,-1.653215,-1.821097,-1.820934,-0.000163,-75.782352
5786,-1.757744,-0.34065,-0.340787,0.000137,-77.247464
5787,-2.080706,-0.567588,-0.567572,-0.000016,-95.883853
5788,1.064113,-0.982274,-0.982172,-0.000101,-79.872374
5789,2.395288,-0.940171,-0.940261,0.00009,-80.942998
5790,3.053401,-0.135213,-0.135127,-0.000085,-81.379382
5791,1.872442,-0.913526,-0.913582,0.000056,-85.048455
5792,1.37559,-0.402275,-0.402225,-0.00005,-86.047152
5793,1.638766,1.774777,1.774879,-0.000102,-79.851578
5794,1.752742,1.629875,1.629804,0.000071,-82.979826
5795,2.416081,1.763846,1.763907,-0.000061,-84.320809
5796,2.896331,0.476188,0.476125,0.000063,-84.046221
5797,1.739644,0.810134,0.810104,0.000031,-90.299024
5798,1.394761,1.023697,1.023801,-0.000105,-79.605953
5799,2.816113,1.215038,1.214974,0.000064,-83.892088
5800,3.073399,1.636679,1.636698,-0.00002,-94.142625
5801,3.571795,1.504236,1.504303,-0.000067,-83.514225
5802,2.081738,0.515996,0.515938,0.000058,-84.733726
5803,1.606885,0.884202,0.884232,-0.00003,-90.469178
5804,2.279422,1.883021,1.883041,-0.00002,-94.1427
5805,2.480302,1.714138,1.714104,0.000034,-89.482926
5806,3.04324,1.819901,1.819895,0.000006,-104.136158
5807,3.246404,0.488299,0.488276,0.000023,-92.944033
5808,1.82518,0.821391,0.821328,0.000063,-84.040706
5809,2.927498,1.298829,1.29908,-0.000251,-72.00702
5810,4.810898,1.40956,1.409501,0.000059,-84.570418
5811,4.14657,1.572153,1.572098,0.000055,-85.144767
5812,4.897587,1.479906,1.479981,-0.000075,-82.526753
5813,5.473476,0.422851,0.422825,0.000026,-91.782671
5814,6.979292,2.02,2.020136,-0.000136,-77.331845
5815,6.883551,2.638257,2.63815,0.000107,-79.405208
5816,5.843405,1.684599,1.684542,0.000058,-84.767337
5817,4.612414,2.49697,2.49695,0.00002,-93.770085
5818,4.097041,2.604331,2.604351,-0.00002,-94.192479
5819,5.047846,3.546733,3.546856,-0.000124,-78.148905
5820,7.201303,2.760671,2.760726,-0.000056,-85.090771
5821,6.728923,2.024397,2.02423,0.000167,-75.554585
5822,7.050117,1.483005,1.48305,-0.000044,-87.040353
5823,7.401232,1.638814,1.63876,0.000054,-85.341504
5824,6.044471,2.595037,2.594992,0.000045,-86.891292
5825,7.697132,3.673519,3.673671,-0.000152,-76.3907
5826,7.121628,2.477762,2.477633,0.000129,-77.812872
5827,7.749069,3.184658,3.18469,-0.000031,-90.04902
5828,7.188268,2.844802,2.844726,0.000075,-82.460757
5829,5.191716,2.053501,2.05342,0.000081,-81.851954
5830,4.675038,3.50311,3.503221,-0.00011,-79.161547
5831,4.902331,2.631145,2.631117,0.000028,-91.04613
5832,6.405292,3.308902,3.308935,-0.000033,-89.631462
5833,6.771094,2.367403,2.367377,0.000026,-91.756798
5834,5.937312,1.16677,1.166794,-0.000024,-92.364589
5835,7.981483,1.489254,1.48939,-0.000135,-77.361762
5836,7.088972,1.919203,1.919123,0.000079,-81.995624
5837,5.027691,3.016089,3.016075,0.000014,-97.260705
5838,2.958033,2.628169,2.628099,0.000069,-83.186309
5839,3.696946,1.986638,1.986763,-0.000125,-78.030886
5840,2.449732,3.649133,3.649029,0.000104,-79.634317
5841,3.257341,2.076498,2.076734,-0.000236,-72.532081
5842,1.960931,0.876226,0.875982,0.000245,-72.232184
5843,3.324051,0.211361,0.211588,-0.000226,-72.902866
5844,2.90674,1.364845,1.364741,0.000104,-79.660651
5845,2.390764,0.091041,0.09107,-0.000029,-90.805493
5846,3.477222,1.256466,1.256496,-0.000031,-90.299435
5847,3.25791,-0.223694,-0.223674,-0.00002,-94.08904
5848,2.616915,1.715857,1.715842,0.000015,-96.684726
5849,2.943314,0.262359,0.262389,-0.00003,-90.393566
5850,3.175619,0.645084,0.644957,0.000126,-77.970098
5851,1.707151,1.225117,1.225206,-0.000089,-81.03027
5852,3.065034,0.768355,0.768339,0.000016,-95.812078
5853,3.482009,0.348378,0.34835,0.000028,-91.031897
5854,2.92004,0.976231,0.976171,0.00006,-84.478656
5855,1.497323,0.534536,0.534541,-0.000005,-105.845333
5856,2.397693,-0.091855,-0.091749,-0.000106,-79.507245
5857,3.417717,1.245972,1.245997,-0.000024,-92.287227
5858,1.840633,1.161055,1.160893,0.000162,-75.833788
5859,0.290069,0.35837,0.358399,-0.000029,-90.876066
5860,1.144611,-0.209565,-0.209512,-0.000052,-85.607059
5861,-0.352677,0.969706,0.969624,0.000083,-81.66121
5862,0.11163,1.221177,1.221301,-0.000123,-78.181729
5863,-1.156392,-0.439129,-0.439222,0.000093,-80.622405
5864,-2.040228,-0.608264,-0.60826,-0.000004,-108.750707
5865,-4.414294,0.003339,0.003313,0.000026,-91.719674
5866,-2.940401,-1.029363,-1.029293,-0.00007,-83.117684
5867,-1.811516,-0.382385,-0.382384,0,-126.950285
5868,-1.639716,-1.364426,-1.364418,-0.000008,-102.405347
5869,-0.950225,-1.805978,-1.805955,-0.000022,-92.997006
5870,-1.2015,-2.92765,-2.927687,0.000037,-88.560846
5871,-1.283257,-0.874711,-0.874679,-0.000032,-89.877049
5872,-2.39454,-0.884887,-0.884941,0.000054,-85.343148
5873,-2.133651,-0.875805,-0.87571,-0.000095,-80.431967
5874,-0.515165,-0.536885,-0.536885,0,-141.39148
5875,-0.502389,-0.893479,-0.893555,0.000076,-82.420773
5876,0.603576,-1.031865,-1.031728,-0.000137,-77.274393
5877,1.96681,-1.642279,-1.64231,0.000032,-89.980232
5878,2.908318,-0.79924,-0.799178,-0.000062,-84.095524
5879,1.384234,0.039435,0.03927,0.000165,-75.647347
5880,1.545029,-0.289981,-0.289911,-0.00007,-83.107432
5881,-0.200586,0.617742,0.617705,0.000036,-88.797384
5882,-1.119939,1.20361,1.203662,-0.000052,-85.611478
5883,0.150871,1.286943,1.286985,-0.000043,-87.431095
5884,1.847486,0.005001,0.005011,-0.00001,-99.89701
5885,0.410616,0.759358,0.759228,0.00013,-77.691956
5886,-0.356002,-1.089639,-1.08964,0.000001,-120.305735
5887,0.708314,-0.542474,-0.542475,0.000001,-124.350904
5888,1.238488,0.508386,0.508462,-0.000076,-82.377609
