番号,元信号,観測信号d(n),疑似エコーy(n),誤差,誤差10log10(e^2)
3178,-3.44326,-2.374607,-2.384909,0.010302,-39.741879
3179,-3.572133,-2.562549,-2.55585,-0.006699,-43.479208
3180,-3.504214,-0.951641,-0.954687,0.003047,-50.32389
3181,-3.475564,-2.697882,-2.694253,-0.003629,-48.804908
3182,-4.11705,-1.411631,-1.408596,-0.003035,-50.357293
3183,-2.941746,-1.059378,-1.066256,0.006878,-43.250768
3184,-1.164938,-1.404549,-1.401546,-0.003003,-50.448939
3185,-1.441773,-1.232325,-1.232293,-0.000032,-89.958251
3186,-0.317386,-1.353393,-1.357726,0.004333,-47.264542
3187,0.168767,-1.685446,-1.682797,-0.002648,-51.540419
3188,-0.839601,-0.423234,-0.427269,0.004035,-47.883657
3189,0.57821,0.269691,0.270836,-0.001145,-58.821377
3190,-0.803038,-0.239452,-0.241174,0.001722,-55.279802
3191,-2.614268,0.451682,0.454988,-0.003305,-49.615437
3192,-4.572687,0.338713,0.33644,0.002273,-52.86806
3193,-3.183918,-0.31581,-0.316388,0.000578,-64.755578
3194,-1.8743,0.979738,0.97727,0.002468,-52.152221
3195,-0.999931,-0.774421,-0.768338,-0.006083,-44.317914
3196,-1.192757,-1.443377,-1.449342,0.005965,-44.487741
3197,-2.101426,-2.264886,-2.262901,-0.001985,-54.04697
3198,-2.785185,-0.347596,-0.35,0.002404,-52.381201
3199,-1.874468,-0.054533,-0.054838,0.000305,-70.318774
3200,0.193809,0.400896,0.399399,0.001497,-56.496269
3201,1.296752,-0.524495,-0.520075,-0.00442,-47.090973
3202,2.161692,-0.764425,-0.770232,0.005807,-44.720378
3203,2.135942,-1.138372,-1.13742,-0.000952,-60.429433
3204,2.133787,0.113409,0.118584,-0.005175,-45.721819
3205,2.696514,1.163627,1.161444,0.002183,-53.217414
3206,1.568775,1.330339,1.329114,0.001226,-58.232079
3207,0.058028,1.482166,1.485571,-0.003405,-49.358583
3208,-1.044091,1.157256,1.150619,0.006636,-43.56137
3209,0.73407,1.197813,1.203012,-0.005199,-45.681803
3210,-0.544629,1.561662,1.559602,0.00206,-53.723557
3211,-1.238116,0.388034,0.392209,-0.004174,-47.588337
3212,-1.650684,-0.171959,-0.180106,0.008147,-41.779682
3213,-0.276605,-0.467677,-0.464538,-0.003139,-50.063395
3214,1.009422,1.237841,1.23585,0.00199,-54.021304
3215,2.047121,-0.74078,-0.734911,-0.005869,-44.628516
3216,1.159328,-0.39931,-0.405662,0.006352,-43.941841
3217,1.573411,-0.750723,-0.750563,-0.00016,-75.901852
3218,2.883331,0.864633,0.85877,0.005863,-44.637247
3219,4.225473,0.869951,0.879021,-0.00907,-40.847493
3220,5.400758,1.471137,1.468163,0.002973,-50.535878
3221,5.941404,0.145694,0.145825,-0.00013,-77.703299
3222,6.149056,1.332652,1.328825,0.003826,-48.344576
3223,7.148631,1.696056,1.699227,-0.003171,-49.976111
3224,6.2842,2.583032,2.581304,0.001728,-55.247353
3225,5.494784,2.655141,2.656881,-0.00174,-55.190042
3226,3.722569,2.831161,2.825551,0.00561,-45.020676
3227,3.756674,2.808079,2.811114,-0.003035,-50.356323
3228,3.508405,3.54629,3.542614,0.003676,-48.692973
3229,3.620607,2.131725,2.14157,-0.009845,-40.135899
3230,2.001558,2.138048,2.132965,0.005083,-45.877309
3231,2.27589,0.863208,0.867397,-0.004189,-47.557758
3232,1.851933,1.898637,1.894067,0.00457,-46.801829
3233,2.258219,1.235082,1.237828,-0.002745,-51.22843
3234,2.403508,1.617986,1.612925,0.005062,-45.913823
3235,3.376495,-0.011165,-0.007193,-0.003973,-48.017962
3236,2.360067,1.247853,1.238169,0.009684,-40.278639
3237,2.74009,0.431988,0.43709,-0.005101,-45.846146
3238,1.426058,1.294427,1.288901,0.005526,-45.151073
3239,2.363574,0.791079,0.797719,-0.00664,-43.556696
3240,2.606388,1.739313,1.728847,0.010466,-39.604316
3241,3.66289,0.293809,0.300142,-0.006333,-43.968005
3242,3.226963,1.228405,1.219777,0.008629,-41.281178
3243,0.921731,-0.264259,-0.256878,-0.007381,-42.637989
3244,-0.234386,1.369937,1.364781,0.005156,-45.753342
3245,-0.104325,0.706602,0.705871,0.000731,-62.717535
3246,-1.031528,1.995325,1.995759,-0.000434,-67.244681
3247,-0.911061,0.499586,0.505259,-0.005672,-44.924661
3248,-0.169649,-0.484759,-0.487264,0.002505,-52.022244
3249,1.794011,-0.981682,-0.977272,-0.00441,-47.110976
3250,2.499195,0.016306,0.013244,0.003063,-50.278307
3251,1.615382,-1.232358,-1.224944,-0.007414,-42.598659
3252,1.441679,-0.199645,-0.204808,0.005163,-45.741926
3253,1.889507,-0.181576,-0.180639,-0.000937,-60.564137
3254,0.21908,1.464274,1.464409,-0.000134,-77.428391
3255,0.598788,0.653278,0.656306,-0.003029,-50.375288
3256,0.991862,0.368477,0.361135,0.007343,-42.682818
3257,0.578471,0.1105,0.118091,-0.007591,-42.394116
3258,2.12606,0.813035,0.805957,0.007078,-43.002127
3259,3.635604,-0.985367,-0.986086,0.000718,-62.875611
3260,5.051822,0.479802,0.478967,0.000835,-61.567878
3261,4.800138,-0.091188,-0.093259,0.002071,-53.676263
3262,5.156487,0.185058,0.184009,0.001049,-59.583183
3263,3.259713,1.088394,1.086405,0.001989,-54.027856
3264,3.407257,2.076821,2.078138,-0.001318,-57.604094
3265,2.523547,2.1363,2.137021,-0.000721,-62.845337
3266,1.712932,1.956695,1.960613,-0.003918,-48.138858
3267,2.363477,1.807758,1.810068,-0.00231,-52.727226
3268,2.890532,0.723469,0.722503,0.000965,-60.309027
3269,2.115337,1.161108,1.162578,-0.00147,-56.656167
3270,1.306104,0.651683,0.653281,-0.001597,-55.931314
3271,1.663821,0.272107,0.269971,0.002137,-53.405473
3272,0.168544,1.21515,1.20984,0.00531,-45.498704
3273,0.021971,1.166707,1.167658,-0.000952,-60.431734
3274,-2.409204,0.456156,0.45327,0.002886,-50.793552
3275,-2.816519,0.07606,0.080641,-0.00458,-46.782382
3276,-4.00988,0.660311,0.65271,0.007601,-42.382038
3277,-3.350739,-0.661124,-0.654882,-0.006242,-44.093154
3278,-3.437776,-0.226184,-0.230715,0.004531,-46.875558
3279,-2.852916,-2.293205,-2.288322,-0.004883,-46.226689
3280,-3.53269,-1.462342,-1.468697,0.006355,-43.937979
3281,-3.027703,-2.500685,-2.500708,0.000024,-92.475158
3282,-3.284195,-1.282432,-1.285273,0.00284,-50.932781
3283,-4.218663,-1.786798,-1.784366,-0.002432,-52.280604
3284,-3.611932,-1.109299,-1.112923,0.003624,-48.816381
3285,-3.892919,-2.064785,-2.062458,-0.002327,-52.662558
3286,-2.782382,-1.056608,-1.056205,-0.000403,-67.888198
3287,-3.382776,-1.889657,-1.889084,-0.000573,-64.834229
3288,-3.687838,-2.073346,-2.067825,-0.005521,-45.159171
3289,-3.364511,-1.621213,-1.628811,0.007598,-42.385666
3290,-3.314267,-1.752647,-1.749714,-0.002933,-50.653813
3291,-3.344279,-1.015015,-1.016522,0.001507,-56.439249
3292,-3.504475,-1.870953,-1.873494,0.002541,-51.899528
3293,-4.380482,-1.776488,-1.774658,-0.00183,-54.748671
3294,-4.778543,-1.407216,-1.408627,0.001411,-57.011166
3295,-2.029886,-1.490753,-1.492097,0.001344,-57.430116
3296,-2.012621,-1.441026,-1.440684,-0.000343,-69.30665
3297,-2.000273,-1.672219,-1.665857,-0.006361,-43.928834
3298,-2.094811,-2.268626,-2.273937,0.00531,-45.497582
3299,-1.097164,-1.949667,-1.949613,-0.000054,-85.368943
3300,-0.549975,0.134129,0.130752,0.003377,-49.430367
3301,-1.246035,-1.030912,-1.026246,-0.004666,-46.620476
3302,-0.335429,-0.758741,-0.763797,0.005056,-45.923399
3303,1.230859,-0.899736,-0.902989,0.003254,-49.752804
3304,1.500422,0.076738,0.079204,-0.002467,-52.158121
3305,0.741848,-0.107667,-0.106043,-0.001624,-55.789722
3306,0.952702,-0.513859,-0.516482,0.002623,-51.624388
3307,0.716563,0.382225,0.383626,-0.001401,-57.070881
3308,0.672463,1.306103,1.302602,0.003501,-49.116069
3309,-0.342578,0.757986,0.759243,-0.001257,-58.016129
3310,-0.379311,0.37239,0.372188,0.000202,-73.901476
3311,-0.868549,0.550246,0.546466,0.00378,-48.44987
3312,-1.739143,0.535786,0.537461,-0.001675,-55.520026
3313,-2.399567,0.383533,0.38207,0.001463,-56.695047
3314,-0.576397,-0.124837,-0.125425,0.000588,-64.616742
3315,-0.291124,-0.03885,-0.039835,0.000985,-60.132804
3316,0.001355,-0.264579,-0.260497,-0.004082,-47.78216
3317,-1.304294,-0.913181,-0.916766,0.003585,-48.91038
3318,-1.878994,-0.750858,-0.748674,-0.002185,-53.212104
3319,-2.621235,0.577426,0.571102,0.006324,-43.979651
3320,-2.199975,0.251572,0.255024,-0.003452,-49.238539
3321,-1.271275,0.226328,0.224723,0.001604,-55.893299
3322,-0.771674,-0.897889,-0.899438,0.001549,-56.200874
3323,0.422894,-0.750678,-0.753368,0.00269,-51.406504
3324,3.18106,-1.202218,-1.202908,0.00069,-63.22903
3325,1.975917,-0.463469,-0.460423,-0.003046,-50.326435
3326,2.116298,-0.124883,-0.123334,-0.001549,-56.201287
3327,2.975606,0.162314,0.151751,0.010562,-39.524842
3328,3.844369,0.925932,0.931509,-0.005577,-45.071852
3329,2.972652,2.40863,2.408914,-0.000284,-70.934954
3330,2.465468,0.379242,0.382393,-0.003151,-50.030874
3331,1.444167,1.335749,1.330581,0.005168,-45.733986
3332,0.658734,1.640416,1.644604,-0.004188,-47.559935
3333,1.019947,2.174525,2.175649,-0.001124,-58.986306
3334,1.617802,0.907821,0.908987,-0.001166,-58.666605
3335,-0.96946,0.998837,0.99899,-0.000152,-76.342169
3336,-0.752755,0.147186,0.147851,-0.000665,-63.547835
3337,-2.098877,0.233473,0.227369,0.006104,-44.287321
3338,-3.096214,0.620121,0.627866,-0.007745,-42.219539
3339,-2.137463,0.836644,0.828853,0.007791,-42.168062
3340,-1.901008,-1.418513,-1.415395,-0.003119,-50.120911
3341,-2.567677,-0.104931,-0.105832,0.0009,-60.911919
3342,-3.437755,-1.642899,-1.639776,-0.003123,-50.107419
3343,-4.972436,-1.435907,-1.436044,0.000136,-77.308071
3344,-5.511776,-0.858156,-0.856418,-0.001739,-55.194561
3345,-6.169804,-0.635962,-0.638073,0.002111,-53.511636
3346,-7.772267,-1.734579,-1.73079,-0.003789,-48.429293
3347,-7.563454,-1.774387,-1.779721,0.005334,-45.45923
3348,-4.822815,-2.995995,-2.99846,0.002465,-52.163725
3349,-2.865957,-2.351542,-2.350645,-0.000897,-60.943774
3350,-1.485974,-3.25435,-3.251955,-0.002394,-52.415741
3351,-0.919683,-3.694679,-3.698676,0.003997,-47.965292
3352,-0.383501,-2.970442,-2.96982,-0.000623,-64.11457
3353,0.402229,-0.847109,-0.848672,0.001563,-56.122002
3354,-1.054642,-0.729318,-0.722443,-0.006875,-43.254675
3355,0.191501,0.126449,0.122284,0.004165,-47.608633
3356,0.978714,-0.44953,-0.451234,0.001705,-55.367769
3357,2.728291,0.41183,0.416722,-0.004891,-46.211167
3358,2.250459,0.149808,0.146557,0.003251,-49.759674
3359,2.79642,-0.585409,-0.576374,-0.009035,-40.881456
3360,2.391984,0.548197,0.541299,0.006898,-43.225835
3361,3.145953,1.026618,1.026739,-0.000121,-78.351726
3362,4.682711,1.86367,1.864431,-0.000762,-62.364434
3363,4.425084,0.89966,0.898844,0.000816,-61.769989
3364,5.852234,1.448194,1.447963,0.000231,-72.719394
3365,7.987329,1.129394,1.12178,0.007613,-42.368486
3366,7.162334,1.924191,1.930873,-0.006682,-43.501303
3367,6.790123,2.691181,2.692111,-0.000931,-60.62359
3368,7.188383,1.949267,1.946009,0.003258,-49.739665
3369,6.070996,3.335438,3.341025,-0.005586,-45.057373
3370,5.460361,4.076349,4.077471,-0.001122,-59.003986
3371,3.464862,2.828123,2.830695,-0.002572,-51.794594
3372,2.337321,2.942695,2.942734,-0.000039,-88.202579
3373,2.111001,3.212147,3.207715,0.004432,-47.067408
3374,0.375596,2.292862,2.296698,-0.003836,-48.322145
3375,-0.051027,2.172061,2.170626,0.001435,-56.862779
3376,1.015939,0.831392,0.827684,0.003708,-48.617564
3377,0.564095,0.851212,0.851489,-0.000277,-71.143287
3378,1.259531,0.814741,0.81527,-0.000529,-65.523195
3379,1.238088,-0.450146,-0.451809,0.001663,-55.580831
3380,0.986005,0.050796,0.050771,0.000025,-92.014597
3381,1.991048,0.747354,0.744119,0.003235,-49.802673
3382,3.123635,0.105859,0.107647,-0.001788,-54.951269
3383,4.08987,0.856808,0.857589,-0.000781,-62.141859
3384,3.946527,0.410191,0.407172,0.003019,-50.403207
3385,1.785699,0.302095,0.306771,-0.004677,-46.601154
3386,2.485709,1.337966,1.333381,0.004586,-46.771568
3387,1.911108,1.623929,1.624113,-0.000184,-74.722693
3388,1.176035,2.018669,2.023424,-0.004755,-46.456718
3389,0.261889,1.214975,1.2046,0.010375,-39.680212
3390,-0.728396,-0.044663,-0.041977,-0.002686,-51.416671
3391,-0.426961,1.161374,1.157563,0.003811,-48.379734
3392,-0.262557,0.263093,0.25876,0.004333,-47.263563
3393,-2.861557,0.035355,0.038686,-0.003331,-49.547422
3394,-1.147843,-0.527463,-0.530235,0.002772,-51.144004
3395,-1.155201,-0.962395,-0.966755,0.00436,-47.211155
3396,-0.828119,-0.292914,-0.285876,-0.007038,-43.050606
3397,-1.192858,-0.681356,-0.685608,0.004252,-47.427464
3398,-2.184795,-2.332285,-2.325147,-0.007138,-42.929039
3399,-2.728093,-0.132163,-0.137007,0.004844,-46.295599
3400,-2.444782,-0.88086,-0.880335,-0.000525,-65.598691
3401,-2.14055,-0.446636,-0.445542,-0.001094,-59.220037
3402,-3.035373,-1.20796,-1.207744,-0.000216,-73.315192
3403,-3.251827,-1.529091,-1.529929,0.000838,-61.53665
3404,-2.375315,-1.739321,-1.741692,0.002371,-52.500644
3405,-3.970489,-1.083709,-1.085266,0.001556,-56.158802
3406,-2.752314,-1.290954,-1.288578,-0.002376,-52.483047
3407,-3.673867,-1.794905,-1.801885,0.00698,-43.122761
3408,-2.728274,-1.761101,-1.756859,-0.004242,-47.447909
3409,-2.723674,-0.959626,-0.966751,0.007126,-42.943675
3410,-2.479747,-2.469327,-2.462807,-0.006519,-43.715849
3411,-2.014388,-0.835582,-0.840706,0.005124,-45.807674
3412,-0.537235,-2.155115,-2.150257,-0.004857,-46.27217
3413,-1.644783,-0.712304,-0.71304,0.000736,-62.667334
3414,-0.859588,-1.438977,-1.435474,-0.003503,-49.110462
3415,-1.670393,-0.701853,-0.705536,0.003683,-48.676132
3416,-0.954741,-0.884767,-0.878767,-0.006,-44.436364
3417,-0.31996,0.481502,0.476994,0.004508,-46.920929
3418,0.418229,-1.294976,-1.291323,-0.003653,-48.747516
3419,1.022575,0.239806,0.234652,0.005154,-45.757514
3420,-0.407863,-1.177974,-1.176058,-0.001916,-54.350245
3421,-0.722617,0.199286,0.199768,-0.000481,-66.352475
3422,-1.217649,-0.057681,-0.060246,0.002565,-51.818479
3423,-1.570122,0.788745,0.786735,0.00201,-53.937463
3424,0.095273,0.293152,0.294872,-0.00172,-55.289884
3425,0.944652,-0.319042,-0.324481,0.005439,-45.288944
3426,0.768877,-0.666965,-0.66161,-0.005355,-45.424019
3427,1.86269,-0.34776,-0.35069,0.002931,-50.660584
3428,2.91714,-0.779615,-0.783976,0.004361,-47.209139
3429,2.449884,1.108043,1.112885,-0.004842,-46.298931
3430,1.771492,0.587148,0.588174,-0.001026,-59.780642
3431,0.253726,0.603911,0.60222,0.001691,-55.436599
3432,0.561834,1.313249,1.315856,-0.002607,-51.676192
3433,0.421363,1.917188,1.913045,0.004143,-47.653938
3434,-0.424992,0.768502,0.776998,-0.008495,-41.416423
3435,-1.287194,0.85215,0.846681,0.005469,-45.242264
3436,-1.101402,-0.498528,-0.497268,-0.00126,-57.995381
3437,-1.202734,0.847494,0.847251,0.000243,-72.301509
3438,-1.845546,-0.08249,-0.082626,0.000136,-77.336348
3439,-1.570422,-0.139322,-0.137932,-0.00139,-57.13897
3440,-0.81093,-0.877321,-0.881009,0.003688,-48.663589
3441,-1.366009,-0.14052,-0.143011,0.002491,-52.071987
3442,-0.667565,-0.606904,-0.603489,-0.003415,-49.332233
3443,-0.365226,-0.736137,-0.74073,0.004593,-46.758408
3444,-1.15072,-0.579232,-0.573879,-0.005353,-45.428658
3445,0.159756,0.179212,0.176102,0.00311,-50.144835
3446,-0.706102,-0.863389,-0.86322,-0.000169,-75.430138
3447,-1.102182,0.29774,0.303152,-0.005412,-45.33287
3448,-2.096651,-0.395808,-0.398995,0.003187,-49.932522
3449,-1.554972,-0.424256,-0.420871,-0.003385,-49.409817
3450,-0.247255,0.396185,0.392448,0.003737,-48.549505
3451,1.724651,-0.494777,-0.493555,-0.001222,-58.260028
3452,0.46175,-0.734154,-0.735756,0.001602,-55.908393
3453,1.333677,-1.060011,-1.060108,0.000097,-80.249912
3454,0.409172,-0.437274,-0.440124,0.00285,-50.903396
3455,-0.693385,0.639605,0.642627,-0.003022,-50.394935
3456,1.061358,1.275149,1.270463,0.004686,-46.583298
3457,1.713724,-0.210869,-0.210663,-0.000206,-73.711203
3458,1.604712,0.861943,0.863232,-0.00129,-57.789502
3459,1.518308,-0.415955,-0.417824,0.001869,-54.56949
3460,1.918285,-0.374785,-0.373952,-0.000833,-61.58221
3461,-0.161528,1.101915,1.101014,0.000901,-60.909501
3462,-0.97457,0.975291,0.979712,-0.00442,-47.090989
3463,-0.779676,0.621763,0.619837,0.001925,-54.310847
3464,0.108052,0.715574,0.714854,0.00072,-62.853268
3465,0.097247,0.747607,0.749711,-0.002104,-53.539087
3466,-0.479422,-0.825323,-0.823299,-0.002024,-53.87679
3467,-0.346878,-0.636194,-0.637936,0.001743,-55.17468
3468,-0.781943,-0.131625,-0.132068,0.000443,-67.075827
3469,-0.230974,0.384849,0.384731,0.000118,-78.551976
3470,-0.172013,-0.087888,-0.090152,0.002263,-52.905214
3471,0.898194,-0.351328,-0.350135,-0.001193,-58.46654
3472,2.383502,-0.196679,-0.199943,0.003264,-49.726053
3473,1.43756,-0.496331,-0.497201,0.00087,-61.206391
3474,0.311478,0.190287,0.191,-0.000713,-62.938011
3475,1.562629,-0.00893,-0.010768,0.001837,-54.716875
3476,1.799587,0.958083,0.956824,0.001259,-57.998573
3477,0.89337,1.431143,1.432866,-0.001723,-55.272431
3478,1.147497,0.304392,0.303894,0.000499,-66.046526
3479,0.899536,-0.165499,-0.165733,0.000234,-72.614381
3480,1.118256,1.200621,1.199676,0.000945,-60.493697
3481,1.892708,0.762117,0.762532,-0.000415,-67.640183
3482,3.272078,0.206508,0.206656,-0.000148,-76.596821
3483,2.334214,0.515758,0.514042,0.001715,-55.313331
3484,3.000156,0.400596,0.399583,0.001013,-59.887811
3485,4.047148,0.576408,0.573673,0.002734,-51.262784
3486,3.721,1.235417,1.237525,-0.002108,-53.521469
3487,4.836794,1.74738,1.746106,0.001274,-57.89449
3488,4.392987,0.744051,0.741826,0.002225,-53.053957
3489,4.544938,1.616875,1.619266,-0.002391,-52.428137
3490,3.401813,1.982689,1.9813,0.001389,-57.148996
3491,2.359866,1.518967,1.521723,-0.002756,-51.192991
3492,4.244883,2.428486,2.425481,0.003004,-50.445152
3493,3.996704,1.628654,1.629647,-0.000993,-60.061868
3494,3.702647,1.992494,1.99581,-0.003316,-49.588248
3495,3.615841,0.812273,0.809952,0.002321,-52.686211
3496,3.48598,0.815255,0.817546,-0.002291,-52.799987
3497,1.703662,2.348576,2.346054,0.002521,-51.967108
3498,1.539622,1.486355,1.490367,-0.004012,-47.933831
3499,1.786805,1.40506,1.401698,0.003362,-49.467027
3500,1.328206,1.401095,1.401149,-0.000054,-85.275172
3501,-0.163539,1.225778,1.227595,-0.001817,-54.814529
3502,0.836892,-0.149895,-0.148579,-0.001316,-57.616979
3503,1.911574,0.723689,0.720352,0.003337,-49.532302
3504,1.087312,0.536233,0.538318,-0.002085,-53.617887
3505,2.284313,0.229084,0.230753,-0.001669,-55.551492
3506,2.778317,-0.739723,-0.743926,0.004202,-47.530587
3507,2.547307,0.770276,0.77398,-0.003703,-48.62799
3508,1.707122,0.849269,0.848748,0.000521,-65.660108
3509,-0.120394,0.098651,0.096342,0.002308,-52.733809
3510,2.571021,1.368861,1.370965,-0.002104,-53.539103
3511,3.679892,1.064032,1.059628,0.004404,-47.123873
3512,2.491955,0.666779,0.672674,-0.005895,-44.589825
3513,2.619849,0.148759,0.145783,0.002976,-50.527154
3514,1.53134,-0.73566,-0.735084,-0.000576,-64.792384
3515,1.634538,2.002841,2.004087,-0.001246,-58.091613
3516,2.028063,1.47165,1.465485,0.006165,-44.201277
3517,1.171335,0.53173,0.536718,-0.004988,-46.041911
3518,0.170673,0.751988,0.749415,0.002574,-51.78928
3519,-0.302122,0.031823,0.027889,0.003934,-48.103159
3520,0.69114,0.638743,0.640215,-0.001472,-56.644313
3521,-0.129843,0.777909,0.777204,0.000706,-63.029556
3522,-0.319405,-0.233429,-0.229972,-0.003457,-49.225459
3523,-1.603905,-0.442608,-0.447614,0.005006,-46.009318
3524,-0.060728,-0.482102,-0.479301,-0.002802,-51.051979
3525,1.841389,0.364357,0.361909,0.002448,-52.225383
3526,2.156318,-0.678117,-0.674943,-0.003174,-49.966535
3527,1.368017,-0.519102,-0.520757,0.001655,-55.625032
3528,0.410862,-1.339593,-1.339738,0.000145,-76.769778
3529,1.662228,0.569717,0.567733,0.001984,-54.049287
3530,2.740673,1.104979,1.103189,0.00179,-54.941607
3531,3.574654,0.917323,0.922518,-0.005195,-45.688945
3532,3.217372,-0.193569,-0.194834,0.001265,-57.960604
3533,4.261111,-0.108488,-0.108485,-0.000003,-111.525845
3534,3.420149,1.026884,1.025238,0.001646,-55.669375
3535,3.468713,1.460424,1.463474,-0.00305,-50.313731
3536,1.559864,1.526837,1.526816,0.000021,-93.728646
3537,0.073875,1.228261,1.228839,-0.000578,-64.758727
3538,0.459557,2.007928,2.005576,0.002352,-52.571174
3539,0.482413,1.072589,1.069854,0.002735,-51.261513
3540,-0.554147,1.192389,1.195206,-0.002817,-51.002919
3541,-0.348712,-0.204343,-0.202368,-0.001975,-54.087832
3542,0.366658,-0.518543,-0.521181,0.002637,-51.576395
3543,0.975344,0.32533,0.326326,-0.000997,-60.029207
3544,0.908826,0.063549,0.061751,0.001798,-54.90449
3545,1.921512,-0.790929,-0.787029,-0.0039,-48.178218
3546,2.024152,-0.130595,-0.133263,0.002668,-51.477163
3547,3.268035,0.257835,0.257787,0.000049,-86.272109
3548,3.870296,0.602133,0.60067,0.001463,-56.69353
3549,3.658467,0.298551,0.298953,-0.000401,-67.929224
3550,4.077831,0.977254,0.978952,-0.001698,-55.401028
3551,3.744398,0.797833,0.797564,0.000269,-71.400094
3552,2.353648,1.790508,1.791811,-0.001303,-57.702488
3553,0.880807,1.640973,1.641996,-0.001023,-59.802521
3554,0.181453,1.452247,1.451692,0.000555,-65.115916
3555,1.719392,1.632594,1.634464,-0.001871,-54.560319
3556,0.046777,1.295866,1.296024,-0.000157,-76.061134
3557,-0.520373,0.265515,0.267838,-0.002322,-52.681584
3558,-1.144098,-0.214095,-0.217978,0.003883,-48.217262
3559,0.317503,-0.139308,-0.135929,-0.003379,-49.424738
3560,1.83336,1.128356,1.12567,0.002686,-51.418876
3561,1.536144,-0.812886,-0.809097,-0.00379,-48.427583
3562,2.630732,-0.449976,-0.452203,0.002226,-53.04816
3563,2.73511,-0.803225,-0.80559,0.002365,-52.525171
3564,4.602198,0.805374,0.807988,-0.002615,-51.65176
3565,4.038762,0.894122,0.89113,0.002992,-50.481319
3566,3.835516,0.661748,0.663675,-0.001927,-54.302241
3567,3.047881,1.208001,1.203577,0.004423,-47.084865
3568,3.321951,1.308864,1.310848,-0.001984,-54.049844
3569,3.273632,2.336012,2.334602,0.00141,-57.013105
3570,2.951237,1.359566,1.360297,-0.000731,-62.725027
3571,2.005107,1.301812,1.303063,-0.001252,-58.048343
3572,1.11336,0.882024,0.879805,0.002218,-53.079062
3573,2.085223,1.399117,1.40156,-0.002443,-52.241821
3574,3.035452,1.230033,1.227971,0.002061,-53.716847
3575,2.313861,0.833379,0.835611,-0.002231,-53.028803
3576,1.444218,0.407515,0.407865,-0.00035,-69.111441
3577,2.993255,0.044645,0.04322,0.001425,-56.923508
3578,3.027982,1.281149,1.281417,-0.000269,-71.417584
3579,1.899052,1.319694,1.31883,0.000865,-61.263752
3580,3.217693,0.552442,0.554698,-0.002257,-52.93072
3581,4.046157,0.282068,0.28084,0.001229,-58.21203
3582,3.498187,1.743706,1.743726,-0.00002,-93.778423
3583,3.526118,1.046685,1.047778,-0.001093,-59.225709
3584,2.429753,0.355007,0.353155,0.001851,-54.649832
3585,3.930806,1.74411,1.747306,-0.003196,-49.907909
3586,1.751222,1.769228,1.765374,0.003854,-48.282399
3587,0.688126,1.106157,1.111636,-0.005479,-45.225994
3588,-0.748126,1.248692,1.243092,0.0056,-45.036453
3589,-0.660208,0.507126,0.510464,-0.003338,-49.530157
3590,-1.579518,1.837424,1.837134,0.000289,-70.777979
3591,0.251491,-0.397949,-0.397073,-0.000876,-61.151189
3592,2.152667,-0.228065,-0.229887,0.001822,-54.790497
3593,1.807762,-1.089702,-1.087258,-0.002444,-52.237094
3594,2.754522,-0.472367,-0.472066,-0.000301,-70.427587
3595,3.119632,-1.18975,-1.190228,0.000478,-66.404681
3596,3.0325,0.930312,0.930258,0.000054,-85.320989
3597,3.872245,1.128674,1.127407,0.001267,-57.942286
3598,3.735322,0.709237,0.708214,0.001024,-59.798004
3599,3.63548,1.238912,1.240053,-0.001141,-58.852812
3600,2.455876,1.263012,1.262235,0.000777,-62.186542
3601,3.962114,1.130902,1.130649,0.000254,-71.918543
3602,3.881132,1.803437,1.800007,0.00343,-49.293605
3603,4.688048,1.323599,1.329941,-0.006342,-43.955706
3604,4.255256,1.16593,1.162034,0.003896,-48.188002
3605,3.853468,0.508561,0.508932,-0.000371,-68.609185
3606,5.366492,2.118714,2.117475,0.001239,-58.137687
3607,4.425006,1.303735,1.303512,0.000223,-73.027984
3608,4.031198,2.222408,2.22404,-0.001633,-55.741854
3609,4.876237,1.26505,1.260838,0.004212,-47.509553
3610,4.786971,1.630673,1.631854,-0.001181,-58.55731
3611,4.57492,2.402834,2.40372,-0.000885,-61.059474
3612,4.614774,1.439152,1.438933,0.000219,-73.185713
3613,3.442516,1.404595,1.407739,-0.003144,-50.050307
3614,3.326657,2.239919,2.23653,0.003389,-49.39888
3615,1.48121,1.641229,1.643163,-0.001934,-54.270859
3616,2.437619,1.876158,1.876507,-0.000348,-69.164803
3617,1.239954,1.46414,1.462219,0.001921,-54.330364
3618,2.550037,1.036751,1.0398,-0.003048,-50.319437
3619,0.395016,0.9203,0.916035,0.004265,-47.400953
3620,-0.749805,-0.005068,0.001857,-0.006925,-43.191472
3621,-0.893321,0.91624,0.911225,0.005015,-45.994044
3622,0.425281,0.007063,0.009961,-0.002898,-50.75942
3623,0.799088,1.1438,1.143834,-0.000033,-89.609548
3624,0.471465,-1.037576,-1.034644,-0.002932,-50.655969
3625,-0.370628,-0.961462,-0.961539,0.000077,-82.253649
3626,0.654184,-0.677641,-0.680612,0.002971,-50.541884
3627,0.807495,0.491026,0.493248,-0.002222,-53.066209
3628,0.050258,0.082065,0.082658,-0.000593,-64.538972
3629,1.174625,-0.196669,-0.197361,0.000692,-63.197973
3630,0.665748,-0.588059,-0.589268,0.001209,-58.348569
3631,1.124096,0.39337,0.394682,-0.001312,-57.642292
3632,1.02668,0.010828,0.011289,-0.000462,-66.71593
