番号,誤差,誤差10log10(e^2),白色信号
0,0.000001,-60.803772,0.091161
1,3.260999,5.133506,-1.514238
2,1.258235,0.997616,-1.564085
3,0.000473,-33.251809,-0.142657
4,0.780982,-1.073588,1.515201
5,0.068271,-11.657661,0.520858
6,0.640307,-1.936115,-0.786649
7,0.001712,-27.665034,-0.946049
8,0.160306,-7.950493,0.098755
9,0.755108,-1.219909,0.479207
10,0.269067,-5.701391,0.445384
11,0.175726,-7.551642,-1.753732
12,0.310311,-5.082026,0.111771
13,0.243680,-6.131807,-0.129135
14,0.840043,-0.756983,2.107487
15,0.540820,-2.669471,1.606175
16,0.044809,-13.486321,-1.776656
17,1.433459,1.563852,-1.051865
18,0.099880,-10.005233,-0.181406
19,3.651444,5.624646,-0.205395
20,0.585067,-2.327944,-1.199384
21,3.886792,5.895913,0.819829
22,1.427629,1.546153,2.030026
23,0.728017,-1.378586,-0.766482
24,0.127216,-8.954575,-0.102901
25,0.092013,-10.361492,-0.671411
26,1.756416,2.446274,-0.470971
27,3.419600,5.339753,-1.695712
28,3.434819,5.359038,0.999267
29,0.214060,-6.694644,-0.180745
30,0.299743,-5.232515,0.202089
31,0.017811,-17.493041,0.325324
32,0.447014,-3.496787,-0.592382
33,3.712055,5.696144,-0.943305
34,0.641590,-1.927424,-0.519641
35,0.550161,-2.595099,-0.273367
36,0.031288,-15.046254,0.111078
37,0.847792,-0.717109,1.221454
38,1.961737,2.926407,1.576426
39,0.148435,-8.284645,1.226422
40,0.028136,-15.507323,-0.575306
41,0.426578,-3.700014,-0.678279
42,0.122809,-9.107700,0.231241
43,4.438121,6.471991,-2.195988
44,0.047730,-13.212094,0.083654
45,1.676543,2.244148,1.452005
46,0.104051,-9.827517,0.679851
47,0.285955,-5.437017,-0.003682
48,3.132492,4.958899,-0.049377
49,1.058591,0.247283,0.099575
50,2.394060,3.791351,-1.924154
51,0.312165,-5.056162,0.932566
52,0.708316,-1.497729,0.844423
53,0.279345,-5.538593,1.922783
54,1.019847,0.085349,-2.321998
55,3.149548,4.982483,1.478798
56,1.273212,1.049008,0.047043
57,0.015585,-18.072922,0.950065
58,1.072945,0.305774,-0.753954
59,3.514317,5.458409,-0.329351
60,0.919601,-0.364007,1.677001
61,1.637106,2.140767,0.974344
62,1.702452,2.310748,-0.268074
63,0.015354,-18.137899,-1.596443
64,0.186530,-7.292505,1.206628
65,1.607031,2.060242,-0.580504
66,0.019458,-17.109027,0.163649
67,0.873236,-0.588686,0.357935
68,1.734291,2.391219,1.036918
69,2.365273,3.738813,-0.292459
70,1.676816,2.244854,0.910386
71,2.096661,3.215282,-2.005115
72,0.104101,-9.825451,-0.493603
73,0.679291,-1.679443,-0.657197
74,0.115290,-9.382077,-0.246583
75,0.082811,-10.819141,0.550199
76,4.827283,6.837028,1.230706
77,1.973533,2.952445,-1.657280
78,0.000000,-67.701429,-0.871251
79,0.056881,-12.450348,0.329283
80,1.217029,0.853009,-1.158582
81,0.001533,-28.143223,0.599749
82,1.417209,1.514339,-0.656185
83,0.721403,-1.418222,2.216215
84,0.004126,-23.844222,0.415673
85,0.410301,-3.868969,-0.042328
86,1.689904,2.278619,-1.203835
87,0.809415,-0.918286,0.278514
88,2.033909,3.083314,0.453041
89,0.626016,-2.034146,0.354757
90,0.179345,-7.463118,0.927221
91,0.668120,-1.751458,0.056384
92,0.490631,-3.092447,0.188932
93,0.034020,-14.682718,-0.451449
94,0.003281,-24.839939,0.767528
95,0.012242,-19.121622,0.454202
96,0.119062,-9.242257,-0.729905
97,2.069054,3.157718,-2.879965
98,1.580720,1.988548,1.841025
99,1.599845,2.040780,-1.085411
100,0.005740,-22.410630,0.409964
101,0.005112,-22.914058,-1.266689
102,0.278063,-5.558563,-1.799144
103,2.789838,4.455790,0.466414
104,1.994764,2.998916,-0.474511
105,1.006577,0.028468,0.189594
106,3.076004,4.879869,0.625734
107,0.293642,-5.321819,0.727026
108,0.036009,-14.435897,0.409648
109,0.412613,-3.844569,0.874343
110,0.063835,-11.949413,-0.482613
111,4.394328,6.428925,-2.750212
112,2.424966,3.847057,2.556282
113,0.104844,-9.794562,0.137047
114,2.563896,4.089004,-2.009949
115,0.125642,-9.008638,-0.946744
116,1.726801,2.372424,-0.176535
117,16.140417,12.079147,-2.360968
118,4.736014,6.754130,1.432282
119,0.413534,-3.834887,-0.433200
120,0.153810,-8.130142,-1.029365
121,0.501023,-3.001425,-0.949873
122,4.254971,6.288966,0.807952
123,4.384091,6.418796,-0.337126
124,1.486531,1.721739,0.290602
125,0.196127,-7.074617,0.220527
126,0.024025,-16.193344,-0.919361
127,1.589196,2.011775,-0.804477
128,0.577110,-2.387412,-0.215347
129,0.288750,-5.394782,0.425240
130,0.488885,-3.107937,0.734688
131,0.981885,-0.079392,1.707939
132,0.369879,-4.319405,-0.116602
133,0.000165,-37.818523,1.179670
134,1.182669,0.728631,1.817916
135,0.540208,-2.674386,0.088613
136,0.120505,-9.189957,0.467143
137,1.473251,1.682766,1.845429
138,1.954322,2.909962,-1.483275
139,1.047617,0.202024,0.079765
140,0.087845,-10.562826,-0.980726
141,3.439143,5.364503,-1.716548
142,0.987699,-0.053754,-1.374033
143,1.057639,0.243373,-0.062478
144,0.782043,-1.067692,-0.922690
145,0.073166,-11.356879,-0.849338
146,0.457616,-3.394993,-0.183090
147,0.182596,-7.385099,0.305759
148,1.541132,1.878398,2.772316
149,0.830642,-0.805862,0.816141
150,0.044507,-13.515748,0.193885
151,0.018278,-17.380694,-0.329187
152,0.944661,-0.247239,2.237530
153,4.468658,6.501771,-0.540919
154,0.356857,-4.475061,0.214782
155,0.142871,-8.450550,0.952243
156,0.065392,-11.844764,-0.918301
157,4.404644,6.439108,-0.871887
158,1.372115,1.373906,-0.424834
159,2.321657,3.657980,-1.547820
160,0.015013,-18.235310,0.033375
161,0.173883,-7.597436,-0.436431
162,0.009334,-20.299549,-0.387048
163,0.152733,-8.160679,-0.886401
164,2.310377,3.636829,1.053553
165,0.126206,-8.989197,0.652245
166,0.044555,-13.510995,-0.548471
167,0.018912,-17.232716,-0.416337
168,0.930591,-0.312411,0.713545
169,3.571929,5.529028,-1.681002
170,0.497270,-3.034073,-1.502891
171,0.995221,-0.020806,0.883947
172,0.272471,-5.646794,0.953678
173,0.011057,-19.563639,1.220792
174,1.984214,2.975885,-0.149339
175,0.040006,-13.978716,-0.731482
176,1.797361,2.546353,-1.115832
177,0.001913,-27.183186,0.583769
178,0.629989,-2.006667,-0.703646
179,0.764592,-1.165702,1.035614
180,0.070842,-11.497076,-0.225151
181,2.138933,3.301971,2.228166
182,0.627876,-2.021260,-0.257238
183,0.070949,-11.490554,-0.354541
184,0.407096,-3.903027,-0.173067
185,2.982102,4.745224,2.565533
186,3.689929,5.670180,-0.371436
187,0.571937,-2.426518,-0.631173
188,0.068952,-11.614541,0.359172
189,0.784283,-1.055274,-1.212857
190,2.150594,3.325584,0.286758
191,0.956427,-0.193484,-0.527077
192,0.030881,-15.103117,-0.370420
193,0.127359,-8.949707,-0.403260
194,2.631828,4.202575,1.406697
195,2.114666,3.252417,-1.548945
196,0.002526,-25.976020,-0.874544
197,0.002002,-26.984736,-0.340002
198,0.110495,-9.566558,-0.436185
199,0.824579,-0.837678,-0.076710
200,2.419327,3.836945,0.156912
201,0.009891,-20.047547,-0.137914
202,0.530383,-2.754108,-1.331451
203,0.024597,-16.091113,-0.709959
204,0.034198,-14.659949,0.400042
205,0.092718,-10.328362,-0.375243
206,0.052946,-12.761655,0.277930
207,1.082523,0.344373,0.169306
208,0.351299,-4.543231,-0.959101
209,0.878586,-0.562156,-1.147312
210,0.010963,-19.600897,-0.479214
211,0.265741,-5.755408,1.449222
212,0.007345,-21.340117,0.092256
213,0.295403,-5.295847,-0.336797
214,0.263042,-5.799754,-1.874006
215,0.526146,-2.788940,1.344465
216,0.208730,-6.804153,1.367086
217,0.004304,-23.661728,-0.695385
218,0.663609,-1.780877,1.290188
219,4.685050,6.707142,2.012385
220,0.595336,-2.252379,1.846475
221,0.216462,-6.646183,-0.789120
222,0.156205,-8.063044,-0.094730
223,0.600979,-2.211410,0.090823
224,1.010369,0.044802,0.025971
225,0.029765,-15.262923,0.414109
226,1.601118,2.044233,0.759314
227,0.455537,-3.414765,-0.659772
228,0.084967,-10.707505,-0.475110
229,1.739259,2.403642,2.547652
230,0.236538,-6.260996,-0.325707
231,0.248967,-6.038589,-0.129269
232,0.831315,-0.802343,0.051613
233,0.036624,-14.362385,0.099134
234,0.632068,-1.992365,1.493660
235,0.544452,-2.640405,-0.318212
236,1.352992,1.312951,-1.911609
237,0.045476,-13.422165,0.311293
238,0.477589,-3.209460,1.492626
239,2.468741,3.924755,-1.202491
240,2.961114,4.714551,1.628949
241,1.443000,1.592663,0.528953
242,0.090498,-10.433624,1.350174
243,0.170930,-7.671810,1.892234
244,1.379135,1.396067,0.567015
245,2.053141,3.124187,-0.226067
246,0.493995,-3.062773,0.630512
247,0.243698,-6.131474,0.915609
248,1.604328,2.052932,-1.373525
249,0.003020,-25.199833,-0.258209
250,0.238885,-6.218113,0.411375
251,0.255004,-5.934529,0.156535
252,0.481989,-3.169626,-1.015378
253,1.208349,0.821924,0.019319
254,0.157719,-8.021169,-0.279959
255,0.137867,-8.605389,1.014369
256,0.071693,-11.445261,0.608945
257,0.531385,-2.745905,0.229708
258,0.034047,-14.679211,0.154760
259,0.000004,-54.351372,-0.537872
260,1.095959,0.397944,-0.704365
261,0.009028,-20.444020,-0.312169
262,0.123595,-9.080002,-0.789897
263,0.040339,-13.942792,-0.476756
264,0.375779,-4.250673,-2.199865
265,0.038832,-14.108050,-0.010172
266,0.017900,-17.471418,0.097828
267,0.569834,-2.442514,0.784748
268,0.176046,-7.543748,0.886754
269,3.288518,5.170002,0.971648
270,0.176584,-7.530488,0.564694
271,0.023483,-16.292491,-0.486456
272,1.533428,1.856634,-1.303113
273,0.247855,-6.058020,0.908283
274,0.038798,-14.111881,0.778593
275,0.114931,-9.395639,-0.714315
276,0.142142,-8.472780,-0.060456
277,0.061527,-12.109375,-1.062508
278,0.458162,-3.389813,0.911983
279,0.374283,-4.268001,-1.386971
280,0.931308,-0.309067,0.928779
281,0.228903,-6.403481,1.166283
282,0.631229,-1.998130,0.604603
283,0.552753,-2.574690,0.171261
284,0.000321,-34.936106,-2.094233
285,0.013102,-18.826719,1.610782
286,0.029690,-15.273950,0.968305
287,0.001987,-27.017982,0.206522
288,0.074926,-11.253686,0.170148
289,1.675324,2.240987,0.112963
290,3.601227,5.564505,-0.430250
291,0.004785,-23.200996,-0.081526
292,0.004389,-23.576732,0.388600
293,0.451998,-3.448633,-1.426617
294,0.173416,-7.609098,1.212491
295,1.703322,2.312968,1.572390
296,2.010917,3.033942,-1.746150
297,0.121568,-9.151812,0.332828
298,2.018501,3.050289,1.137878
299,5.146308,7.114958,-1.805846
300,0.017487,-17.572902,0.094189
301,4.189377,6.221494,1.312816
302,0.814369,-0.891788,0.004333
303,0.008687,-20.611057,0.488958
304,1.662200,2.206834,0.230178
305,2.174402,3.373398,-1.844459
306,0.032955,-14.820796,1.674901
307,1.603239,2.049981,1.849214
308,0.372186,-4.292399,-0.195375
309,0.044005,-13.564941,-0.915589
310,0.522635,-2.818011,-0.855963
311,6.113638,7.862997,-1.694883
312,0.002182,-26.612209,0.431158
313,0.554328,-2.562330,0.815041
314,0.325072,-4.880200,-2.302918
315,0.015638,-18.058223,-1.116683
316,0.739065,-1.313173,0.356463
317,0.100377,-9.983661,0.894797
318,0.310619,-5.077715,-0.982531
319,5.370340,7.300018,2.210706
320,0.433111,-3.634013,1.068677
321,1.229968,0.898938,-1.067769
322,0.106388,-9.731071,-0.356188
323,0.369440,-4.324564,-0.139270
324,2.440278,3.874392,0.017069
325,0.066270,-11.786856,-0.728669
326,1.560300,1.932080,0.966563
327,0.082463,-10.837427,0.317531
328,0.182761,-7.381165,-0.207560
329,1.786136,2.519146,2.495944
330,0.104333,-9.815776,-0.107030
331,0.465219,-3.323426,0.391932
332,0.572030,-2.425813,1.021809
333,0.068130,-11.666629,0.491010
334,1.310108,1.173071,0.838319
335,1.022836,0.098061,0.646570
336,0.531567,-2.744423,-0.800573
337,0.011702,-19.317438,0.906039
338,0.082064,-10.858456,-0.238989
339,0.557351,-2.538712,-1.113991
340,0.180862,-7.426532,1.152539
341,0.078655,-11.042714,-0.508640
342,0.678358,-1.685408,-0.070982
343,0.985285,-0.064383,0.630708
344,0.605904,-2.175965,-1.768236
345,0.374540,-4.265021,0.364961
346,0.035048,-14.553329,-1.294676
347,0.242168,-6.158826,-0.304184
348,0.027017,-15.683703,0.583059
349,3.194191,5.043609,0.998034
350,1.210216,0.828629,-0.096814
351,1.443157,1.593134,0.025354
352,0.006435,-21.914496,0.934767
353,0.013833,-18.590880,0.261878
354,0.514363,-2.887306,-0.286833
355,0.016601,-17.798711,-0.799042
356,0.151633,-8.192067,1.303791
357,0.147305,-8.317836,0.005847
358,0.314851,-5.018950,-0.680856
359,2.762255,4.412638,2.002154
360,1.202678,0.801495,2.336057
361,0.210865,-6.759962,0.772839
362,1.318306,1.200163,1.524898
363,0.208438,-6.810228,0.147339
364,2.551407,4.067797,-0.366309
365,0.791213,-1.017065,-0.572569
366,0.310869,-5.074221,-1.162117
367,1.666507,2.218070,-1.486755
368,0.091587,-10.381655,0.063850
369,0.032784,-14.843349,-0.985050
370,0.005316,-22.744014,-0.687334
371,0.568819,-2.450259,0.275485
372,0.721009,-1.420594,0.697203
373,1.447144,1.605118,-1.817288
374,0.290904,-5.362505,-0.266595
375,0.181540,-7.410276,-1.159876
376,1.333265,1.249166,-1.729293
377,0.400365,-3.975438,-0.963564
378,0.603674,-2.191977,-0.873556
379,0.635258,-1.970497,-0.927380
380,1.127545,0.521340,0.507686
381,0.320387,-4.943254,0.202741
382,0.115255,-9.383408,0.011429
383,0.241642,-6.168278,-1.263225
384,0.139017,-8.569305,-0.157730
385,0.031678,-14.992451,1.692416
386,0.158190,-8.008221,0.735125
387,0.022828,-16.415368,0.117339
388,1.886998,2.757715,0.976399
389,0.861328,-0.648313,-1.023378
390,0.110445,-9.568543,1.222416
391,0.000477,-33.213680,-0.213933
392,0.137345,-8.621880,-1.232282
393,0.032845,-14.835253,1.720108
394,0.544549,-2.639627,-0.524561
395,3.532428,5.480733,-1.148379
396,0.977601,-0.098384,0.007867
397,0.261923,-5.818268,-1.239157
398,0.620483,-2.072701,0.365497
399,3.324465,5.217218,2.486111
400,0.208262,-6.813908,0.010122
401,0.461367,-3.359531,2.124489
402,2.079153,3.178865,1.321592
403,1.361620,1.340560,-0.275826
404,2.470647,3.928106,-1.784188
405,0.128985,-8.894602,-0.209837
406,1.262553,1.012498,0.273040
407,0.296825,-5.274994,1.372650
408,0.132159,-8.789035,-1.488845
409,0.791664,-1.014592,0.274074
410,0.061400,-12.118324,0.069295
411,0.173034,-7.618676,0.069188
412,0.130221,-8.853193,0.438128
413,4.136281,6.166101,1.716202
414,0.682070,-1.661712,-0.018637
415,0.025208,-15.984658,-0.252948
416,0.151522,-8.195238,1.144370
417,0.099421,-10.025210,1.202769
418,3.854409,5.859578,-2.052552
419,0.760260,-1.190377,0.265285
420,0.012177,-19.144552,-0.234368
421,0.625832,-2.035425,-0.354308
422,0.039457,-14.038719,0.267533
423,1.144309,0.585434,-1.129552
424,1.240217,0.934975,0.042295
425,1.227057,0.888646,0.891564
426,0.093698,-10.282702,-0.105046
427,0.238098,-6.232435,0.909253
428,0.852304,-0.694053,0.938611
429,0.058676,-12.315368,-0.239744
430,0.060743,-12.165042,1.776662
431,0.181450,-7.412436,-0.126340
432,0.888086,-0.515451,-0.269501
433,0.349493,-4.565610,0.951409
434,0.097861,-10.093909,0.745574
435,1.850438,2.672746,-1.148041
436,1.456519,1.633162,1.389992
437,1.273249,1.049135,-2.711385
438,1.468197,1.667844,-0.873654
439,0.229251,-6.396887,0.515622
440,0.000787,-31.040054,-0.696581
441,0.455780,-3.412449,0.244313
442,2.438258,3.870797,-0.695068
443,0.464526,-3.329902,2.144557
444,0.006904,-21.608800,1.164257
445,0.051788,-12.857710,-0.603316
446,0.068354,-11.652342,-0.322315
447,1.095378,0.395640,1.089072
448,2.170967,3.366531,0.493280
449,0.012820,-18.921144,-0.432088
450,0.286167,-5.433802,0.304218
451,0.041252,-13.845578,-0.503011
452,1.107109,0.441905,-0.630670
453,0.007584,-21.200900,-0.334780
454,0.013384,-18.734245,-0.733149
455,0.010100,-19.956823,0.295999
456,0.112232,-9.498833,-0.138288
457,0.189014,-7.235055,-1.236373
458,0.008000,-20.969089,-0.083758
459,0.034035,-14.680779,-0.854776
460,0.010638,-19.731245,0.265923
461,0.001240,-29.067398,-0.483087
462,0.035509,-14.496620,-0.820795
463,0.640892,-1.932153,-1.642441
464,1.246277,0.956146,1.308648
465,1.347475,1.295207,-1.293619
466,1.138516,0.563393,-3.698848
467,0.406176,-3.912862,0.838901
468,0.240107,-6.195957,-0.683082
469,3.571267,5.528223,-1.132783
470,2.951144,4.699904,0.323502
471,2.663204,4.254045,0.967500
472,0.260174,-5.847365,1.594322
473,0.831468,-0.801544,0.695478
474,0.000341,-34.672100,-0.860806
475,0.690269,-1.609817,-0.917287
476,0.140797,-8.514072,0.051325
477,0.622779,-2.056657,-0.054912
478,0.981724,-0.080107,1.662241
479,0.042941,-13.671290,-0.288980
480,2.545434,4.057619,2.533471
481,0.363870,-4.390538,2.438796
482,0.020051,-16.978742,-0.171056
483,1.187224,0.745328,-0.601194
484,0.008555,-20.677595,-1.796046
485,2.764379,4.415976,0.145907
486,0.638365,-1.949306,-0.604917
487,0.017715,-17.516499,-1.024197
488,0.874405,-0.582876,1.407153
489,0.004693,-23.285358,-1.094385
490,0.063230,-11.990802,1.496221
491,0.277114,-5.573413,0.025695
492,0.220897,-6.558094,0.334162
493,0.005736,-22.413853,2.154512
494,1.808437,2.573035,0.410153
495,1.631419,2.125656,0.615436
496,0.441494,-3.550753,0.094038
497,0.427352,-3.692147,-0.376709
498,0.228407,-6.412909,1.141795
499,0.000095,-40.239724,-0.273379
500,0.223930,-6.498881,-1.202393
501,0.018596,-17.305764,-0.184846
502,0.263295,-5.795571,0.368852
503,0.030384,-15.173562,2.524173
504,0.234234,-6.303498,-2.360074
505,0.054432,-12.641478,-0.327047
506,0.180957,-7.424245,-0.760837
507,1.657805,2.195333,-2.100899
508,0.156284,-8.060858,1.277776
509,5.046550,7.029946,0.931297
510,0.528845,-2.766719,-0.236979
511,5.444242,7.359374,3.766309
512,2.891572,4.611340,2.163208
513,3.200557,5.052256,-1.158301
514,0.042227,-13.744051,0.140785
515,0.032945,-14.822118,-1.272544
516,4.020434,6.042730,0.405863
517,0.472032,-3.260284,-1.888872
518,2.109315,3.241415,1.137513
519,1.309274,1.170306,-1.176140
520,0.877371,-0.568170,0.069214
521,0.550071,-2.595810,0.214557
522,2.600639,4.150801,0.182036
523,2.504242,3.986763,-0.660374
524,1.707858,2.324517,0.281924
525,0.003527,-24.526021,0.943820
526,0.495182,-3.052351,-1.304599
527,0.180817,-7.427609,-0.575455
528,0.401087,-3.967611,-0.146801
529,1.687712,2.272983,-1.304990
530,0.057807,-12.380162,-0.528234
531,1.164875,0.662794,0.648132
532,0.168527,-7.733293,0.403756
533,0.008262,-20.829148,0.654033
534,0.692489,-1.595872,0.290930
535,0.617213,-2.095648,-1.633580
536,0.006390,-21.945231,0.904704
537,0.016012,-17.955536,0.122711
538,0.054810,-12.611370,-0.607910
539,0.834757,-0.784400,-1.637553
540,0.479516,-3.191966,-0.798684
541,0.238299,-6.228774,1.158780
542,0.019107,-17.188017,-0.990008
543,0.232916,-6.328003,-1.300816
544,0.397267,-4.009173,-1.014769
545,0.013157,-18.808454,0.560809
546,1.093735,0.389119,-0.594225
547,0.492296,-3.077740,-0.589856
548,0.019597,-17.078132,-0.859987
549,0.131302,-8.817285,-0.537840
550,0.496602,-3.039918,-0.902144
551,0.329334,-4.823631,0.384230
552,0.180598,-7.432872,-1.353870
553,0.233768,-6.312144,0.391355
554,0.087280,-10.590873,0.304055
555,0.018771,-17.265185,-0.938532
556,0.000000,-81.376043,0.617802
557,0.717236,-1.443382,0.309406
558,0.031769,-14.979921,0.843180
559,0.206496,-6.850879,1.519434
560,1.159139,0.641355,0.980345
561,0.028493,-15.452550,1.321946
562,0.001788,-27.476754,0.091655
563,0.000188,-37.258705,1.079942
564,0.639744,-1.939941,-0.437553
565,0.402483,-3.952525,-1.065544
566,0.188902,-7.237630,0.053235
567,0.009161,-20.380564,-0.470668
568,1.032231,0.137768,-0.689700
569,0.292421,-5.339912,-0.294836
570,0.520765,-2.833582,1.140975
571,0.000022,-46.608459,0.427240
572,0.249041,-6.037284,-1.326560
573,1.118170,0.485078,-3.465568
574,0.067903,-11.681105,-0.297755
575,0.118160,-9.275284,0.569268
576,0.030333,-15.180802,-0.333972
577,1.011330,0.048929,0.058311
578,1.645192,2.162167,-0.324678
579,0.389833,-4.091220,0.718693
580,1.098553,0.408211,-2.127322
581,1.431376,1.557538,1.770444
582,0.122194,-9.129487,-0.038740
583,0.083594,-10.778259,-1.310185
584,0.671522,-1.729396,-0.588710
585,1.611677,2.072779,-0.351097
586,4.974921,6.967862,-0.835042
587,0.882117,-0.544739,0.201540
588,1.261204,1.007853,1.804831
589,0.026320,-15.797111,-0.895126
590,0.462290,-3.350851,1.707459
591,0.044290,-13.536925,-0.770871
592,0.957203,-0.189961,-0.762281
593,0.376563,-4.241625,-0.286950
594,0.684857,-1.644002,0.408475
595,0.292175,-5.343572,1.115051
596,0.623547,-2.051311,-0.256717
597,0.009690,-20.136779,-0.228965
598,0.006186,-22.085757,-0.315637
599,0.253253,-5.964456,-0.130154
600,0.162156,-7.900677,-0.023532
601,0.088398,-10.535577,-0.503535
602,0.016216,-17.900582,-0.149710
603,0.246242,-6.086382,0.908226
604,0.451382,-3.454562,1.656487
605,0.243459,-6.135742,-1.006109
606,0.107190,-9.698461,0.213202
607,0.039551,-14.028382,-0.424165
608,0.111585,-9.523939,0.620293
609,1.439322,1.581578,-1.130640
610,1.676078,2.242943,0.517545
611,1.044677,0.189820,-1.245258
612,0.010251,-19.892252,-0.414950
613,0.138064,-8.599202,0.577606
614,1.327883,1.231597,0.280456
615,1.366357,1.355643,-0.675262
616,3.963682,5.980988,2.095937
617,0.001882,-27.254423,0.822476
618,0.015037,-18.228492,0.605429
619,0.364082,-4.388013,-0.724884
620,0.362573,-4.406042,-0.079952
621,2.283821,3.586620,-0.010766
622,1.062179,0.261978,1.506997
623,0.076948,-11.138045,0.148587
624,0.806339,-0.934825,0.320367
625,0.340412,-4.679955,-0.379971
626,0.004160,-23.809197,-0.695834
627,2.980522,4.742924,-1.560010
628,0.863434,-0.637710,0.531235
629,1.337055,1.261493,-1.217583
630,0.965392,-0.152962,0.356651
631,0.020502,-16.882113,0.960397
632,0.344210,-4.631762,-1.024503
633,1.892897,2.771269,-0.764729
634,0.576471,-2.392226,-1.451288
635,0.076948,-11.138049,1.769146
636,0.201926,-6.948084,0.570042
637,0.384961,-4.145833,0.821434
638,1.096654,0.400697,1.202863
639,0.210708,-6.763182,0.711605
640,0.938833,-0.274116,0.019452
641,0.000870,-30.604079,0.098688
642,0.209049,-6.797527,1.219043
643,0.599789,-2.220017,-0.344757
644,0.004926,-23.074810,-0.334347
645,0.065801,-11.817686,-0.489580
646,0.051683,-12.866512,0.244188
647,0.139187,-8.564004,1.210318
648,2.033562,3.082575,1.455087
649,0.296989,-5.272590,-0.491638
650,0.584765,-2.330183,0.294401
651,0.064868,-11.879686,0.859259
652,0.002661,-25.749871,0.349439
653,0.018335,-17.367283,1.475844
654,1.326977,1.228634,0.766920
655,0.009381,-20.277658,1.541950
656,0.032185,-14.923400,0.853536
657,0.000311,-35.072995,0.430336
658,0.063828,-11.949868,0.281817
659,0.005362,-22.706766,0.821189
660,0.028675,-15.424916,0.609035
661,0.411993,-3.851099,-1.119323
662,0.052820,-12.772016,0.313909
663,0.021212,-16.734088,0.925243
664,0.130329,-8.849599,1.721114
665,0.387900,-4.112802,-1.172319
666,0.491917,-3.081080,-0.088038
667,0.040236,-13.953807,0.448979
668,0.035778,-14.463812,0.397537
669,0.558748,-2.527841,-0.013794
670,1.876890,2.734388,0.350305
671,0.390001,-4.089343,-0.260403
672,0.115241,-9.383947,-0.843036
673,0.000108,-39.680330,0.606968
674,0.191644,-7.175057,0.375718
675,0.645046,-1.904094,-1.366320
676,0.056674,-12.466172,-0.287956
677,0.449680,-3.470965,0.587092
678,0.346364,-4.604671,-0.108657
679,1.421630,1.527865,-2.840197
680,0.120732,-9.181793,-1.343761
681,0.285474,-5.444336,-0.622064
682,0.014591,-18.359227,0.710491
683,0.526578,-2.785377,1.079347
684,3.183312,5.028792,0.719426
685,0.095646,-10.193314,-0.078470
686,0.045678,-13.402919,-1.250104
687,1.072898,0.305586,-1.038672
688,0.739456,-1.310876,2.295279
689,0.128618,-8.906980,0.053495
690,0.134345,-8.717790,-0.134310
691,0.505631,-2.961661,0.542302
692,0.579324,-2.370785,1.187776
693,2.708926,4.327972,-0.276101
694,0.478957,-3.197033,-0.477038
695,0.935477,-0.289671,-1.715913
696,0.088492,-10.530966,-0.717603
697,0.573895,-2.411672,-0.385669
698,1.869224,2.716614,1.961960
699,0.011842,-19.265817,0.113686
700,1.342037,1.277645,0.390728
701,1.472317,1.680013,-1.954902
702,0.060420,-12.188162,-1.493276
703,1.323548,1.217397,0.003699
704,0.130383,-8.847792,-0.864848
705,3.421440,5.342089,-2.881426
706,4.361261,6.396121,1.247981
707,0.916828,-0.377119,-1.682653
708,0.026038,-15.843994,0.204102
709,0.451849,-3.450066,1.325026
710,1.191166,0.759724,-0.896955
711,2.003693,3.018312,0.372933
712,2.101787,3.225888,-0.699118
713,0.287453,-5.414337,1.433323
714,0.247143,-6.070518,-0.872249
715,0.018225,-17.393336,-0.921591
716,0.362906,-4.402054,-0.968506
717,0.024621,-16.086907,-0.233216
718,0.358323,-4.457252,-0.082832
719,0.634500,-1.975687,0.784846
720,0.013210,-18.790834,-1.341099
721,0.129952,-8.862182,-1.097143
722,0.043551,-13.610018,-0.829317
723,0.432470,-3.640441,-1.135749
724,0.382976,-4.168287,-0.839057
725,0.945883,-0.241628,0.525016
726,0.001362,-28.656952,-0.492559
727,0.000308,-35.107903,-0.311709
728,0.756863,-1.209830,0.464742
729,0.006143,-22.116335,0.029052
730,0.024090,-16.181564,0.916689
731,0.009639,-20.159895,-0.635811
732,0.012699,-18.962140,-0.627162
733,0.000750,-31.246646,0.375373
734,0.604822,-2.183722,-1.521468
735,0.333987,-4.762706,-0.235665
736,0.455374,-3.416314,-0.167348
737,0.126155,-8.990946,-0.101717
738,0.056807,-12.456014,-0.520827
739,0.355173,-4.495600,-0.435328
740,0.033267,-14.779819,0.404843
741,0.207499,-6.829836,-1.071117
742,0.056413,-12.486202,-0.713576
743,0.066550,-11.768507,-1.422609
744,0.134810,-8.702792,-0.723515
745,0.046799,-13.297605,0.870936
746,0.061963,-12.078699,-0.452296
747,0.127461,-8.946214,-1.049629
748,0.267731,-5.723015,-0.378088
749,0.000594,-32.265290,0.063476
750,0.422235,-3.744453,-0.300176
751,0.450825,-3.459918,0.512515
752,0.249766,-6.024668,0.442745
753,0.037896,-14.214092,-0.528563
754,0.000059,-42.292710,0.673585
755,0.070693,-11.506209,-0.144099
756,1.057942,0.244620,-0.926665
757,0.108642,-9.640016,0.256216
758,0.131554,-8.808951,0.698085
759,0.007489,-21.255487,0.702952
760,0.188379,-7.249682,0.547732
761,0.324230,-4.891474,-2.075348
762,0.476592,-3.218530,-0.955156
763,0.108622,-9.640816,1.304441
764,0.646297,-1.895680,-1.030591
765,0.365648,-4.369370,1.224637
