番号,誤差,誤差10log10(e^2),白色信号
2419,0.030059,-15.220226,-0.661983
2420,0.003380,-24.710547,-0.486739
2421,0.046733,-13.303783,-0.776704
2422,0.017227,-17.637995,-0.972104
2423,0.030770,-15.118778,-1.086109
2424,0.008159,-20.883605,-0.397291
2425,0.017834,-17.487507,-0.799629
2426,0.000803,-30.950846,-0.801944
2427,0.089784,-10.468026,0.540974
2428,0.040020,-13.977281,-1.521419
2429,0.058942,-12.295715,-0.965160
2430,0.041062,-13.865589,-0.636970
2431,0.120147,-9.202878,-1.540972
2432,0.083317,-10.792667,1.724042
2433,0.374502,-4.265463,1.446553
2434,0.011965,-19.220899,-0.568209
2435,0.030390,-15.172761,-0.971458
2436,0.176566,-7.530936,0.349242
2437,0.447148,-3.495483,0.037196
2438,0.010644,-19.728917,0.407457
2439,0.000058,-42.332098,-0.998046
2440,0.032617,-14.865573,-0.402165
2441,0.166517,-7.785413,-0.682247
2442,0.244960,-6.109044,1.738996
2443,0.182234,-7.393707,-0.747916
2444,0.275165,-5.604062,0.438717
2445,0.080136,-10.961701,-0.558087
2446,0.191420,-7.180125,0.702465
2447,0.245028,-6.107847,0.399558
2448,0.276724,-5.579528,0.150764
2449,1.108392,0.446934,-3.116129
2450,0.036017,-14.434972,-1.211937
2451,0.251315,-5.997813,-0.270862
2452,0.077390,-11.113129,0.298155
2453,0.070516,-11.517148,-0.477250
2454,0.856664,-0.671896,-0.223093
2455,0.209808,-6.781786,-0.735724
2456,0.048520,-13.140816,0.121361
2457,0.000051,-42.920721,1.737305
2458,0.160171,-7.954153,0.973454
2459,0.128469,-8.912022,-0.915267
2460,0.081680,-10.878816,-0.045027
2461,0.425723,-3.708724,-1.836608
2462,0.001226,-29.113617,0.754407
2463,0.001331,-28.758098,0.979797
2464,0.059727,-12.238287,-0.951173
2465,0.012850,-18.910945,0.756847
2466,0.029257,-15.337688,-2.281603
2467,0.344608,-4.626750,0.122199
2468,0.000186,-37.314871,-0.607639
2469,0.012280,-19.107952,-0.725976
2470,0.109748,-9.596048,-0.880138
2471,0.057095,-12.433992,-1.493184
2472,0.006724,-21.723923,0.510428
2473,0.008393,-20.760745,-0.759235
2474,0.092495,-10.338814,0.050797
2475,0.199127,-7.008706,2.283289
2476,0.331205,-4.799029,0.986259
2477,0.225834,-6.462112,-0.564191
2478,0.244500,-6.117205,0.390904
2479,0.209950,-6.778846,-0.715251
2480,0.334377,-4.757641,-0.933542
2481,0.074034,-11.305684,-0.888445
2482,0.185233,-7.322824,0.275541
2483,0.416865,-3.800044,-1.452142
2484,0.176610,-7.529847,-0.076484
2485,0.003193,-24.958573,0.103992
2486,0.167548,-7.758620,0.814251
2487,0.092810,-10.324063,-0.105987
2488,0.000162,-37.903648,-2.219787
2489,0.037824,-14.222369,1.892316
2490,0.000790,-31.023096,0.075800
2491,0.159045,-7.984801,-0.060966
2492,0.010461,-19.804373,-1.372001
2493,0.114512,-9.411492,0.018593
2494,0.386058,-4.133474,-0.256736
2495,0.135909,-8.667526,0.311635
2496,0.212644,-6.723467,-1.843902
2497,0.284452,-5.459916,0.486041
2498,0.012413,-19.061077,0.860606
2499,0.023986,-16.200347,0.186853
2500,0.118355,-9.268132,-0.562483
2501,0.624277,-2.046229,1.152923
2502,0.379477,-4.208146,-0.749778
2503,0.015738,-18.030549,-0.039065
2504,0.030786,-15.116484,0.369914
2505,0.027730,-15.570478,-0.173711
2506,0.150546,-8.223321,0.155235
2507,0.010700,-19.706212,-2.723430
2508,0.009208,-20.358447,0.656002
2509,0.000628,-32.023485,-0.684300
2510,0.113665,-9.443729,-0.855335
2511,0.042867,-13.678749,0.288296
2512,0.271628,-5.660255,-0.145055
2513,0.285521,-5.443617,-0.249911
2514,0.002938,-25.318832,-1.311512
2515,0.009716,-20.125004,0.228143
2516,0.026471,-15.772331,-0.075086
2517,0.054314,-12.650852,0.614291
2518,0.033377,-14.765504,0.958848
2519,0.014511,-18.383148,-1.229616
2520,0.060478,-12.184021,-0.024048
2521,0.110551,-9.564381,0.698666
2522,0.133382,-8.749022,-0.090703
2523,0.002130,-26.716141,0.003329
2524,0.000007,-51.743569,-1.528224
2525,0.073640,-11.328849,1.740274
2526,0.066522,-11.770341,0.046667
2527,0.067143,-11.729984,0.727383
2528,0.034332,-14.643037,-0.809804
2529,0.029203,-15.345682,-1.052224
2530,0.889581,-0.508143,-1.452348
2531,0.231284,-6.358547,0.355457
2532,0.055556,-12.552671,0.826830
2533,0.123898,-9.069362,-0.512013
2534,0.049661,-13.039886,1.295471
2535,0.267863,-5.720878,0.574931
2536,0.093642,-10.285312,0.824559
2537,0.089960,-10.459519,-1.837370
2538,0.086737,-10.617939,0.916760
2539,0.228800,-6.405436,-0.706917
2540,0.067277,-11.721348,-1.296501
2541,0.010637,-19.731666,-0.294955
2542,0.047214,-13.259332,-1.232859
2543,0.398198,-3.999005,-0.836047
2544,0.251766,-5.990025,0.941413
2545,0.032384,-14.896647,-0.123331
2546,0.173377,-7.610090,-1.586063
2547,0.339771,-4.688140,1.095838
2548,0.012358,-19.080589,0.566545
2549,0.556955,-2.541802,-1.664529
2550,0.177714,-7.502776,0.812635
2551,0.086593,-10.625194,0.466398
2552,0.220894,-6.558167,-0.362878
2553,0.000665,-31.770808,-0.686384
2554,0.347325,-4.592643,0.800580
2555,0.003266,-24.860055,1.293248
2556,0.043114,-13.653857,1.371724
2557,0.050955,-12.928117,-1.777463
2558,0.019683,-17.059145,-1.486099
2559,0.153970,-8.125633,-0.350807
2560,0.104858,-9.793976,-0.525235
2561,0.135614,-8.676947,-0.946914
2562,0.819980,-0.861969,1.307791
2563,0.001103,-29.573620,0.350313
2564,0.000972,-30.123582,-0.222634
2565,0.040088,-13.969804,-1.273088
2566,0.091196,-10.400232,0.536258
2567,0.097931,-10.090818,0.643996
2568,0.005967,-22.242516,-0.937592
2569,0.012320,-19.093914,0.517181
2570,0.311084,-5.071217,0.756870
2571,0.512494,-2.903114,-1.576953
2572,0.001011,-29.953370,-0.156575
2573,0.344394,-4.629445,1.882662
2574,0.000271,-35.668273,0.777556
2575,0.002993,-25.239241,1.341433
2576,0.521371,-2.828534,0.852385
2577,0.016242,-17.893655,1.105980
2578,0.000041,-43.888478,1.598930
2579,0.002939,-25.317935,0.687710
2580,0.006267,-22.029463,1.023859
2581,0.055778,-12.535371,-0.120300
2582,0.010575,-19.757295,-0.364329
2583,0.383490,-4.162455,-1.804295
2584,0.007471,-21.266194,-0.057299
2585,0.048526,-13.140282,0.321606
2586,0.073045,-11.364094,0.077447
2587,0.023958,-16.205576,-0.289293
2588,0.771229,-1.128165,2.376036
2589,0.057387,-12.411848,0.259989
2590,0.001029,-29.875094,0.086748
2591,0.031652,-14.995984,-0.558453
2592,0.047409,-13.241356,-0.070716
2593,0.255179,-5.931557,1.094383
2594,0.092383,-10.344093,-0.270605
2595,0.068912,-11.617078,-0.485024
2596,0.102642,-9.886729,-0.183645
2597,0.047695,-13.215316,-0.007284
2598,0.003287,-24.831448,0.761438
2599,0.059587,-12.248452,0.707970
2600,0.000002,-57.300016,-0.396926
2601,0.222697,-6.522850,-1.712225
2602,0.190938,-7.191083,1.695395
2603,0.143258,-8.438821,-0.029287
2604,0.002405,-26.188675,0.033664
2605,0.302802,-5.188410,2.292246
2606,0.135703,-8.674102,0.091945
2607,0.280095,-5.526941,0.382986
2608,0.698325,-1.559425,1.990252
2609,0.062514,-12.040199,-0.023625
2610,0.033805,-14.710169,0.800846
2611,0.012418,-19.059526,-0.102792
2612,0.020724,-16.835288,1.024369
2613,0.261645,-5.822877,-0.018870
2614,0.050293,-12.984919,-0.568644
2615,0.031853,-14.968511,0.654320
2616,0.357833,-4.463201,1.934604
2617,0.269788,-5.689769,-0.730151
2618,0.000039,-44.130392,-1.481690
2619,0.041747,-13.793781,0.933414
2620,0.076479,-11.164583,-0.596253
2621,0.275335,-5.601382,-0.238669
2622,0.124796,-9.038008,-1.218452
2623,0.057939,-12.370258,-1.397654
2624,0.000206,-36.859306,0.835282
2625,0.064922,-11.876075,0.560975
2626,0.000717,-31.444527,0.080096
2627,0.001905,-27.200042,-1.003914
2628,0.011786,-19.286403,-0.739591
2629,0.018625,-17.298952,1.296097
2630,0.120528,-9.189110,1.639070
2631,0.033037,-14.809930,-0.231054
2632,0.000906,-30.426592,-2.479882
2633,0.001219,-29.141399,0.613519
2634,0.113502,-9.449946,-0.407252
2635,0.257627,-5.890089,-1.576957
2636,0.421668,-3.750288,1.920870
2637,0.100469,-9.979665,-0.423858
2638,0.130618,-8.839969,0.094226
2639,0.156558,-8.053239,0.821651
2640,0.205929,-6.862825,1.149203
2641,0.526221,-2.788321,-0.459263
2642,0.140133,-8.534603,-0.207496
2643,0.096535,-10.153137,-0.599219
2644,0.083425,-10.787061,1.529965
2645,0.296742,-5.276206,-1.489894
2646,0.073087,-11.361628,-0.446788
2647,0.000153,-38.167297,0.293538
2648,0.004994,-23.015791,-0.456099
2649,0.412363,-3.847199,-1.052678
2650,0.063196,-11.993138,-2.221517
2651,0.047719,-13.213127,2.399203
2652,0.039341,-14.051530,1.117331
2653,0.018848,-17.247319,0.772874
2654,0.001013,-29.944398,-1.102709
2655,0.000746,-31.272381,-1.509663
2656,0.682906,-1.656390,-0.983375
2657,0.000039,-44.049736,0.116059
2658,0.111058,-9.544492,-1.499342
2659,0.063344,-11.982974,-0.682792
2660,0.177527,-7.507351,0.869268
2661,0.000193,-37.140825,0.122953
2662,0.037181,-14.296763,-0.031189
2663,0.278445,-5.552610,0.336533
2664,0.009308,-20.311663,0.528253
2665,0.121631,-9.149549,-0.691835
2666,0.021714,-16.632572,-0.135427
2667,0.017617,-17.540671,1.092843
2668,0.017162,-17.654308,0.865478
2669,0.001457,-28.366123,1.205670
2670,0.006714,-21.730231,-0.888318
2671,0.002978,-25.260377,0.321949
2672,0.044743,-13.492703,0.105104
2673,0.038250,-14.173663,1.166767
2674,0.015749,-18.027469,0.541631
2675,0.005746,-22.406222,-1.257824
2676,0.187030,-7.280887,-1.018032
2677,0.010559,-19.763799,-0.759407
2678,0.061168,-12.134765,0.341929
2679,0.050147,-12.997543,-1.329102
2680,0.314462,-5.024312,1.201049
2681,0.063936,-11.942530,0.568305
2682,0.000986,-30.062624,-0.225564
2683,0.183774,-7.357152,-2.263011
2684,0.068686,-11.631301,-0.244546
2685,0.079689,-10.986029,1.452179
2686,0.003111,-25.070375,-0.037738
2687,0.000977,-30.100547,-0.277318
2688,0.280177,-5.525670,-0.202158
2689,0.066680,-11.760019,0.056382
2690,0.074746,-11.264138,0.004891
2691,0.067851,-11.684411,0.508905
2692,0.050496,-12.967467,-1.006943
2693,0.025016,-16.017874,-1.288249
2694,0.050195,-12.993369,-0.710290
2695,0.048273,-13.162959,0.798472
2696,0.000139,-38.579427,0.976440
2697,0.000273,-35.636422,-1.336246
2698,0.014799,-18.297818,-0.074392
2699,0.000282,-35.494230,-0.487279
2700,0.041236,-13.847224,0.292614
2701,0.023190,-16.347035,-0.458636
2702,0.130084,-8.857765,0.086205
2703,0.038331,-14.164522,1.943727
2704,0.101302,-9.943829,0.703815
2705,0.015068,-18.219454,0.416184
2706,0.308692,-5.104745,1.917370
2707,0.040477,-13.927944,-0.116571
2708,0.013548,-18.681130,0.968128
2709,0.000138,-38.611060,0.033290
2710,0.020143,-16.958752,-0.776089
2711,0.093758,-10.279931,0.439413
2712,0.000538,-32.694475,-1.077315
2713,0.281226,-5.509447,-0.913030
2714,0.014985,-18.243397,-0.468114
2715,0.035107,-14.546083,-1.617453
2716,0.013799,-18.601531,-0.065591
2717,0.029253,-15.338337,-0.665138
2718,0.010052,-19.977369,0.206888
2719,0.023448,-16.299014,1.186459
2720,0.214844,-6.678770,0.613548
2721,0.140233,-8.531511,-0.441083
2722,0.418080,-3.787411,1.688892
2723,0.281103,-5.511345,-1.369628
2724,0.052357,-12.810219,-0.741726
2725,0.008481,-20.715490,0.392260
2726,0.074695,-11.267109,0.489290
2727,0.836083,-0.777508,-2.154990
2728,0.340855,-4.674303,-0.458084
2729,0.049735,-13.033348,-0.027883
2730,0.058577,-12.322700,1.425851
2731,0.140896,-8.511025,-0.802218
2732,0.469193,-3.286487,0.293126
2733,0.235903,-6.272673,-1.423971
2734,0.003847,-24.148417,0.064393
2735,0.165495,-7.812143,-0.056641
2736,0.135002,-8.696595,-0.435903
2737,0.096729,-10.144435,0.238839
2738,0.287956,-5.406740,-0.514175
2739,0.037781,-14.227220,0.939611
2740,0.041828,-13.785290,-0.420111
2741,0.000013,-48.739128,0.631534
2742,0.016123,-17.925660,0.205431
2743,0.026509,-15.765994,-0.534391
2744,0.139080,-8.567341,-1.373842
2745,0.094922,-10.226342,-2.337102
2746,0.000231,-36.357613,0.488897
2747,0.233057,-6.325375,-1.972223
2748,0.009061,-20.428156,-2.288078
2749,0.030614,-15.140857,-0.143444
2750,0.042986,-13.666682,-1.291284
2751,0.136705,-8.642153,0.411277
2752,0.534556,-2.720065,0.309282
2753,0.185563,-7.315094,-2.409359
2754,0.085500,-10.680360,-1.715585
2755,0.030579,-15.145799,-0.001241
2756,0.017667,-17.528396,0.151455
2757,0.022571,-16.464572,-0.317373
2758,0.495784,-3.047075,0.080919
2759,0.029634,-15.282044,-0.727006
2760,0.020212,-16.943961,-0.845302
2761,0.004206,-23.761776,0.637702
2762,0.060793,-12.161462,0.594718
2763,0.013364,-18.740711,0.496375
2764,0.000031,-45.141307,-1.459524
2765,0.044588,-13.507774,-1.213860
2766,0.017083,-17.674331,-0.346037
2767,0.021894,-16.596808,0.398598
2768,0.059882,-12.227007,-1.477833
2769,0.012244,-19.120881,-1.370567
2770,0.154611,-8.107590,1.423656
2771,0.001744,-27.583794,0.588999
2772,0.062175,-12.063875,1.951126
2773,0.372458,-4.289232,1.709639
2774,0.004624,-23.350203,0.067882
2775,0.286743,-5.425078,-0.403667
2776,0.010164,-19.929223,-0.114341
2777,0.204232,-6.898758,0.082189
2778,0.037918,-14.211557,1.275610
2779,0.125706,-9.006455,-2.280441
2780,0.023471,-16.294659,-1.290521
2781,0.003181,-24.974046,-0.943177
2782,0.028978,-15.379244,-0.354136
2783,0.018831,-17.251195,0.776265
2784,0.044467,-13.519611,-1.995957
2785,0.000117,-39.312078,0.126301
2786,0.003291,-24.826114,-1.204514
2787,0.216835,-6.638698,-1.944676
2788,0.024405,-16.125132,-0.245356
2789,0.045638,-13.406696,-1.075854
2790,0.029960,-15.234597,2.258686
2791,0.030362,-15.176750,-0.775998
2792,0.336523,-4.729854,1.631233
2793,0.044135,-13.552122,-0.686294
2794,0.046775,-13.299839,0.128061
2795,0.489248,-3.104710,-0.165388
2796,0.488943,-3.107421,1.422180
2797,0.340729,-4.675914,-0.161430
2798,0.178582,-7.481613,0.028252
2799,0.124251,-9.056997,-0.592750
2800,0.171275,-7.663055,1.039943
2801,0.375786,-4.250595,-0.341681
2802,0.394493,-4.039605,1.087149
2803,0.019089,-17.192080,2.271453
2804,0.000200,-36.980427,-1.425983
2805,0.252814,-5.971995,-0.755083
2806,0.110140,-9.580532,0.169529
2807,0.223509,-6.507048,-0.006960
2808,0.206720,-6.846179,-1.337515
2809,0.277133,-5.573110,0.444412
2810,0.077200,-11.123800,0.994560
2811,0.071826,-11.437154,-0.031090
2812,0.161128,-7.928283,0.810587
2813,0.073591,-11.331735,-1.981106
2814,0.018810,-17.256152,-0.338505
2815,0.020768,-16.825952,0.493152
2816,0.032300,-14.907908,0.354466
2817,0.040660,-13.908314,0.256443
2818,0.685601,-1.639284,1.282385
2819,0.404539,-3.930395,-1.708307
2820,0.014245,-18.463408,-0.253568
2821,0.029820,-15.254871,0.557060
2822,0.038458,-14.150136,-0.093140
2823,0.226764,-6.444265,0.124443
2824,0.717313,-1.442913,1.184031
2825,0.169944,-7.696933,-0.448834
2826,0.379151,-4.211879,3.143173
2827,0.001092,-29.616461,1.061828
2828,0.101881,-9.919069,-1.807273
2829,0.014576,-18.363689,0.591279
2830,0.142660,-8.456981,0.315915
2831,1.352430,1.311147,-1.311197
2832,0.472647,-3.254629,1.164574
2833,0.000029,-45.437364,-0.587157
2834,0.162182,-7.899965,2.908717
2835,0.067026,-11.737541,-0.461932
2836,0.167889,-7.749781,-0.031823
2837,0.345910,-4.610366,-0.693874
2838,0.335138,-4.747762,0.756251
2839,0.834064,-0.788008,-0.010844
2840,0.216579,-6.643842,-1.153981
2841,0.009385,-20.275472,1.236933
2842,0.284111,-5.465114,1.104660
2843,0.724003,-1.402596,-1.986722
2844,0.299966,-5.229276,0.893936
2845,0.000090,-40.437650,-0.255090
2846,0.005697,-22.443762,0.488430
2847,0.018239,-17.390062,0.480679
2848,0.129114,-8.890269,-1.486109
2849,0.149944,-8.240703,1.087699
2850,0.040581,-13.916755,-0.572122
2851,0.242358,-6.155422,-0.676165
2852,0.308630,-5.105626,2.120690
2853,0.090014,-10.456893,-2.784727
2854,0.025312,-15.966736,1.678872
2855,0.047968,-13.190459,0.899389
2856,0.036794,-14.342210,-0.188555
2857,1.001546,0.006710,-1.765553
2858,0.892310,-0.494844,-0.490256
2859,0.253446,-5.961146,2.633163
2860,0.000885,-30.532437,-1.251837
2861,0.057306,-12.417990,1.602846
2862,0.474713,-3.235688,0.805192
2863,0.355423,-4.492546,-1.480213
2864,0.136235,-8.657107,-0.671768
2865,0.040037,-13.975390,-0.655818
2866,0.089842,-10.465217,0.010636
2867,0.007516,-21.240354,0.754280
2868,0.355308,-4.493955,0.139225
2869,0.043717,-13.593485,-0.525789
2870,0.068009,-11.674306,0.585926
2871,0.007398,-21.309029,0.914016
2872,0.058487,-12.329423,-0.433448
2873,0.002014,-26.959953,0.362070
2874,0.034673,-14.600057,-2.782975
2875,0.057195,-12.426453,0.609854
2876,0.051209,-12.906562,-1.834629
2877,0.055582,-12.550633,-1.118032
2878,0.000114,-39.431046,-0.734480
2879,0.204253,-6.898309,-0.212336
2880,0.157887,-8.016531,0.364159
2881,0.611267,-2.137688,0.568799
2882,0.144427,-8.403525,-1.506851
2883,0.000820,-30.860219,-0.448488
2884,0.111137,-9.541406,-1.774892
2885,0.002510,-26.003106,0.392977
2886,0.000637,-31.960800,0.072792
2887,0.192457,-7.156656,0.665855
2888,0.001045,-29.808745,0.240581
2889,0.640416,-1.935378,1.920536
2890,0.192992,-7.144614,-0.118464
2891,0.013309,-18.758586,-1.008330
2892,0.207210,-6.835887,-0.663012
2893,0.050315,-12.983031,0.642831
2894,0.375450,-4.254483,-0.722641
2895,0.044207,-13.545063,-0.575336
2896,0.040608,-13.913863,0.845656
2897,0.015408,-18.122654,-0.130743
2898,0.203226,-6.920197,-0.965525
2899,0.083121,-10.802906,-0.540768
2900,0.000561,-32.507196,0.463665
2901,0.000133,-38.762676,0.499849
2902,0.009520,-20.213770,-0.227035
2903,0.507293,-2.947414,1.972394
2904,0.038951,-14.094780,0.460815
2905,0.300145,-5.226689,2.934216
2906,0.017682,-17.524658,0.749724
2907,0.143947,-8.417980,0.610874
2908,0.133675,-8.739504,1.113618
2909,0.065264,-11.853237,-0.198720
2910,0.531094,-2.748284,0.098171
2911,0.128787,-8.901276,0.317067
2912,0.168379,-7.737129,-0.498513
2913,0.011030,-19.574162,-0.589509
2914,0.000123,-39.101066,0.446343
2915,0.033178,-14.791563,0.066821
2916,0.089792,-10.467636,-0.305383
2917,0.160621,-7.941967,0.379023
2918,0.015918,-17.981177,0.387737
2919,0.027640,-15.584615,-1.222671
2920,0.012944,-18.879349,1.425908
2921,0.000690,-31.611652,-0.718073
2922,0.008342,-20.787491,1.644268
2923,0.012508,-19.027973,0.117538
2924,0.474782,-3.235055,3.028756
2925,0.477356,-3.211576,-2.409374
2926,0.103637,-9.844869,0.524007
2927,0.131626,-8.806575,0.016662
2928,0.002871,-25.420030,-0.838483
2929,0.688435,-1.621370,-1.245000
2930,0.642004,-1.924620,-0.272510
2931,0.095835,-10.184749,1.050014
2932,0.064403,-11.910923,0.344040
2933,0.067998,-11.675040,1.226157
2934,0.044738,-13.493226,-0.208809
2935,0.026091,-15.835157,-0.181319
2936,0.150810,-8.215699,-1.318340
2937,0.000683,-31.656962,-0.278036
2938,0.038304,-14.167585,-0.130004
2939,0.019667,-17.062567,-1.167337
2940,0.002361,-26.268451,-0.555818
2941,0.011336,-19.455546,-0.524589
2942,0.005976,-22.235738,-0.364398
2943,0.041757,-13.792708,1.038211
2944,0.000277,-35.580276,-1.614182
2945,0.082145,-10.854175,-1.213099
2946,0.020389,-16.906073,-0.346027
2947,0.002374,-26.244652,0.587269
2948,0.071747,-11.441982,-0.196630
2949,0.062006,-12.075631,-0.837177
2950,0.037985,-14.203848,0.123100
2951,0.030996,-15.086983,-0.450780
2952,0.006308,-22.001349,-0.386287
2953,0.018976,-17.218012,0.226984
2954,0.006362,-21.963913,-0.853166
2955,0.071033,-11.485421,-0.096225
2956,0.057225,-12.424113,0.061273
2957,0.008504,-20.703685,0.012807
2958,0.049687,-13.037537,-1.135368
2959,0.022588,-16.461225,-1.881650
2960,0.107290,-9.694407,-2.058315
2961,0.000846,-30.725370,0.375743
2962,0.000043,-43.654579,-0.647143
2963,0.038363,-14.160849,0.015697
2964,0.000010,-49.836051,-1.778684
2965,0.044277,-13.538252,0.264518
2966,0.169177,-7.716580,-1.310375
2967,0.089999,-10.457624,0.861345
2968,0.131676,-8.804942,-1.752986
2969,0.135732,-8.673187,-0.200146
2970,0.078857,-11.031598,-0.403664
2971,0.088010,-10.554690,-0.165331
2972,0.038471,-14.148612,1.039606
2973,0.351188,-4.544603,0.188483
2974,0.019826,-17.027566,1.333452
2975,0.019162,-17.175600,-1.015970
2976,0.076360,-11.171318,-0.399604
2977,0.005966,-22.243114,-0.498583
2978,0.005084,-22.938162,0.409441
2979,0.001159,-29.357405,1.087573
2980,0.021748,-16.625718,-0.265199
2981,0.085264,-10.692353,1.604659
2982,0.000178,-37.484061,-0.075264
2983,0.002737,-25.626761,0.216469
2984,0.000160,-37.955522,1.499781
2985,0.105117,-9.783270,0.601178
2986,0.449379,-3.473869,-1.048384
2987,0.179109,-7.468838,0.480254
2988,0.076540,-11.161137,0.053546
2989,0.022660,-16.447421,0.044304
2990,0.000615,-32.113246,0.483871
2991,0.037303,-14.282513,-0.988740
2992,0.263490,-5.792351,-1.335830
2993,0.079941,-10.972305,0.353012
2994,0.013122,-18.819896,0.352090
2995,0.009071,-20.423233,-0.501266
2996,0.000099,-40.047528,-0.760236
2997,0.027848,-15.552093,-0.387613
2998,0.266095,-5.749639,-1.312764
2999,0.002000,-26.988752,-0.841815
3000,0.083841,-10.765410,1.559460
3001,0.074761,-11.263245,0.445896
3002,0.039692,-14.012929,-0.385905
3003,0.260134,-5.848028,0.827108
3004,0.174235,-7.588638,-2.106212
3005,0.045809,-13.390467,0.636084
3006,0.010406,-19.827249,0.760093
3007,0.145504,-8.371255,1.560228
3008,0.014341,-18.434332,0.982353
3009,0.935989,-0.287291,2.042438
3010,0.396352,-4.019194,-0.716943
3011,0.020565,-16.868709,-1.537819
3012,0.251957,-5.986730,-0.526293
3013,0.006733,-21.717878,-0.004632
3014,0.007084,-21.497481,1.884318
3015,0.086042,-10.652877,-0.497796
3016,0.018549,-17.316795,-1.856167
3017,0.013834,-18.590379,-1.282037
3018,0.023031,-16.376894,0.152578
3019,0.022751,-16.430028,0.907984
3020,0.016050,-17.945290,-0.998307
3021,0.092976,-10.316282,0.002114
3022,0.110299,-9.574292,1.601635
3023,0.046716,-13.305299,-0.801697
3024,0.042714,-13.694339,0.121920
3025,0.301223,-5.211116,1.095291
3026,0.005796,-22.368551,0.970448
3027,0.035937,-14.444573,0.074021
3028,0.018747,-17.270761,-0.883577
3029,0.033965,-14.689693,-1.154469
3030,0.155018,-8.096185,-0.904685
3031,0.027910,-15.542333,-0.418881
3032,0.064143,-11.928514,1.244565
3033,0.162716,-7.885692,1.477081
3034,0.022026,-16.570589,0.793691
3035,0.022362,-16.504857,0.119150
3036,0.012914,-18.889309,0.729480
3037,0.176207,-7.539773,-0.942468
3038,0.034824,-14.581265,-0.206813
3039,0.031172,-15.062398,1.134782
3040,0.130860,-8.831936,-1.676995
3041,0.000258,-35.886120,0.088448
3042,0.017322,-17.614007,-0.833374
3043,0.007586,-21.200059,0.124235
3044,0.058492,-12.329029,-0.778004
3045,0.183998,-7.351877,-0.178701
3046,0.003472,-24.594090,1.258497
3047,0.035619,-14.483125,-0.052611
3048,0.010960,-19.602055,0.477774
3049,0.027263,-15.644310,-0.646138
3050,0.076872,-11.142302,-0.698192
3051,0.075143,-11.241143,-0.903964
3052,0.033451,-14.755970,0.558806
3053,0.000004,-53.719697,0.468012
3054,0.133276,-8.752489,1.059670
3055,0.000029,-45.380092,-0.333926
3056,0.005228,-22.816813,-0.542939
3057,0.025512,-15.932569,0.493254
3058,0.082079,-10.857662,1.787800
3059,0.096919,-10.135900,0.058554
3060,0.040254,-13.951960,0.080213
3061,0.109142,-9.620070,-2.493032
3062,0.027037,-15.680473,1.326251
3063,0.175075,-7.567768,-0.658194
3064,0.183122,-7.372590,1.738319
3065,0.047054,-13.274070,-1.025057
3066,0.169158,-7.717077,-0.806086
3067,0.496149,-3.043883,-0.778487
3068,0.156743,-8.048109,-0.370322
3069,0.479296,-3.193958,-0.866583
3070,0.148513,-8.282350,-0.694329
3071,0.038706,-14.122195,1.947774
3072,0.270645,-5.675994,2.243791
3073,0.042141,-13.752906,2.115876
3074,0.134976,-8.697436,0.640318
3075,0.000005,-52.931465,0.373099
3076,0.008221,-20.850983,1.246735
3077,0.251169,-6.000341,-0.913162
3078,0.010010,-19.995850,-0.339420
3079,0.000674,-31.712244,0.232730
3080,0.038811,-14.110472,1.263759
3081,0.078091,-11.073997,0.068061
3082,0.247601,-6.062474,0.731062
3083,0.142436,-8.463808,-1.484342
3084,0.004983,-23.024725,0.084456
3085,0.122218,-9.128660,-0.055955
3086,0.254726,-5.939262,2.016586
3087,0.036312,-14.399516,0.699213
3088,0.156491,-8.055101,-0.420674
3089,0.181711,-7.406181,-0.597362
3090,0.202708,-6.931286,1.273069
3091,0.469381,-3.284741,-0.526833
3092,0.056945,-12.445459,-0.385441
3093,0.001060,-29.747154,-0.040557
3094,0.143332,-8.436571,0.517535
3095,0.194799,-7.104124,0.288243
3096,0.418846,-3.779457,1.562036
3097,0.059421,-12.260618,0.259640
3098,0.049714,-13.035206,0.643775
3099,0.014603,-18.355498,0.870781
3100,0.013676,-18.640540,-0.251019
3101,0.010562,-19.762626,1.617820
3102,0.005392,-22.682640,-1.249943
3103,0.199966,-6.990437,-0.824239
3104,0.112286,-9.496734,-2.805631
3105,0.211990,-6.736838,-2.353710
3106,0.001543,-28.117429,0.746055
3107,0.033667,-14.727917,-0.099429
3108,0.089619,-10.475981,1.003942
3109,0.383845,-4.158444,1.403796
3110,0.225366,-6.471108,1.615668
3111,0.438970,-3.575656,-1.387815
3112,0.059969,-12.220767,0.196157
3113,0.065356,-11.847178,0.288168
3114,0.008547,-20.682082,0.211313
3115,0.176750,-7.526405,-1.700329
3116,0.339292,-4.694269,0.008792
3117,0.152162,-8.176933,-0.869975
3118,0.010822,-19.656844,-0.040097
3119,0.015445,-18.112072,0.126327
3120,0.527644,-2.776593,1.722393
3121,0.110501,-9.566326,0.094227
3122,0.099566,-10.018879,0.063176
3123,0.003373,-24.719616,0.909888
3124,0.027155,-15.661540,-1.238883
3125,0.370273,-4.314779,-1.205614
3126,0.016906,-17.719585,-1.288388
3127,0.290364,-5.370577,-2.316793
3128,0.001607,-27.940675,-0.400286
3129,0.080050,-10.966362,0.112608
3130,0.033479,-14.752330,-0.049933
3131,0.000557,-32.538814,-0.458646
3132,0.159538,-7.971357,0.075645
3133,0.052413,-12.805647,0.089312
3134,0.001792,-27.466210,0.473187
